Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
67,65,30,2023-03-06,25-185,NOP,@,SAC,L (-15),1,38:24,9.0,16.0,.563,2.0,4.0,.500,4,5.0,.800,0.0,3.0,3.0,7.0,0.0,0.0,6.0,4.0,24.0,14.2,-1,12.0,7.0,0.5833333333333334,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,7.0,102.0,6.375,12.599999999999998,76.19999999999999,4.762499999999999
68,66,31,2023-03-08,25-187,NOP,,DAL,W (+7),1,17:30,5.0,8.0,.625,0.0,0.0,,2,2.0,1.000,0.0,4.0,4.0,5.0,0.0,0.0,1.0,1.0,12.0,11.7,+2,8.0,5.0,0.625,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,10.0,77.0,4.8125,10.9,78.59999999999998,4.912499999999999
69,67,,2023-03-11,25-190,NOP,,OKC,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,,71.0,4.4375,0.0,64.5,4.03125
70,68,,2023-03-12,25-191,NOP,,POR,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,,91.0,5.6875,0.0,89.3,5.58125
71,69,32,2023-03-14,25-193,NOP,,LAL,L (-15),1,37:33,9.0,17.0,.529,1.0,5.0,.200,3,4.0,.750,1.0,5.0,6.0,6.0,2.0,1.0,4.0,4.0,22.0,16.8,-25,12.0,8.0,0.6666666666666666,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,12.0,59.0,3.6875,15.6,61.20000000000001,3.8250000000000006
72,70,33,2023-03-17,25-196,NOP,@,HOU,L (-2),1,38:12,9.0,20.0,.450,3.0,5.0,.600,10,11.0,.909,1.0,3.0,4.0,6.0,0.0,1.0,4.0,2.0,31.0,21.9,+1,15.0,6.0,0.4,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,7.0,74.0,4.625,17.90000000000001,67.0,4.1875
73,71,34,2023-03-19,25-198,NOP,@,HOU,W (+10),1,38:59,12.0,24.0,.500,1.0,3.0,.333,1,2.0,.500,0.0,2.0,2.0,9.0,0.0,0.0,3.0,1.0,26.0,17.1,+8,21.0,11.0,0.5238095238095238,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,8.0,91.0,5.6875,16.700000000000006,79.9,4.99375
74,72,35,2023-03-21,25-200,NOP,,SAS,W (+35),1,31:15,10.0,16.0,.625,2.0,2.0,1.000,10,10.0,1.000,0.0,4.0,4.0,7.0,0.0,1.0,5.0,2.0,32.0,25.8,+25,14.0,8.0,0.5714285714285714,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,13.0,73.0,4.5625,21.800000000000004,65.89999999999999,4.1187499999999995
75,73,36,2023-03-23,25-202,NOP,,CHO,W (+19),1,34:10,10.0,23.0,.435,1.0,6.0,.167,9,9.0,1.000,0.0,11.0,11.0,10.0,1.0,0.0,0.0,3.0,30.0,28.0,+17,17.0,9.0,0.5294117647058824,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,20.0,67.0,4.1875,24.4,69.5,4.34375
76,74,37,2023-03-25,25-204,NOP,@,LAC,W (+21),1,33:33,12.0,22.0,.545,3.0,5.0,.600,5,5.0,1.000,0.0,4.0,4.0,13.0,0.0,0.0,1.0,3.0,32.0,29.5,+17,17.0,9.0,0.5294117647058824,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,21.0,104.0,6.5,27.500000000000004,90.0,5.625
77,75,38,2023-03-27,25-206,NOP,@,POR,W (+34),1,31:17,12.0,19.0,.632,1.0,2.0,.500,4,5.0,.800,1.0,5.0,6.0,4.0,1.0,0.0,4.0,0.0,29.0,22.1,+34,17.0,11.0,0.6470588235294118,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,12.0,100.0,6.25,20.5,80.60000000000001,5.0375000000000005
78,76,39,2023-03-28,25-207,NOP,@,GSW,L (-11),1,38:14,9.0,22.0,.409,1.0,1.0,1.000,7,7.0,1.000,2.0,6.0,8.0,7.0,0.0,1.0,6.0,2.0,26.0,16.2,-9,21.0,8.0,0.3809523809523809,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,7.0,61.0,3.8125,13.4,59.9,3.74375
79,77,40,2023-03-30,25-209,NOP,@,DEN,W (+19),1,36:51,13.0,22.0,.591,0.0,1.0,.000,5,6.0,.833,0.0,11.0,11.0,10.0,0.0,0.0,1.0,4.0,31.0,28.1,+18,21.0,13.0,0.6190476190476191,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,23.0,61.0,3.8125,26.1,51.4,3.2125
80,78,41,2023-04-01,25-211,NOP,,LAC,W (+8),1,38:44,13.0,23.0,.565,0.0,0.0,,10,11.0,.909,0.0,4.0,4.0,8.0,0.0,0.0,1.0,1.0,36.0,30.1,+1,23.0,13.0,0.5652173913043478,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,13.0,49.0,3.0625,26.10000000000001,66.8,4.175
81,79,42,2023-04-04,25-214,NOP,,SAC,L (-18),1,37:24,7.0,15.0,.467,1.0,2.0,.500,7,8.0,.875,2.0,5.0,7.0,6.0,2.0,1.0,7.0,2.0,22.0,15.9,-18,13.0,6.0,0.4615384615384615,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,8.0,56.0,3.5,13.1,58.7,3.66875
82,80,43,2023-04-05,25-215,NOP,,MEM,W (+7),1,46:18,7.0,18.0,.389,1.0,4.0,.250,9,12.0,.750,0.0,6.0,6.0,13.0,2.0,1.0,4.0,3.0,24.0,21.4,+22,14.0,6.0,0.4285714285714285,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,12.0,79.0,4.9375,17.800000000000004,90.30000000000004,5.6437500000000025
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,,0.0,0.0,0.0,0.0,0.0
84,81,44,2023-04-07,25-217,NOP,,NYK,W (+8),1,39:34,6.0,15.0,.400,0.0,3.0,.000,6,6.0,1.000,1.0,6.0,7.0,7.0,1.0,0.0,5.0,4.0,18.0,11.7,-2,12.0,6.0,0.5,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,7.0,87.0,5.4375,9.299999999999995,76.49999999999999,4.781249999999999
85,82,45,2023-04-09,25-219,NOP,@,MIN,L (-5),1,42:13,16.0,28.0,.571,1.0,3.0,.333,9,9.0,1.000,3.0,9.0,12.0,7.0,2.0,1.0,4.0,2.0,42.0,36.4,+7,25.0,15.0,0.6,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,23.0,32.0,2.0,32.800000000000004,39.1,2.44375
