Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
65,63,36,2023-03-01,22-282,NOP,@,POR,W (+11),0,15:41,4.0,5.0,.800,0.0,1.0,.000,7,8.0,.875,1.0,3.0,4.0,3.0,2.0,2.0,0.0,4.0,15.0,18.2,+4,4.0,4.0,1.0,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,13.0,89.0,5.5625,15.399999999999997,80.89999999999999,5.0562499999999995
66,64,37,2023-03-03,22-284,NOP,@,GSW,L (-9),0,21:04,2.0,2.0,1.000,0.0,0.0,,1,2.0,.500,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,4.0,-4,2.0,2.0,1.0,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,3.0,52.0,3.25,3.5999999999999988,59.8,3.7375
67,65,38,2023-03-06,22-287,NOP,@,SAC,L (-15),0,11:19,3.0,5.0,.600,0.0,0.0,,3,3.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,9.0,4.5,-12,5.0,3.0,0.6,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,1.0,108.0,6.75,3.299999999999999,85.5,5.34375
68,66,39,2023-03-08,22-289,NOP,,DAL,W (+7),0,24:11,6.0,6.0,1.000,0.0,0.0,,2,2.0,1.000,1.0,2.0,3.0,1.0,0.0,1.0,2.0,4.0,14.0,11.3,+11,6.0,6.0,1.0,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,9.0,78.0,4.875,10.499999999999998,78.99999999999999,4.937499999999999
69,67,40,2023-03-11,22-292,NOP,,OKC,L (-14),0,31:38,5.0,8.0,.625,0.0,0.0,,1,1.0,1.000,2.0,6.0,8.0,2.0,0.0,2.0,2.0,4.0,11.0,9.8,-2,8.0,5.0,0.625,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,12.0,59.0,3.6875,9.399999999999997,55.1,3.44375
70,68,41,2023-03-12,22-293,NOP,,POR,W (+17),0,12:32,0.0,3.0,.000,0.0,0.0,,3,6.0,.500,1.0,3.0,4.0,2.0,1.0,1.0,0.0,1.0,3.0,4.0,-15,3.0,0.0,0.0,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,2.0,89.0,5.5625,2.8000000000000003,86.50000000000001,5.406250000000001
71,69,42,2023-03-14,22-295,NOP,,LAL,L (-15),0,9:44,2.0,3.0,.667,0.0,0.0,,0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,3.6,0,3.0,2.0,0.6666666666666666,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,4.0,67.0,4.1875,3.6,73.20000000000002,4.575000000000001
72,70,,2023-03-17,22-298,NOP,@,HOU,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,,81.0,5.0625,0.0,84.9,5.30625
73,71,43,2023-03-19,22-300,NOP,@,HOU,W (+10),0,2:29,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-3,0.0,0.0,,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,0.0,99.0,6.1875,-0.4,97.0,6.0625
74,72,44,2023-03-21,22-302,NOP,,SAS,W (+35),0,4:48,0.0,2.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,+3,2.0,0.0,0.0,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,-1.0,87.0,5.4375,-0.7,88.39999999999999,5.5249999999999995
75,73,45,2023-03-23,22-304,NOP,,CHO,W (+19),0,2:12,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,0.0,0.0,,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,0.0,87.0,5.4375,0.0,93.9,5.86875
76,74,,2023-03-25,22-306,NOP,@,LAC,W (+21),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,,125.0,7.8125,0.0,117.5,7.34375
77,75,46,2023-03-27,22-308,NOP,@,POR,W (+34),0,4:06,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,-0.1,+5,1.0,1.0,1.0,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,0.0,112.0,7.0,-0.0999999999999996,101.20000000000002,6.325000000000001
78,76,,2023-03-28,22-309,NOP,@,GSW,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,,68.0,4.25,0.0,73.29999999999998,4.581249999999999
79,77,,2023-03-30,22-311,NOP,@,DEN,W (+19),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,,84.0,5.25,0.0,77.49999999999999,4.843749999999999
80,78,,2023-04-01,22-313,NOP,,LAC,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,,62.0,3.875,0.0,92.9,5.80625
81,79,47,2023-04-04,22-316,NOP,,SAC,L (-18),0,3:01,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,+3,1.0,0.0,0.0,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,0.0,64.0,4.0,-0.3999999999999999,72.20000000000002,4.512500000000001
82,80,,2023-04-05,22-317,NOP,,MEM,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,,91.0,5.6875,0.0,108.10000000000002,6.756250000000001
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,22-319,NOP,,NYK,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,,94.0,5.875,0.0,85.8,5.3625
85,82,,2023-04-09,22-321,NOP,@,MIN,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,41,5,30,37,21,36,44,35,22,32,43,44,26,12,45.0,75.0,5.0,73.0,59.0,25.0,66.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4222222222222222,0.5466666666666666,1.0,0.410958904109589,0.6271186440677966,0.84,0.5454545454545454,0.5569620253164557,0.5737704918032787,0.88,0.4923076923076923,0.5584415584415584,0.5569620253164557,0.6842105263157895,0.4137931034482758,15,63.0,65.0,0.0,0.2307692307692307,16,,55.0,3.4375,0.0,71.9,4.49375
