Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
66,64,,2023-03-03,30-301,NOP,@,GSW,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,,55.0,3.4375,0.0,63.39999999999999,3.9624999999999995
67,65,62,2023-03-06,30-304,NOP,@,SAC,L (-15),1,31:59,9.0,11.0,.818,1.0,1.0,1.000,0,0.0,,2.0,10.0,12.0,3.0,0.0,1.0,0.0,3.0,19.0,20.9,+1,10.0,8.0,0.8,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,24.0,85.0,5.3125,20.9,67.89999999999999,4.2437499999999995
68,66,63,2023-03-08,30-306,NOP,,DAL,W (+7),1,6:48,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,3.0,4.0,2.0,0.0,1.0,5.0,2.0,0.0,-2.1,-4,0.0,0.0,,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,2.0,85.0,5.3125,-2.1,91.6,5.725
69,67,64,2023-03-11,30-309,NOP,,OKC,L (-14),1,16:22,4.0,6.0,.667,1.0,1.0,1.000,4,5.0,.800,2.0,2.0,4.0,1.0,0.0,0.0,3.0,3.0,13.0,8.5,-12,5.0,3.0,0.6,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,4.0,67.0,4.1875,6.900000000000002,57.6,3.6
70,68,65,2023-03-12,30-310,NOP,,POR,W (+17),1,20:52,5.0,8.0,.625,0.0,0.0,,1,1.0,1.000,3.0,9.0,12.0,2.0,0.0,2.0,1.0,2.0,11.0,13.2,+29,8.0,5.0,0.625,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,17.0,74.0,4.625,12.799999999999995,76.50000000000001,4.781250000000001
71,69,66,2023-03-14,30-312,NOP,,LAL,L (-15),1,15:52,5.0,10.0,.500,0.0,2.0,.000,0,0.0,,1.0,5.0,6.0,0.0,0.0,1.0,1.0,2.0,10.0,6.1,-25,8.0,5.0,0.625,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,65.0,4.0625,6.099999999999999,70.70000000000002,4.418750000000001
72,70,67,2023-03-17,30-315,NOP,@,HOU,L (-2),1,34:07,10.0,16.0,.625,0.0,2.0,.000,2,2.0,1.000,3.0,14.0,17.0,0.0,0.0,4.0,0.0,2.0,22.0,23.1,+15,14.0,10.0,0.7142857142857143,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,25.0,56.0,3.5,22.3,62.6,3.9125
73,71,68,2023-03-19,30-317,NOP,@,HOU,W (+10),1,33:17,6.0,12.0,.500,1.0,1.0,1.000,8,9.0,.889,5.0,7.0,12.0,2.0,1.0,2.0,3.0,5.0,21.0,19.0,+3,11.0,5.0,0.4545454545454545,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,14.0,85.0,5.3125,15.799999999999995,80.80000000000003,5.050000000000002
74,72,69,2023-03-21,30-319,NOP,,SAS,W (+35),1,27:49,8.0,10.0,.800,1.0,1.0,1.000,2,2.0,1.000,2.0,13.0,15.0,5.0,0.0,0.0,5.0,3.0,19.0,17.8,+11,9.0,7.0,0.7777777777777778,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,22.0,64.0,4.0,16.999999999999996,70.7,4.41875
75,73,70,2023-03-23,30-321,NOP,,CHO,W (+19),1,34:02,10.0,16.0,.625,0.0,1.0,.000,0,0.0,,8.0,11.0,19.0,3.0,1.0,0.0,3.0,2.0,20.0,21.0,+14,15.0,10.0,0.6666666666666666,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,24.0,63.0,3.9375,21.0,72.9,4.55625
76,74,71,2023-03-25,30-323,NOP,@,LAC,W (+21),1,31:41,8.0,18.0,.444,1.0,2.0,.500,0,0.0,,2.0,11.0,13.0,4.0,1.0,1.0,2.0,5.0,17.0,12.8,+18,16.0,7.0,0.4375,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,16.0,109.0,6.8125,12.799999999999995,104.70000000000002,6.543750000000001
77,75,72,2023-03-27,30-325,NOP,@,POR,W (+34),1,29:44,4.0,6.0,.667,0.0,0.0,,2,4.0,.500,4.0,17.0,21.0,0.0,0.0,2.0,5.0,5.0,10.0,8.9,+28,6.0,4.0,0.6666666666666666,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,18.0,94.0,5.875,8.1,93.0,5.8125
78,76,73,2023-03-28,30-326,NOP,@,GSW,L (-11),1,22:10,5.0,8.0,.625,0.0,1.0,.000,1,2.0,.500,1.0,8.0,9.0,5.0,0.0,0.0,4.0,2.0,11.0,8.8,-20,7.0,5.0,0.7142857142857143,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,11.0,57.0,3.5625,8.399999999999997,64.89999999999999,4.0562499999999995
79,77,74,2023-03-30,30-328,NOP,@,DEN,W (+19),1,24:53,5.0,11.0,.455,0.0,1.0,.000,5,5.0,1.000,4.0,8.0,12.0,4.0,0.0,1.0,1.0,4.0,15.0,15.4,+14,10.0,5.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,15.0,69.0,4.3125,13.4,64.1,4.00625
80,78,75,2023-04-01,30-330,NOP,,LAC,W (+8),1,28:05,10.0,18.0,.556,1.0,1.0,1.000,2,2.0,1.000,7.0,5.0,12.0,0.0,0.0,1.0,3.0,3.0,23.0,17.3,-1,17.0,9.0,0.5294117647058824,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,13.0,49.0,3.0625,16.5,76.39999999999999,4.7749999999999995
81,79,76,2023-04-04,30-333,NOP,,SAC,L (-18),1,27:19,5.0,10.0,.500,0.0,0.0,,3,4.0,.750,3.0,5.0,8.0,4.0,0.0,0.0,1.0,3.0,13.0,11.8,-1,10.0,5.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,54.0,3.375,10.6,61.2,3.825
82,80,77,2023-04-05,30-334,NOP,,MEM,W (+7),1,19:03,1.0,2.0,.500,0.0,0.0,,2,2.0,1.000,1.0,5.0,6.0,1.0,1.0,3.0,0.0,5.0,4.0,7.0,-5,2.0,1.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,11.0,80.0,5.0,6.199999999999999,101.90000000000003,6.368750000000002
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,,0.0,0.0,0.0,0.0,0.0
84,81,78,2023-04-07,30-336,NOP,,NYK,W (+8),1,25:13,3.0,7.0,.429,0.0,0.0,,2,2.0,1.000,0.0,12.0,12.0,1.0,0.0,3.0,2.0,4.0,8.0,7.1,+23,7.0,3.0,0.4285714285714285,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,13.0,81.0,5.0625,6.299999999999999,79.49999999999999,4.968749999999999
85,82,79,2023-04-09,30-338,NOP,@,MIN,L (-5),1,21:41,5.0,14.0,.357,1.0,3.0,.333,0,0.0,,4.0,14.0,18.0,1.0,0.0,1.0,2.0,3.0,11.0,8.4,+7,11.0,4.0,0.3636363636363636,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,15.0,40.0,2.5,8.399999999999999,63.5,3.96875
