Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,0.0,0.0,0.0,0.0,0.0
63,61,55,2023-02-15,28-174,CLE,@,PHI,L (-6),0,28:17,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,1.0,3.0,4.0,5.0,1.0,1.0,3.0,1.0,5.0,7.1,+14,1.0,1.0,1.0,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,73.0,4.5625,7.1,104.90000000000003,6.556250000000002
64,62,56,2023-02-23,28-182,CLE,,DEN,L (-6),0,31:57,3.0,5.0,.600,0.0,2.0,.000,0,0.0,,0.0,4.0,4.0,9.0,0.0,1.0,1.0,1.0,6.0,10.5,-3,3.0,3.0,1.0,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,14.0,55.0,3.4375,10.499999999999998,80.3,5.01875
65,63,57,2023-02-24,28-183,CLE,@,ATL,L (-17),0,9:03,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,-2.9,-17,0.0,0.0,,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,-2.0,87.0,5.4375,-2.9,119.3,7.45625
66,64,58,2023-02-26,28-185,CLE,,TOR,W (+25),0,22:54,2.0,5.0,.400,1.0,2.0,.500,2,2.0,1.000,0.0,3.0,3.0,6.0,1.0,0.0,1.0,1.0,7.0,9.0,+13,3.0,1.0,0.3333333333333333,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,9.0,85.0,5.3125,8.199999999999998,93.8,5.8625
67,65,59,2023-03-01,28-188,CLE,@,BOS,L (-4),0,33:21,5.0,11.0,.455,0.0,3.0,.000,0,0.0,,4.0,2.0,6.0,3.0,0.0,0.0,0.0,3.0,10.0,8.6,+11,8.0,5.0,0.625,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,8.0,72.0,4.5,8.600000000000001,97.5,6.09375
68,66,60,2023-03-04,28-191,CLE,,DET,W (+24),0,21:35,3.0,8.0,.375,3.0,4.0,.750,2,4.0,.500,1.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,11.0,7.5,+13,4.0,0.0,0.0,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,3.0,86.0,5.375,6.6999999999999975,97.59999999999998,6.099999999999999
69,67,61,2023-03-06,28-193,CLE,,BOS,W (+4),0,32:41,2.0,7.0,.286,1.0,3.0,.333,2,2.0,1.000,1.0,5.0,6.0,4.0,2.0,3.0,1.0,4.0,7.0,9.4,+9,4.0,1.0,0.25,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,12.0,76.0,4.75,8.6,91.8,5.7375
70,68,62,2023-03-08,28-195,CLE,@,MIA,W (+4),0,24:23,3.0,6.0,.500,1.0,4.0,.250,0,0.0,,1.0,6.0,7.0,1.0,1.0,0.0,2.0,3.0,7.0,5.0,-1,2.0,2.0,1.0,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,8.0,59.0,3.6875,4.999999999999999,80.7,5.04375
71,69,63,2023-03-10,28-197,CLE,@,MIA,L (-4),1,38:41,6.0,13.0,.462,4.0,9.0,.444,0,0.0,,0.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,16.0,12.3,-5,4.0,2.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,55.0,3.4375,12.299999999999995,71.6,4.475
72,70,64,2023-03-12,28-199,CLE,@,CHO,W (+6),0,34:27,5.0,12.0,.417,2.0,4.0,.500,3,4.0,.750,0.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,15.0,10.8,+8,8.0,3.0,0.375,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,5.0,55.0,3.4375,9.600000000000003,74.8,4.675
73,71,65,2023-03-14,28-201,CLE,@,CHO,W (+16),1,27:25,8.0,13.0,.615,4.0,5.0,.800,2,3.0,.667,2.0,2.0,4.0,7.0,4.0,1.0,0.0,1.0,22.0,26.9,+25,8.0,4.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,22.0,63.0,3.9375,26.100000000000005,85.19999999999999,5.324999999999999
74,72,66,2023-03-15,28-202,CLE,,PHI,L (-9),0,36:06,8.0,14.0,.571,5.0,10.0,.500,3,4.0,.750,2.0,1.0,3.0,6.0,1.0,0.0,2.0,4.0,24.0,20.3,0,4.0,3.0,0.75,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,14.0,41.0,2.5625,19.099999999999994,58.50000000000001,3.6562500000000004
75,73,67,2023-03-17,28-204,CLE,,WAS,W (+23),0,26:28,6.0,9.0,.667,1.0,3.0,.333,2,2.0,1.000,0.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,15.0,17.3,+17,6.0,5.0,0.8333333333333334,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,15.0,71.0,4.4375,16.499999999999993,82.9,5.18125
76,74,68,2023-03-21,28-208,CLE,@,BRK,W (+6),0,31:15,5.0,9.0,.556,3.0,6.0,.500,5,6.0,.833,0.0,2.0,2.0,4.0,2.0,0.0,1.0,3.0,18.0,16.5,-9,3.0,2.0,0.6666666666666666,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,65.0,4.0625,14.500000000000004,84.30000000000001,5.268750000000001
77,75,69,2023-03-23,28-210,CLE,@,BRK,W (+2),0,22:18,3.0,7.0,.429,2.0,5.0,.400,4,4.0,1.000,1.0,2.0,3.0,2.0,2.0,0.0,3.0,4.0,12.0,8.4,+1,2.0,1.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,5.0,68.0,4.25,6.800000000000001,90.00000000000001,5.625000000000001
78,76,70,2023-03-26,28-213,CLE,,HOU,W (+17),0,30:43,4.0,8.0,.500,2.0,5.0,.400,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,10.0,5.2,+1,3.0,2.0,0.6666666666666666,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,3.0,90.0,5.625,5.2,119.6,7.475
79,77,71,2023-03-28,28-215,CLE,@,ATL,L (-2),1,33:50,4.0,6.0,.667,1.0,2.0,.500,0,3.0,.000,1.0,3.0,4.0,3.0,1.0,0.0,0.0,4.0,9.0,8.3,+2,4.0,3.0,0.75,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,8.0,76.0,4.75,8.299999999999999,99.70000000000002,6.231250000000001
80,78,72,2023-03-31,28-218,CLE,,NYK,L (-14),1,37:00,5.0,12.0,.417,4.0,7.0,.571,1,1.0,1.000,0.0,4.0,4.0,7.0,1.0,1.0,2.0,1.0,15.0,14.0,-12,5.0,1.0,0.2,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,13.0,81.0,5.0625,13.599999999999998,93.3,5.83125
81,79,73,2023-04-02,28-220,CLE,,IND,W (+10),0,33:01,5.0,10.0,.500,2.0,6.0,.333,3,4.0,.750,0.0,3.0,3.0,4.0,0.0,3.0,0.0,6.0,15.0,13.0,+14,4.0,3.0,0.75,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,11.0,71.0,4.4375,11.799999999999995,91.4,5.7125
82,80,74,2023-04-04,28-222,CLE,@,ORL,W (+4),0,35:56,7.0,10.0,.700,5.0,6.0,.833,0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,19.0,15.3,-5,4.0,2.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,12.0,67.0,4.1875,15.3,86.1,5.38125
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-06,28-224,CLE,@,ORL,W (+24),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,67.0,4.1875,0.0,71.8,4.4875
85,82,,2023-04-09,28-227,CLE,,CHO,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,57.0,3.5625,0.0,62.09999999999999,3.881249999999999
