Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Shared Games with Willie Cauley-Stein,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein
73,71,49,2023-03-21,26-148,ATL,,DET,W (+22),0,18.366666666666667,1.0,5.0,.200,0.0,3.0,.000,0,0,,0,4,4,1,0,0,0,1,2,0.4,+3,2.0,1.0,0.5,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
74,72,50,2023-03-22,26-149,ATL,@,MIN,L (-1),0,11.766666666666667,1.0,3.0,.333,1.0,2.0,.500,0,0,,0,2,2,0,0,0,0,1,3,1.5,-8,1.0,0.0,0.0,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
75,73,51,2023-03-25,26-152,ATL,,IND,W (+13),0,14.383333333333333,5.0,6.0,.833,4.0,5.0,.800,0,0,,0,0,0,1,1,0,1,2,14,11.7,+16,1.0,1.0,1.0,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
76,74,,2023-03-26,26-153,ATL,,MEM,L (-4),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
77,75,,2023-03-28,26-155,ATL,,CLE,W (+2),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
78,76,52,2023-03-31,26-158,ATL,@,BRK,L (-17),0,4.133333333333334,0.0,2.0,.000,0.0,1.0,.000,0,0,,0,0,0,0,0,0,0,0,0,-1.4,+5,1.0,0.0,0.0,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
79,77,,2023-04-02,26-160,ATL,,DAL,W (+2),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
80,78,,2023-04-04,26-162,ATL,@,CHI,W (+18),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
81,79,53,2023-04-05,26-163,ATL,,WAS,W (+18),0,2.45,0.0,1.0,.000,0.0,1.0,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-2,0.0,0.0,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
82,80,,2023-04-07,26-165,ATL,,PHI,L (-5),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
83,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
84,81,54,2023-04-09,26-167,ATL,@,BOS,L (-6),0,25.6,5.0,12.0,.417,4.0,11.0,.364,5,5,1.000,1,2,3,1,0,1,0,2,19,14.5,-16,1.0,1.0,1.0,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
