Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Shared Games with Frank Kaminsky,Shared Games with Saddiq Bey,Alperen Şengün,Boban Marjanović,Daishen Nix,Darius Days,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,John Wall,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with John Wall,co_inf with Willie Cauley-Stein,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
73,71,,2023-03-17,29-347,HOU,,NOP,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,38.0,1.0857142857142856,0.0,60.1,1.717142857142857
74,72,,2023-03-19,29-349,HOU,,NOP,L (-10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,45.0,1.2857142857142858,0.0,69.0,1.9714285714285715
75,73,,2023-03-20,29-350,HOU,,GSW,L (-13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,77.0,2.2,0.0,93.3,2.6657142857142855
76,74,,2023-03-22,29-352,HOU,@,MEM,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,64.0,1.8285714285714283,0.0,84.9,2.4257142857142857
77,75,,2023-03-24,29-354,HOU,@,MEM,L (-37),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,40.0,1.1428571428571428,0.0,53.3,1.5228571428571427
78,76,34,2023-03-26,29-356,HOU,@,CLE,L (-17),0,2:21,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,0.0,59.0,1.6857142857142855,0.0,80.89999999999999,2.3114285714285714
79,77,,2023-03-27,29-357,HOU,@,NYK,L (-22),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,69.0,1.9714285714285715,0.0,86.9,2.482857142857143
80,78,,2023-03-29,29-359,HOU,@,BRK,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,59.0,1.6857142857142855,0.0,83.0,2.3714285714285714
81,79,,2023-03-31,29-361,HOU,,DET,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,61.0,1.7428571428571429,0.0,75.39999999999999,2.154285714285714
82,80,35,2023-04-02,29-363,HOU,,LAL,L (-25),0,3:53,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.1,-2,1.0,1.0,1.0,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,3.0,81.0,2.3142857142857145,3.1,100.2,2.862857142857143
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-04,30-000,HOU,,DEN,W (+21),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,66.0,1.8857142857142857,0.0,80.1,2.2885714285714283
85,82,,2023-04-07,30-003,HOU,@,CHO,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,60.0,1.7142857142857142,0.0,77.2,2.205714285714286
86,83,36,2023-04-09,30-005,HOU,@,WAS,W (+5),0,16:59,3.0,7.0,.429,1.0,3.0,.333,0,0.0,,2.0,4.0,6.0,3.0,0.0,1.0,0.0,0.0,7.0,8.7,+4,4.0,2.0,0.5,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,10.0,10.0,0.2857142857142857,8.7,8.7,0.24857142857142855
