Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Marcus Smart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
62,43,2023-03-02,24-130,WAS,TOR,0,12.35,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,2.0,3.0,5.0,1.0,0.0,0.0,2.0,1.0,5.0,4.3,+8,1.0,1.0,1.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,6.0,87.0,4.833333333333333,4.299999999999999,100.6,5.588888888888889,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,W (+11),W (+11)
63,44,2023-03-04,24-132,WAS,TOR,0,20.75,3.0,4.0,.750,0.0,1.0,.000,1,1.0,1.000,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,7.0,6.1,-14,3.0,3.0,1.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,5.0,67.0,3.7222222222222223,5.699999999999999,77.30000000000001,4.294444444444445,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,L (-7),L (-7)
64,45,2023-03-05,24-133,WAS,MIL,0,19.416666666666668,1.0,7.0,.143,0.0,2.0,.000,1,2.0,.500,4.0,4.0,8.0,4.0,1.0,0.0,1.0,1.0,3.0,4.5,-5,5.0,1.0,0.2,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,6.0,67.0,3.7222222222222223,4.1,80.8,4.488888888888889,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,L (-6),L (-6)
65,46,2023-03-07,24-135,WAS,DET,0,16.45,3.0,4.0,.750,0.0,0.0,,0,0.0,,0.0,3.0,3.0,6.0,0.0,1.0,0.0,3.0,6.0,9.0,-4,4.0,3.0,0.75,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,12.0,86.0,4.777777777777778,9.0,105.5,5.861111111111111,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,W (+2),W (+2)
66,47,2023-03-08,24-136,WAS,ATL,0,0.0166666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,0.0,92.0,5.111111111111111,0.0,109.3,6.072222222222222,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,L (-2),L (-2)
67,48,2023-03-10,24-138,WAS,ATL,0,6.633333333333333,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,-5,1.0,0.0,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,-3.0,86.0,4.777777777777778,-2.1,92.7,5.15,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,L (-7),L (-7)
68,,2023-03-12,24-140,WAS,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,41.0,2.2777777777777777,0.0,60.1,3.338888888888889,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,L (-19),L (-19)
69,49,2023-03-14,24-142,WAS,DET,0,12.6,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,-0.9,-6,2.0,1.0,0.5,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,0.0,89.0,4.944444444444445,-0.8999999999999997,105.0,5.833333333333333,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,W (+20),W (+20)
70,50,2023-03-17,24-145,WAS,CLE,0,3.9166666666666665,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-3,1.0,0.0,0.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,-1.0,61.0,3.388888888888889,-0.7,74.10000000000001,4.116666666666667,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,L (-23),L (-23)
71,51,2023-03-18,24-146,WAS,SAC,0,5.5,3.0,5.0,.600,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,7.7,+8,2.0,1.0,0.5,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,6.0,74.0,4.111111111111111,7.699999999999999,85.8,4.766666666666667,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,L (-14),L (-14)
72,52,2023-03-21,24-149,WAS,ORL,0,19.1,2.0,4.0,.500,0.0,2.0,.000,3,5.0,.600,1.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,7.0,7.4,+2,2.0,2.0,1.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,5.0,59.0,3.2777777777777777,6.199999999999998,69.9,3.8833333333333337,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,L (-10),L (-10)
73,53,2023-03-22,24-150,WAS,DEN,0,18.266666666666666,5.0,8.0,.625,0.0,3.0,.000,2,2.0,1.000,0.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,12.0,8.9,-4,5.0,5.0,1.0,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,6.0,52.0,2.888888888888889,8.099999999999998,62.6,3.477777777777778,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,L (-14),L (-14)
74,54,2023-03-24,24-152,WAS,SAS,0,30.566666666666663,6.0,11.0,.545,1.0,4.0,.250,4,5.0,.800,2.0,3.0,5.0,5.0,2.0,0.0,0.0,1.0,17.0,18.7,+17,7.0,5.0,0.7142857142857143,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,13.0,88.0,4.888888888888889,17.099999999999998,100.20000000000002,5.566666666666667,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,W (+12),W (+12)
75,55,2023-03-26,24-154,WAS,TOR,0,20.45,4.0,9.0,.444,1.0,3.0,.333,0,0.0,,1.0,3.0,4.0,2.0,0.0,1.0,2.0,1.0,9.0,5.6,-11,6.0,3.0,0.5,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,5.0,70.0,3.888888888888889,5.599999999999999,87.89999999999999,4.883333333333333,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,L (-10),L (-10)
76,56,2023-03-28,24-156,WAS,BOS,0,11.25,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,3.4,-6,2.0,1.0,0.5,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,3.0,98.0,5.444444444444445,3.4000000000000004,103.5,5.75,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,W (+19),W (+19)
77,57,2023-03-31,24-159,WAS,ORL,0,17.733333333333334,2.0,9.0,.222,1.0,5.0,.200,2,2.0,1.000,2.0,3.0,5.0,5.0,1.0,0.0,2.0,1.0,7.0,5.9,,4.0,1.0,0.25,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,5.0,74.0,4.111111111111111,5.1000000000000005,82.19999999999999,4.566666666666666,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,L (-7),L (-7)
78,58,2023-04-02,24-161,WAS,NYK,0,24.53333333333333,5.0,11.0,.455,1.0,3.0,.333,0,0.0,,3.0,4.0,7.0,6.0,1.0,0.0,0.0,2.0,11.0,13.0,-2,8.0,4.0,0.5,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,14.0,63.0,3.5,13.0,78.6,4.366666666666666,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,L (-9),L (-9)
79,59,2023-04-04,24-163,WAS,MIL,1,28.183333333333334,6.0,16.0,.375,2.0,4.0,.500,0,0.0,,1.0,3.0,4.0,9.0,0.0,1.0,3.0,2.0,14.0,10.0,-12,12.0,4.0,0.3333333333333333,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,9.0,29.0,1.6111111111111112,9.999999999999996,39.9,2.216666666666667,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,L (-12),L (-12)
80,60,2023-04-05,24-164,WAS,ATL,1,29.48333333333333,4.0,10.0,.400,0.0,3.0,.000,2,2.0,1.000,0.0,2.0,2.0,6.0,4.0,1.0,1.0,2.0,10.0,12.3,-10,7.0,4.0,0.5714285714285714,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,10.0,36.0,2.0,11.499999999999996,48.7,2.705555555555556,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,L (-18),L (-18)
Rk,G,Date,Age,Tm,Opp,GS,0.0,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,0.0,0.0,0.0,0.0,0.0,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,,
81,61,2023-04-07,24-166,WAS,MIA,0,19.75,3.0,9.0,.333,0.0,3.0,.000,0,0.0,,2.0,7.0,9.0,4.0,0.0,0.0,1.0,0.0,6.0,6.2,+7,6.0,3.0,0.5,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,9.0,41.0,2.2777777777777777,6.2,56.9,3.161111111111111,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,W (+6),W (+6)
82,62,2023-04-09,24-168,WAS,HOU,1,29.55,8.0,14.0,.571,3.0,8.0,.375,3,4.0,.750,0.0,5.0,5.0,5.0,2.0,1.0,4.0,3.0,22.0,17.5,+2,6.0,5.0,0.8333333333333334,48,30,60,59,34,57,5,5,6,24,47,45,42,6,19,37,8,32,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.8135593220338984,0.6,0.8108108108108109,0.7564102564102564,0.68,0.75,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.0,0.7230769230769231,0.703125,0.6774193548387096,0.6666666666666666,0.3015873015873015,0.7551020408163265,0.7272727272727273,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,13.0,26.0,1.4444444444444444,16.300000000000008,29.6,1.6444444444444446,14.8,2.2,0.7,-0.7,1.4,0.0438624851815928,0.531,0.334,0.195,0.8,0.9,L (-5),L (-5)
