Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Derrick Favors,Shared Games with Donovan Williams,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci
72,70,,2023-03-15,29-345,HOU,,LAL,W (+4),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,25,26,14,14,21,24,0,2,25,5,23,13,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.3611111111111111,0.2592592592592592,0.2153846153846154,0.3134328358208955,0.3243243243243243,,1.0,0.3571428571428571,0.5,0.323943661971831,0.2826086956521739,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345
73,71,,2023-03-17,29-347,HOU,,NOP,W (+2),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,25,26,14,14,21,24,0,2,25,5,23,13,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.3611111111111111,0.2592592592592592,0.2153846153846154,0.3134328358208955,0.3243243243243243,,1.0,0.3571428571428571,0.5,0.323943661971831,0.2826086956521739,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345
74,72,,2023-03-19,29-349,HOU,,NOP,L (-10),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,25,26,14,14,21,24,0,2,25,5,23,13,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.3611111111111111,0.2592592592592592,0.2153846153846154,0.3134328358208955,0.3243243243243243,,1.0,0.3571428571428571,0.5,0.323943661971831,0.2826086956521739,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345
75,73,,2023-03-20,29-350,HOU,,GSW,L (-13),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,25,26,14,14,21,24,0,2,25,5,23,13,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.3611111111111111,0.2592592592592592,0.2153846153846154,0.3134328358208955,0.3243243243243243,,1.0,0.3571428571428571,0.5,0.323943661971831,0.2826086956521739,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345
76,74,,2023-03-22,29-352,HOU,@,MEM,L (-5),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,25,26,14,14,21,24,0,2,25,5,23,13,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.3611111111111111,0.2592592592592592,0.2153846153846154,0.3134328358208955,0.3243243243243243,,1.0,0.3571428571428571,0.5,0.323943661971831,0.2826086956521739,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345
77,75,,2023-03-24,29-354,HOU,@,MEM,L (-37),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,25,26,14,14,21,24,0,2,25,5,23,13,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.3611111111111111,0.2592592592592592,0.2153846153846154,0.3134328358208955,0.3243243243243243,,1.0,0.3571428571428571,0.5,0.323943661971831,0.2826086956521739,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345
78,76,34,2023-03-26,29-356,HOU,@,CLE,L (-17),0,2.35,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1,0.0,0.0,,25,26,14,14,21,24,0,2,25,5,23,13,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.3611111111111111,0.2592592592592592,0.2153846153846154,0.3134328358208955,0.3243243243243243,,1.0,0.3571428571428571,0.5,0.323943661971831,0.2826086956521739,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345
79,77,,2023-03-27,29-357,HOU,@,NYK,L (-22),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,25,26,14,14,21,24,0,2,25,5,23,13,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.3611111111111111,0.2592592592592592,0.2153846153846154,0.3134328358208955,0.3243243243243243,,1.0,0.3571428571428571,0.5,0.323943661971831,0.2826086956521739,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345
80,78,,2023-03-29,29-359,HOU,@,BRK,L (-9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,25,26,14,14,21,24,0,2,25,5,23,13,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.3611111111111111,0.2592592592592592,0.2153846153846154,0.3134328358208955,0.3243243243243243,,1.0,0.3571428571428571,0.5,0.323943661971831,0.2826086956521739,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345
81,79,,2023-03-31,29-361,HOU,,DET,W (+6),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,25,26,14,14,21,24,0,2,25,5,23,13,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.3611111111111111,0.2592592592592592,0.2153846153846154,0.3134328358208955,0.3243243243243243,,1.0,0.3571428571428571,0.5,0.323943661971831,0.2826086956521739,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345
82,80,35,2023-04-02,29-363,HOU,,LAL,L (-25),0,3.8833333333333333,1.0,1.0,1.000,0.0,0.0,,0,0,,1,0,1,1,0,0,0,0,2,3.1,-2,1.0,1.0,1.0,25,26,14,14,21,24,0,2,25,5,23,13,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.3611111111111111,0.2592592592592592,0.2153846153846154,0.3134328358208955,0.3243243243243243,,1.0,0.3571428571428571,0.5,0.323943661971831,0.2826086956521739,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345
83,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,25,26,14,14,21,24,0,2,25,5,23,13,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.3611111111111111,0.2592592592592592,0.2153846153846154,0.3134328358208955,0.3243243243243243,,1.0,0.3571428571428571,0.5,0.323943661971831,0.2826086956521739,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345
84,81,,2023-04-04,30-000,HOU,,DEN,W (+21),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,25,26,14,14,21,24,0,2,25,5,23,13,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.3611111111111111,0.2592592592592592,0.2153846153846154,0.3134328358208955,0.3243243243243243,,1.0,0.3571428571428571,0.5,0.323943661971831,0.2826086956521739,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345
85,82,,2023-04-07,30-003,HOU,@,CHO,W (+3),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,25,26,14,14,21,24,0,2,25,5,23,13,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.3611111111111111,0.2592592592592592,0.2153846153846154,0.3134328358208955,0.3243243243243243,,1.0,0.3571428571428571,0.5,0.323943661971831,0.2826086956521739,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345
86,83,36,2023-04-09,30-005,HOU,@,WAS,W (+5),0,16.983333333333334,3.0,7.0,.429,1.0,3.0,.333,0,0,,2,4,6,3,0,1,0,0,7,8.7,+4,4.0,2.0,0.5,25,26,14,14,21,24,0,2,25,5,23,13,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.3611111111111111,0.2592592592592592,0.2153846153846154,0.3134328358208955,0.3243243243243243,,1.0,0.3571428571428571,0.5,0.323943661971831,0.2826086956521739,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345
