Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
56,55,47,2023-02-03,23-161,MIN,,ORL,L (-7),0,20:47,4.0,7.0,.571,2.0,4.0,.500,0,1.0,.000,2.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,10.0,6.8,-11,3.0,2.0,0.6666666666666666,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,6.0,46.0,2.555555555555556,6.800000000000001,55.89999999999999,3.105555555555555
57,56,48,2023-02-05,23-163,MIN,,DEN,W (+30),0,14:45,3.0,3.0,1.000,1.0,1.0,1.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,7.0,6.2,+7,2.0,2.0,1.0,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,7.0,53.0,2.9444444444444446,6.199999999999999,69.0,3.8333333333333335
58,57,49,2023-02-07,23-165,MIN,@,DEN,L (-34),1,12:08,5.0,9.0,.556,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,11.0,4.8,-7,6.0,4.0,0.6666666666666666,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,3.0,41.0,2.2777777777777777,4.800000000000001,57.9,3.216666666666667
59,58,50,2023-02-08,23-166,MIN,@,UTA,W (+25),1,21:58,3.0,8.0,.375,2.0,4.0,.500,0,0.0,,2.0,5.0,7.0,3.0,0.0,0.0,2.0,3.0,8.0,5.4,+14,4.0,1.0,0.25,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,8.0,126.0,7.0,5.4,134.8,7.48888888888889
60,59,51,2023-02-10,23-168,MIN,@,MEM,L (-21),0,16:51,4.0,7.0,.571,2.0,3.0,.667,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,10.0,6.8,-3,4.0,2.0,0.5,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,7.0,56.0,3.111111111111111,6.8,64.4,3.577777777777778
61,60,52,2023-02-13,23-171,MIN,@,DAL,W (+3),0,12:28,4.0,9.0,.444,1.0,5.0,.200,1,1.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,10.0,5.1,-7,4.0,3.0,0.75,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,3.0,76.0,4.222222222222222,4.699999999999999,98.4,5.466666666666667
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,53,2023-02-16,23-174,MIN,,WAS,L (-8),0,12:30,2.0,7.0,.286,0.0,2.0,.000,2,2.0,1.000,1.0,4.0,5.0,2.0,0.0,0.0,2.0,0.0,6.0,3.2,-12,5.0,2.0,0.4,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,2.0,67.0,3.7222222222222223,2.4000000000000004,79.5,4.416666666666667
64,62,54,2023-02-24,23-182,MIN,,CHO,L (-8),0,17:58,6.0,12.0,.500,2.0,7.0,.286,2,2.0,1.000,1.0,7.0,8.0,2.0,0.0,2.0,1.0,4.0,16.0,13.0,-1,5.0,4.0,0.8,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,13.0,68.0,3.7777777777777777,12.199999999999998,69.19999999999999,3.8444444444444437
65,63,55,2023-02-26,23-184,MIN,@,GSW,L (-5),1,36:11,12.0,22.0,.545,4.0,11.0,.364,2,5.0,.400,2.0,7.0,9.0,3.0,5.0,2.0,2.0,3.0,30.0,27.0,-6,11.0,8.0,0.7272727272727273,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,20.0,48.0,2.6666666666666665,26.2,52.6,2.9222222222222225
66,64,56,2023-02-28,23-186,MIN,@,LAC,W (+7),0,18:46,4.0,6.0,.667,0.0,1.0,.000,4,7.0,.571,3.0,5.0,8.0,2.0,1.0,0.0,4.0,5.0,12.0,8.2,+4,5.0,4.0,0.8,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,6.0,70.0,3.888888888888889,6.599999999999998,92.5,5.138888888888889
67,65,57,2023-03-03,23-189,MIN,@,LAL,W (+8),0,20:57,6.0,12.0,.500,3.0,6.0,.500,0,0.0,,1.0,7.0,8.0,2.0,2.0,0.0,2.0,4.0,15.0,11.6,+9,6.0,3.0,0.5,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,13.0,52.0,2.888888888888889,11.6,64.2,3.566666666666667
68,66,58,2023-03-04,23-190,MIN,@,SAC,W (+4),0,16:56,4.0,5.0,.800,2.0,3.0,.667,0,2.0,.000,0.0,4.0,4.0,1.0,0.0,0.0,0.0,5.0,10.0,7.2,-7,2.0,2.0,1.0,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,8.0,76.0,4.222222222222222,7.1999999999999975,88.7,4.927777777777778
69,67,59,2023-03-07,23-193,MIN,,PHI,L (-23),0,17:37,4.0,9.0,.444,1.0,4.0,.250,2,2.0,1.000,1.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,11.0,8.5,-10,5.0,3.0,0.6,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,6.0,59.0,3.2777777777777777,7.699999999999999,72.0,4.0
70,68,60,2023-03-10,23-196,MIN,,BRK,L (-1),0,10:45,1.0,3.0,.333,1.0,1.0,1.000,0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,2.0,3.0,3.0,-0.3,-6,2.0,0.0,0.0,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,2.0,66.0,3.6666666666666665,-0.2999999999999998,80.0,4.444444444444445
71,69,,2023-03-13,23-199,MIN,@,ATL,W (+21),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,,116.0,6.444444444444445,0.0,136.29999999999998,7.572222222222221
72,70,61,2023-03-15,23-201,MIN,,BOS,L (-2),0,19:03,4.0,9.0,.444,1.0,3.0,.333,6,6.0,1.000,0.0,6.0,6.0,1.0,0.0,0.0,3.0,4.0,15.0,8.2,0,6.0,3.0,0.5,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,4.0,60.0,3.333333333333333,5.800000000000001,71.2,3.9555555555555557
73,71,62,2023-03-17,23-203,MIN,@,CHI,L (-8),0,24:33,6.0,15.0,.400,0.0,4.0,.000,2,2.0,1.000,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,14.0,6.0,-12,11.0,6.0,0.5454545454545454,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,1.0,74.0,4.111111111111111,5.1999999999999975,87.10000000000001,4.8388888888888895
74,72,63,2023-03-18,23-204,MIN,@,TOR,L (-15),0,19:51,8.0,10.0,.800,1.0,2.0,.500,5,7.0,.714,0.0,4.0,4.0,1.0,0.0,0.0,2.0,3.0,22.0,16.1,-9,8.0,7.0,0.875,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,8.0,53.0,2.9444444444444446,14.099999999999998,54.6,3.033333333333333
75,73,64,2023-03-20,23-206,MIN,@,NYK,W (+6),0,19:32,6.0,9.0,.667,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,3.0,0.0,1.0,1.0,4.0,12.0,8.9,-13,7.0,6.0,0.8571428571428571,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,8.0,73.0,4.055555555555555,8.9,88.1,4.894444444444444
76,74,65,2023-03-22,23-208,MIN,,ATL,W (+1),0,25:37,11.0,15.0,.733,2.0,4.0,.500,2,2.0,1.000,1.0,7.0,8.0,0.0,2.0,0.0,2.0,3.0,26.0,21.5,+3,11.0,9.0,0.8181818181818182,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,17.0,51.0,2.833333333333333,20.7,71.8,3.988888888888889
77,75,66,2023-03-26,23-212,MIN,@,GSW,W (+3),0,20:46,10.0,17.0,.588,3.0,5.0,.600,0,0.0,,1.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,23.0,17.0,+8,12.0,7.0,0.5833333333333334,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,12.0,49.0,2.7222222222222223,17.0,44.49999999999999,2.472222222222222
78,76,67,2023-03-27,23-213,MIN,@,SAC,W (+4),0,20:46,7.0,12.0,.583,2.0,5.0,.400,2,4.0,.500,0.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,18.0,14.8,-8,7.0,5.0,0.7142857142857143,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,9.0,79.0,4.388888888888889,14.0,90.4,5.022222222222222
79,77,68,2023-03-29,23-215,MIN,@,PHO,L (-7),0,23:08,5.0,13.0,.385,2.0,4.0,.500,3,5.0,.600,1.0,5.0,6.0,2.0,0.0,1.0,1.0,1.0,15.0,10.0,-4,9.0,3.0,0.3333333333333333,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,5.0,62.0,3.4444444444444446,8.799999999999997,63.40000000000001,3.522222222222223
80,78,,2023-03-31,23-217,MIN,,LAL,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,,52.0,2.888888888888889,0.0,69.29999999999998,3.849999999999999
81,79,,2023-04-02,23-219,MIN,,POR,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,,84.0,4.666666666666667,0.0,91.9,5.105555555555556
82,80,,2023-04-04,23-221,MIN,@,BRK,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,,72.0,4.0,0.0,82.19999999999999,4.566666666666666
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-08,23-225,MIN,@,SAS,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,,102.0,5.666666666666667,0.0,110.0,6.111111111111111
85,82,,2023-04-09,23-226,MIN,,NOP,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,46,22,47,65,57,34,13,18,56,22,32,56,41,25,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,70.0,54.0,29.0,0.0,0.8227848101265823,0.8846153846153846,0.88,0.6619718309859155,0.8227848101265823,0.8769230769230769,0.7906976744186046,0.8666666666666667,0.6206896551724138,0.8115942028985508,0.7857142857142857,0.8421052631578947,0.8,0.7592592592592593,0.8620689655172413,21,20,19,34.0,67.0,59.0,29.0,0.6176470588235294,0.2985074626865671,0.3220338983050847,0.0,18,,62.0,3.4444444444444446,0.0,65.9,3.6611111111111114
