Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario Šarić,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jae Crowder,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Payne,Chris Paul,Damion Lee,Dario Šarić,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Dario Šarić,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig
77,75,34,2023-03-23,27-020,BRK,,CLE,L (-2),1,22.45,1.0,6.0,.167,1.0,4.0,.250,2,2,1.000,1,2,3,1,2,0,2,2,5,2.4,-3,2.0,0.0,0.0,13,7,16,17,12,13,9,6,8,0,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215
78,76,35,2023-03-25,27-022,BRK,@,MIA,W (+29),1,25.133333333333333,9.0,13.0,.692,5.0,8.0,.625,0,0,,1,2,3,4,1,0,0,4,23,21.0,+25,5.0,4.0,0.8,13,7,16,17,12,13,9,6,8,0,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215
79,77,36,2023-03-26,27-023,BRK,@,ORL,L (-13),1,26.1,4.0,10.0,.400,1.0,5.0,.200,1,1,1.000,2,1,3,1,0,1,2,3,10,4.5,-14,5.0,3.0,0.6,13,7,16,17,12,13,9,6,8,0,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215
80,78,37,2023-03-29,27-026,BRK,,HOU,W (+9),1,35.5,11.0,18.0,.611,5.0,9.0,.556,4,4,1.000,0,7,7,5,1,1,2,2,31,27.3,+17,9.0,6.0,0.6666666666666666,13,7,16,17,12,13,9,6,8,0,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215
81,79,38,2023-03-31,27-028,BRK,,ATL,W (+17),1,35.36666666666667,7.0,13.0,.538,1.0,5.0,.200,1,1,1.000,1,5,6,3,2,0,0,3,16,14.8,+20,8.0,6.0,0.75,13,7,16,17,12,13,9,6,8,0,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215
82,80,39,2023-04-02,27-030,BRK,,UTA,W (+1),1,31.733333333333334,5.0,9.0,.556,1.0,2.0,.500,7,8,.875,1,5,6,2,0,0,2,3,18,13.7,-1,7.0,4.0,0.5714285714285714,13,7,16,17,12,13,9,6,8,0,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215
83,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,13,7,16,17,12,13,9,6,8,0,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215
84,81,40,2023-04-04,27-032,BRK,,MIN,L (-5),1,34.15,5.0,9.0,.556,2.0,3.0,.667,2,2,1.000,0,4,4,3,1,1,0,2,14,13.9,+7,6.0,3.0,0.5,13,7,16,17,12,13,9,6,8,0,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215
85,82,41,2023-04-05,27-033,BRK,@,DET,W (+15),1,28.7,6.0,8.0,.750,3.0,5.0,.600,0,0,,1,4,5,2,1,0,4,0,15,12.1,-5,3.0,3.0,1.0,13,7,16,17,12,13,9,6,8,0,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215
86,83,42,2023-04-07,27-035,BRK,,ORL,W (+17),1,32.06666666666667,7.0,15.0,.467,1.0,4.0,.250,3,3,1.000,3,2,5,1,4,0,1,0,18,16.7,+12,11.0,6.0,0.5454545454545454,13,7,16,17,12,13,9,6,8,0,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215
87,84,,2023-04-09,27-037,BRK,,PHI,L (-29),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,0,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215
