Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Damion Lee,Dario ?ari?,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Damion Lee,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Darius Bazley,Shared Games with Kevin Durant,Shared Games with Saben Lee,Shared Games with T.J. Warren,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Kevin Durant,co_inf with Saben Lee,co_inf with T.J. Warren,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
73,52,2023/3/24,37-322,PHO,SAC,1,31.98333333,5,12,0.417,1,5,0.2,4,4,1,3,3,6,13,0,0,1,1,15,19.3,-9,7,4,0.571428571,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,17,65,3.421052632,17.7,59.7,3.142105263,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+3),W (+3)
74,53,2023/3/25,37-323,PHO,PHI,1,25.71666667,4,7,0.571,2,3,0.667,3,3,1,1,4,5,7,1,0,1,2,13,15.7,-2,4,2,0.5,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,15,74,3.894736842,14.5,78.1,4.110526316,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-4),L (-4)
75,54,2023/3/27,37-325,PHO,UTA,1,26.9,4,12,0.333,1,4,0.25,0,0,,1,2,3,10,2,2,0,1,9,13.5,-1,8,3,0.375,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,14,104,5.473684211,13.5,101.6,5.347368421,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-11),L (-11)
76,55,2023/3/29,37-327,PHO,MIN,1,34.65,7,15,0.467,1,5,0.2,4,4,1,1,2,3,6,2,0,0,0,19,18.8,9,10,6,0.6,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,11,68,3.578947368,17.2,86.3,4.542105263,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-8),L (-8)
77,56,2023/3/31,37-329,PHO,DEN,1,33.23333333,2,9,0.222,1,4,0.25,0,0,,0,6,6,13,1,0,5,3,5,5.2,,5,1,0.2,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,11,64,3.368421053,5.2,51.4,2.705263158,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+20),W (+20)
78,57,2023/4/2,37-331,PHO,OKC,1,32.2,5,9,0.556,2,5,0.4,4,5,0.8,0,3,3,8,1,0,3,5,16,13.8,5,4,3,0.75,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,11,68,3.578947368,12.2,82,4.315789474,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+14),W (+14)
79,58,2023/4/4,37-333,PHO,SAS,1,32.55,9,14,0.643,4,6,0.667,0,0,,1,1,2,3,1,0,2,1,22,17.5,24,8,5,0.625,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,12,79,4.157894737,17.5,87.9,4.626315789,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+7),W (+7)
80,59,2023/4/6,37-335,PHO,DEN,1,37.13333333,9,15,0.6,7,12,0.583,0,0,,1,5,6,2,1,1,1,0,25,22.4,-8,3,2,0.666666667,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,19,46,2.421052632,22.4,50.4,2.652631579,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+7),W (+7)
81,,2023/4/7,37-336,PHO,LAL,,0,0,0,,,,,,0,,0,0,,0,0,0,0,0,0,,,,,,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,,52,2.736842105,0,63.7,3.352631579,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+10),W (+10)
82,,2023/4/9,37-338,PHO,LAC,,0,0,0,,,,,,0,,0,0,,0,0,0,0,0,0,,,,,,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,,43,2.263157895,0,44.3,2.331578947,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+21),W (+21)
