Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
57.0,45.0,2023-02-13,33-005,GSW,WAS,1,35.93333333333333,10.0,21.0,.476,4.0,13.0,.308,3,4.0,.750,2.0,2.0,4.0,5.0,1.0,0.0,2.0,2.0,27.0,19.6,+2,8.0,6.0,0.75,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,10.0,96.0,6.0,18.4,99.09999999999998,6.193749999999999,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-3),L (-3)
58.0,46.0,2023-02-14,33-006,GSW,LAC,1,28.466666666666665,7.0,14.0,.500,4.0,7.0,.571,0,1.0,.000,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,18.0,11.6,-9,7.0,3.0,0.4285714285714285,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,6.0,66.0,4.125,11.6,77.99999999999999,4.874999999999999,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-6),L (-6)
59.0,47.0,2023-02-23,33-015,GSW,LAL,1,26.666666666666668,8.0,19.0,.421,4.0,11.0,.364,2,2.0,1.000,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,22.0,13.5,-10,8.0,4.0,0.5,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,4.0,58.0,3.625,12.7,63.3,3.95625,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+9),W (+9)
60.0,48.0,2023-02-24,33-016,GSW,HOU,1,35.53333333333333,12.0,19.0,.632,12.0,17.0,.706,6,6.0,1.000,0.0,7.0,7.0,1.0,0.0,0.0,2.0,0.0,42.0,34.3,+32,2.0,0.0,0.0,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,23.0,67.0,4.1875,31.90000000000001,52.0,3.25,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-10),L (-10)
61.0,49.0,2023-02-26,33-018,GSW,MIN,1,32.96666666666667,12.0,23.0,.522,6.0,14.0,.429,2,2.0,1.000,0.0,5.0,5.0,4.0,0.0,0.0,3.0,3.0,32.0,20.8,+4,9.0,6.0,0.6666666666666666,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,13.0,65.0,4.0625,20.0,62.3,3.89375,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-13),L (-13)
62.0,50.0,2023-02-28,33-020,GSW,POR,1,34.75,8.0,21.0,.381,3.0,7.0,.429,4,4.0,1.000,1.0,7.0,8.0,4.0,1.0,0.0,6.0,1.0,23.0,11.7,+7,14.0,5.0,0.3571428571428571,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,5.0,80.0,5.0,10.099999999999998,85.60000000000001,5.3500000000000005,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+15),W (+15)
63.0,51.0,2023-03-02,33-022,GSW,LAC,1,29.78333333333333,7.0,16.0,.438,3.0,8.0,.375,2,2.0,1.000,0.0,11.0,11.0,4.0,2.0,1.0,1.0,2.0,19.0,17.6,+16,8.0,4.0,0.5,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,18.0,77.0,4.8125,16.8,73.60000000000001,4.6000000000000005,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,,
64.0,52.0,2023-03-03,33-023,GSW,NOP,1,33.63333333333333,10.0,17.0,.588,4.0,9.0,.444,3,4.0,.750,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,27.0,21.8,+4,8.0,6.0,0.75,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,11.0,71.0,4.4375,20.599999999999994,59.90000000000001,3.743750000000001,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+5),W (+5)
65.0,53.0,2023-03-05,33-025,GSW,LAL,1,32.11666666666667,8.0,18.0,.444,4.0,10.0,.400,2,2.0,1.000,1.0,4.0,5.0,3.0,0.0,1.0,3.0,1.0,22.0,13.9,-27,8.0,4.0,0.5,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,8.0,59.0,3.6875,13.099999999999998,55.5,3.46875,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+18),W (+18)
66.0,54.0,2023-03-07,33-027,GSW,OKC,1,39.66666666666666,9.0,17.0,.529,5.0,13.0,.385,0,0.0,,1.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,23.0,17.0,-10,4.0,4.0,1.0,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,12.0,78.0,4.875,17.0,80.1,5.00625,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+24),W (+24)
67.0,55.0,2023-03-09,33-029,GSW,MEM,1,27.766666666666666,6.0,14.0,.429,2.0,7.0,.286,0,0.0,,1.0,3.0,4.0,1.0,1.0,0.0,1.0,3.0,14.0,7.7,-19,7.0,4.0,0.5714285714285714,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,5.0,58.0,3.625,7.699999999999996,67.3,4.20625,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+9),W (+9)
68.0,56.0,2023-03-11,33-031,GSW,MIL,1,32.85,8.0,16.0,.500,4.0,9.0,.444,2,2.0,1.000,1.0,2.0,3.0,3.0,1.0,0.0,2.0,4.0,22.0,14.8,+11,7.0,4.0,0.5714285714285714,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,9.0,98.0,6.125,14.0,90.20000000000002,5.637500000000001,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-8),L (-8)
69.0,57.0,2023-03-13,33-033,GSW,PHO,1,33.583333333333336,14.0,23.0,.609,8.0,14.0,.571,2,5.0,.400,1.0,4.0,5.0,0.0,1.0,1.0,1.0,0.0,38.0,28.9,+4,9.0,6.0,0.6666666666666666,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,16.0,68.0,4.25,28.10000000000001,70.49999999999999,4.406249999999999,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-9),L (-9)
70.0,58.0,2023-03-15,33-035,GSW,LAC,1,37.23333333333333,6.0,16.0,.375,3.0,8.0,.375,0,0.0,,0.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,15.0,7.4,0,8.0,3.0,0.375,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,4.0,73.0,4.5625,7.399999999999995,83.5,5.21875,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-21),L (-21)
71.0,59.0,2023-03-17,33-037,GSW,ATL,1,35.3,6.0,14.0,.429,2.0,7.0,.286,1,1.0,1.000,0.0,11.0,11.0,5.0,3.0,2.0,6.0,0.0,15.0,12.8,-8,7.0,4.0,0.5714285714285714,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,15.0,66.0,4.125,12.4,78.30000000000001,4.893750000000001,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+9),W (+9)
72.0,60.0,2023-03-18,33-038,GSW,MEM,1,32.1,6.0,17.0,.353,2.0,9.0,.222,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,4.1,-30,8.0,4.0,0.5,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,-2.0,63.0,3.9375,4.1,77.89999999999999,4.86875,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+11),W (+11)
73.0,61.0,2023-03-20,33-040,GSW,HOU,1,37.16666666666666,11.0,21.0,.524,5.0,13.0,.385,2,2.0,1.000,0.0,7.0,7.0,1.0,1.0,1.0,2.0,0.0,29.0,21.2,+13,8.0,6.0,0.75,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,14.0,79.0,4.9375,20.40000000000001,84.1,5.25625,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-8),L (-8)
74.0,62.0,2023-03-22,33-042,GSW,DAL,1,34.8,4.0,9.0,.444,1.0,4.0,.250,0,0.0,,0.0,5.0,5.0,1.0,0.0,1.0,0.0,3.0,9.0,6.0,-3,5.0,3.0,0.6,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,7.0,88.0,5.5,5.999999999999998,101.0,6.3125,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-8),L (-8)
75.0,63.0,2023-03-24,33-044,GSW,PHI,1,36.2,7.0,17.0,.412,6.0,13.0,.462,1,2.0,.500,0.0,6.0,6.0,2.0,0.0,0.0,2.0,1.0,21.0,12.3,0,4.0,1.0,0.25,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,8.0,68.0,4.25,11.9,74.9,4.68125,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-14),L (-14)
76.0,64.0,2023-03-26,33-046,GSW,MIN,1,34.78333333333333,5.0,17.0,.294,5.0,11.0,.455,0,0.0,,0.0,4.0,4.0,2.0,1.0,0.0,3.0,3.0,15.0,4.5,+13,6.0,0.0,0.0,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,2.0,52.0,3.25,4.499999999999999,58.69999999999999,3.6687499999999993,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+13),W (+13)
77.0,65.0,2023-03-28,33-048,GSW,NOP,1,34.11666666666667,6.0,16.0,.375,5.0,11.0,.455,0,0.0,,0.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,17.0,10.0,+9,5.0,1.0,0.2,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,6.0,87.0,5.4375,10.0,88.69999999999999,5.543749999999999,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+2),W (+2)
78.0,66.0,2023-03-31,33-051,GSW,SAS,1,34.28333333333333,11.0,18.0,.611,7.0,14.0,.500,2,2.0,1.000,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,31.0,24.4,+10,4.0,4.0,1.0,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,15.0,91.0,5.6875,23.6,84.4,5.275,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+8),W (+8)
79.0,67.0,2023-04-02,33-053,GSW,DEN,1,39.1,9.0,28.0,.321,5.0,16.0,.313,2,2.0,1.000,1.0,4.0,5.0,4.0,1.0,0.0,1.0,3.0,25.0,12.5,0,12.0,4.0,0.3333333333333333,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,4.0,75.0,4.6875,11.7,66.9,4.18125,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-3),L (-3)
80.0,,2023-04-04,33-055,GSW,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,,101.0,6.3125,0.0,107.8,6.7375,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+11),W (+11)
81.0,68.0,2023-04-07,33-058,GSW,SAC,1,34.5,11.0,19.0,.579,5.0,8.0,.625,2,2.0,1.000,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,29.0,21.1,+28,11.0,6.0,0.5454545454545454,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,12.0,86.0,5.375,20.3,74.00000000000001,4.625000000000001,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+15),W (+15)
82.0,69.0,2023-04-09,33-060,GSW,POR,1,21.666666666666668,7.0,14.0,.500,6.0,11.0,.545,0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,3.0,2.0,20.0,11.4,+24,3.0,1.0,0.3333333333333333,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,9.0,153.0,9.5625,11.4,135.89999999999998,8.493749999999999,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-2),L (-2)
