Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Shared Games with Sam Merrill,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill
75,73,52,2023-03-15,34-189,MIA,,MEM,W (+19),1,18.266666666666666,3.0,7.0,.429,3.0,7.0,.429,1,2,.500,0,6,6,3,0,0,2,2,10,7.0,+3,0.0,0.0,,40,39,32,14,35,0,39,41,3,37,29,9,22,6,18,0,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0
76,74,53,2023-03-18,34-192,MIA,@,CHI,L (-14),1,19.85,2.0,7.0,.286,2.0,7.0,.286,0,0,,0,3,3,3,0,0,2,0,6,2.9,+2,0.0,0.0,,40,39,32,14,35,0,39,41,3,37,29,9,22,6,18,0,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0
77,75,54,2023-03-19,34-193,MIA,@,DET,W (+12),1,23.5,4.0,9.0,.444,2.0,6.0,.333,2,2,1.000,2,6,8,2,0,0,2,3,12,8.7,-8,3.0,2.0,0.6666666666666666,40,39,32,14,35,0,39,41,3,37,29,9,22,6,18,0,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0
78,76,55,2023-03-22,34-196,MIA,,NYK,W (+7),1,23.25,2.0,6.0,.333,2.0,6.0,.333,0,0,,0,4,4,4,1,0,1,3,6,5.4,+9,0.0,0.0,,40,39,32,14,35,0,39,41,3,37,29,9,22,6,18,0,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0
79,77,56,2023-03-25,34-199,MIA,,BRK,L (-29),1,18.833333333333332,2.0,4.0,.500,1.0,1.0,1.000,0,0,,1,2,3,2,0,0,0,2,5,4.9,-12,3.0,1.0,0.3333333333333333,40,39,32,14,35,0,39,41,3,37,29,9,22,6,18,0,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0
80,78,57,2023-03-28,34-202,MIA,@,TOR,L (-14),1,19.55,1.0,5.0,.200,1.0,4.0,.250,0,0,,0,5,5,1,1,1,0,1,3,3.4,-12,1.0,0.0,0.0,40,39,32,14,35,0,39,41,3,37,29,9,22,6,18,0,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0
81,79,58,2023-03-29,34-203,MIA,@,NYK,L (-9),1,16.233333333333334,2.0,8.0,.250,1.0,7.0,.143,0,0,,0,4,4,2,1,0,0,1,5,3.4,+5,1.0,1.0,1.0,40,39,32,14,35,0,39,41,3,37,29,9,22,6,18,0,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0
82,80,59,2023-04-01,34-206,MIA,,DAL,W (+7),0,19.383333333333333,5.0,9.0,.556,2.0,5.0,.400,6,6,1.000,1,4,5,1,1,0,2,2,18,14.5,+8,4.0,3.0,0.75,40,39,32,14,35,0,39,41,3,37,29,9,22,6,18,0,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0
83,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,40,39,32,14,35,0,39,41,3,37,29,9,22,6,18,0,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0
84,81,60,2023-04-04,34-209,MIA,@,DET,W (+13),0,16.966666666666665,3.0,7.0,.429,1.0,4.0,.250,0,0,,1,3,4,2,0,1,0,2,7,6.2,+7,3.0,2.0,0.6666666666666666,40,39,32,14,35,0,39,41,3,37,29,9,22,6,18,0,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0
85,82,61,2023-04-06,34-211,MIA,@,PHI,W (+28),0,19.3,2.0,7.0,.286,2.0,6.0,.333,1,2,.500,1,5,6,4,0,0,3,1,7,4.1,+22,1.0,0.0,0.0,40,39,32,14,35,0,39,41,3,37,29,9,22,6,18,0,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0
86,83,,2023-04-07,34-212,MIA,@,WAS,L (-6),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,40,39,32,14,35,0,39,41,3,37,29,9,22,6,18,0,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0
87,84,62,2023-04-09,34-214,MIA,,ORL,W (+13),0,8.95,3.0,5.0,.600,2.0,4.0,.500,0,0,,0,5,5,0,0,0,0,0,8,7.2,+1,1.0,1.0,1.0,40,39,32,14,35,0,39,41,3,37,29,9,22,6,18,0,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0
