Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
60,59,44,2023-02-15,25-311,DEN,,DAL,W (+9),1,25:14,5.0,11.0,.455,0.0,4.0,.000,2,2.0,1.000,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,12.0,8.6,+7,7.0,5.0,0.7142857142857143,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,4.0,88.0,5.176470588235294,7.799999999999999,89.89999999999999,5.288235294117647
61,60,45,2023-02-23,25-319,DEN,@,CLE,W (+6),1,26:12,3.0,6.0,.500,1.0,2.0,.500,3,3.0,1.000,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,10.0,8.6,+9,4.0,2.0,0.5,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,5.0,79.0,4.647058823529412,7.399999999999999,84.89999999999999,4.994117647058823
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,0.0,0.0,0.0,0.0,0.0
63,61,46,2023-02-25,25-321,DEN,@,MEM,L (-18),1,18:58,1.0,5.0,.200,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,-0.5,-9,2.0,1.0,0.5,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,0.0,43.0,2.5294117647058822,-0.4999999999999996,53.70000000000001,3.1588235294117655
64,62,47,2023-02-26,25-322,DEN,,LAC,W (+10),0,16:49,2.0,3.0,.667,1.0,2.0,.500,1,2.0,.500,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,4.0,-6,1.0,1.0,1.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,1.0,95.0,5.588235294117647,3.6000000000000005,104.7,6.158823529411765
65,63,48,2023-02-28,25-324,DEN,@,HOU,W (+21),0,26:56,3.0,6.0,.500,2.0,5.0,.400,1,1.0,1.000,0.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,9.0,10.3,+2,1.0,1.0,1.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,10.0,92.0,5.411764705882353,9.9,105.8,6.223529411764706
66,64,,2023-03-03,25-327,DEN,,MEM,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,94.0,5.529411764705882,0.0,105.60000000000002,6.211764705882354
67,65,,2023-03-06,25-330,DEN,,TOR,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,77.0,4.529411764705882,0.0,100.10000000000002,5.888235294117648
68,66,,2023-03-08,25-332,DEN,,CHI,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,50.0,2.9411764705882355,0.0,56.00000000000001,3.294117647058824
69,67,,2023-03-10,25-334,DEN,@,SAS,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,84.0,4.941176470588236,0.0,103.09999999999998,6.06470588235294
70,68,49,2023-03-12,25-336,DEN,,BRK,L (-2),0,5:38,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.6,-12,0.0,0.0,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,-2.0,75.0,4.411764705882353,-2.6,91.2,5.364705882352942
71,69,50,2023-03-14,25-338,DEN,@,TOR,L (-15),0,1:21,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+2,0.0,0.0,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,0.0,73.0,4.294117647058823,0.0,92.29999999999998,5.429411764705882
72,70,51,2023-03-16,25-340,DEN,@,DET,W (+19),0,1:15,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.0,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,1.0,89.0,5.235294117647059,0.3,106.5,6.264705882352941
73,71,,2023-03-18,25-342,DEN,@,NYK,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,65.0,3.823529411764706,0.0,76.39999999999999,4.494117647058823
74,72,,2023-03-19,25-343,DEN,@,BRK,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,78.0,4.588235294117647,0.0,85.4,5.023529411764706
75,73,52,2023-03-22,25-346,DEN,@,WAS,W (+14),0,2:44,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-6,0.0,0.0,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,-1.0,81.0,4.764705882352941,-1.0,94.1,5.535294117647059
76,74,53,2023-03-25,25-349,DEN,,MIL,W (+23),0,3:11,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,+1,0.0,0.0,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,1.0,86.0,5.0588235294117645,0.3,101.0,5.9411764705882355
77,75,,2023-03-27,25-351,DEN,,PHI,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,87.0,5.117647058823529,0.0,98.4,5.788235294117648
78,76,54,2023-03-30,25-354,DEN,,NOP,L (-19),0,1:40,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,0.0,35.0,2.0588235294117645,0.0,52.49999999999999,3.0882352941176467
79,77,55,2023-03-31,25-355,DEN,@,PHO,L (-7),0,16:24,2.0,5.0,.400,0.0,2.0,.000,2,2.0,1.000,1.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,6.0,2.7,,3.0,2.0,0.6666666666666666,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,2.0,48.0,2.823529411764706,1.9000000000000004,56.49999999999999,3.3235294117647056
80,78,56,2023-04-02,25-357,DEN,,GSW,W (+2),0,3:23,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7,-5,0.0,0.0,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,1.0,70.0,4.117647058823529,0.7,86.60000000000001,5.094117647058824
81,79,57,2023-04-04,25-359,DEN,@,HOU,L (-21),0,5:33,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,-0.3,-6,0.0,0.0,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,0.0,69.0,4.0588235294117645,-0.3,80.4,4.729411764705882
82,80,58,2023-04-06,25-361,DEN,@,PHO,L (-4),0,20:24,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,3.8,-2,1.0,1.0,1.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,6.0,53.0,3.117647058823529,3.8,68.4,4.023529411764706
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,0.0,0.0,0.0,0.0,0.0
84,81,59,2023-04-08,25-363,DEN,@,UTA,L (-4),0,12:00,1.0,5.0,.200,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,-1.5,-10,2.0,1.0,0.5,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,-2.0,96.0,5.647058823529412,-1.5000000000000004,103.29999999999998,6.076470588235293
85,82,60,2023-04-09,25-364,DEN,,SAC,W (+14),1,21:33,2.0,4.0,.500,1.0,1.0,1.000,6,7.0,.857,1.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,11.0,11.9,-2,3.0,1.0,0.3333333333333333,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,6.0,52.0,3.0588235294117645,9.499999999999998,65.39999999999999,3.8470588235294114
