Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
60,59,55,2023-02-25,26-152,PHI,,BOS,L (-3),0,1:48,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,0.0,0.0,,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,0.0,73.0,4.055555555555555,0.0,82.39999999999999,4.5777777777777775
61,60,56,2023-02-27,26-154,PHI,,MIA,L (-2),0,10:19,1.0,3.0,.333,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.1,-2,3.0,1.0,0.3333333333333333,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,-2.0,55.0,3.055555555555556,-0.2999999999999998,61.3,3.4055555555555554
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,57,2023-03-01,26-156,PHI,@,MIA,W (+23),0,20:36,5.0,11.0,.455,2.0,5.0,.400,0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,12.0,6.6,+16,6.0,3.0,0.5,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,3.0,87.0,4.833333333333333,6.599999999999999,89.20000000000002,4.955555555555557
64,62,58,2023-03-02,26-157,PHI,@,DAL,L (-7),0,4:46,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.7,+8,1.0,1.0,1.0,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,3.0,77.0,4.277777777777778,2.7,95.59999999999998,5.31111111111111
65,63,59,2023-03-04,26-159,PHI,@,MIL,W (+3),0,8:45,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,+8,0.0,0.0,,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,1.0,67.0,3.7222222222222223,0.2,95.1,5.283333333333333
66,64,60,2023-03-06,26-161,PHI,@,IND,W (+4),0,29:40,5.0,10.0,.500,4.0,6.0,.667,1,2.0,.500,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,15.0,10.9,-2,4.0,1.0,0.25,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,7.0,83.0,4.611111111111111,10.500000000000002,99.2,5.511111111111111
67,65,61,2023-03-07,26-162,PHI,@,MIN,W (+23),0,21:45,2.0,3.0,.667,0.0,0.0,,0,0.0,,0.0,3.0,3.0,5.0,0.0,0.0,1.0,1.0,4.0,5.7,+11,3.0,2.0,0.6666666666666666,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,8.0,83.0,4.611111111111111,5.699999999999999,84.1,4.672222222222222
68,66,62,2023-03-10,26-165,PHI,,POR,W (+1),0,7:45,0.0,1.0,.000,0.0,1.0,.000,1,2.0,.500,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.6,+2,0.0,0.0,,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,3.0,87.0,4.833333333333333,2.2,98.6,5.477777777777778
69,67,63,2023-03-12,26-167,PHI,,WAS,W (+19),0,19:04,3.0,6.0,.500,1.0,2.0,.500,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,0.0,3.0,7.0,5.1,+11,4.0,2.0,0.5,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,6.0,91.0,5.055555555555555,5.099999999999999,96.50000000000004,5.361111111111113
70,68,64,2023-03-15,26-170,PHI,@,CLE,W (+9),0,20:40,4.0,5.0,.800,3.0,3.0,1.000,0,0.0,,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,11.0,12.2,-6,2.0,1.0,0.5,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,10.0,80.0,4.444444444444445,12.2,85.30000000000001,4.73888888888889
71,69,65,2023-03-17,26-172,PHI,@,CHO,W (+39),0,25:57,3.0,4.0,.750,1.0,2.0,.500,5,5.0,1.000,1.0,3.0,4.0,2.0,0.0,1.0,1.0,1.0,12.0,12.7,+24,2.0,2.0,1.0,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,9.0,88.0,4.888888888888889,10.699999999999998,89.60000000000001,4.977777777777778
72,70,66,2023-03-18,26-173,PHI,@,IND,W (+20),0,28:00,3.0,7.0,.429,0.0,2.0,.000,3,3.0,1.000,0.0,2.0,2.0,5.0,2.0,1.0,1.0,4.0,9.0,9.5,+8,5.0,3.0,0.6,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,8.0,97.0,5.388888888888889,8.299999999999999,118.8,6.6
73,71,67,2023-03-20,26-175,PHI,,CHI,L (-4),0,10:04,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,3.4,-4,2.0,1.0,0.5,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,4.0,71.0,3.9444444444444446,3.399999999999999,70.8,3.933333333333333
74,72,68,2023-03-22,26-177,PHI,@,CHI,W (+25),0,17:48,2.0,5.0,.400,0.0,1.0,.000,1,1.0,1.000,1.0,1.0,2.0,3.0,0.0,0.0,3.0,4.0,5.0,0.8,-12,4.0,2.0,0.5,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,1.0,88.0,4.888888888888889,0.3999999999999981,88.0,4.888888888888889
75,73,69,2023-03-24,26-179,PHI,@,GSW,L (-8),0,23:22,2.0,5.0,.400,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,1.0,3.0,5.0,3.8,+5,3.0,1.0,0.3333333333333333,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,6.0,67.0,3.7222222222222223,3.8,77.70000000000002,4.316666666666667
76,74,70,2023-03-25,26-180,PHI,@,PHO,L (-20),0,24:11,2.0,9.0,.222,0.0,1.0,.000,3,3.0,1.000,2.0,0.0,2.0,6.0,0.0,1.0,2.0,1.0,7.0,5.4,-16,8.0,2.0,0.25,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,2.0,63.0,3.5,4.1999999999999975,71.30000000000001,3.9611111111111117
77,75,71,2023-03-27,26-182,PHI,@,DEN,L (-5),0,21:44,0.0,7.0,.000,0.0,3.0,.000,2,2.0,1.000,3.0,3.0,6.0,3.0,1.0,0.0,2.0,2.0,2.0,0.4,+6,4.0,0.0,0.0,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,1.0,54.0,3.0,-0.3999999999999997,67.39999999999999,3.744444444444444
78,76,,2023-03-29,26-184,PHI,,DAL,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,,81.0,4.5,0.0,91.4,5.077777777777778
79,77,72,2023-03-31,26-186,PHI,,TOR,W (+7),0,15:01,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,2.9,,1.0,0.0,0.0,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,4.0,72.0,4.0,2.8999999999999995,80.0,4.444444444444445
80,78,73,2023-04-02,26-188,PHI,@,MIL,L (-13),0,4:03,1.0,2.0,.500,0.0,1.0,.000,0,1.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9,+7,1.0,1.0,1.0,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,0.0,76.0,4.222222222222222,0.8999999999999998,80.19999999999999,4.455555555555555
81,79,,2023-04-04,26-190,PHI,,BOS,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,,71.0,3.9444444444444446,0.0,69.79999999999998,3.877777777777777
82,80,74,2023-04-06,26-192,PHI,,MIA,L (-28),0,26:47,4.0,7.0,.571,0.0,3.0,.000,3,3.0,1.000,0.0,2.0,2.0,10.0,0.0,1.0,3.0,1.0,11.0,12.6,-22,4.0,4.0,1.0,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,11.0,56.0,3.111111111111111,11.4,65.20000000000002,3.622222222222223
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,75,2023-04-07,26-193,PHI,@,ATL,W (+5),1,42:39,7.0,22.0,.318,0.0,3.0,.000,1,1.0,1.000,1.0,3.0,4.0,16.0,0.0,0.0,4.0,4.0,15.0,9.6,+12,19.0,7.0,0.3684210526315789,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,8.0,68.0,3.7777777777777777,9.2,76.60000000000002,4.255555555555556
85,82,76,2023-04-09,26-195,PHI,@,BRK,W (+29),1,36:16,8.0,13.0,.615,2.0,3.0,.667,2,2.0,1.000,1.0,2.0,3.0,8.0,2.0,0.0,2.0,4.0,20.0,19.4,+23,10.0,6.0,0.6,50,71,37,72,16,52,60,2,1,2,46,53,69,65,68,54,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,74.0,60.0,0.8928571428571429,0.922077922077922,1.0,0.9230769230769232,1.0,0.896551724137931,0.9090909090909092,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.92,0.9420289855072465,0.0,0.918918918918919,0.9,20,8,38.0,79.0,80.0,0.25,0.2105263157894736,0.0,18,16.0,36.0,2.0,18.6,43.79999999999998,2.4333333333333322
