Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alondes Williams,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
75,73,,2023-03-23,23-161,BRK,,CLE,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,18,19,17,20,10,13,6,9,19,18,19,12,1,16,1.0,42.0,57.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2619047619047619,0.3157894736842105,0.3958333333333333,0.320754716981132,0.2702702702702703,0.2777777777777778,0.2765957446808511,0.1,0.2571428571428571,0.25,0.45,0.0,0.25,0.1967213114754098,0.0238095238095238,0.2758620689655172,7,8,1,7,2,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.1012658227848101,0.0588235294117647,0.0,0.0,0.1666666666666666,0.1333333333333333,0.0843373493975903,0.0,22,,70.0,3.1818181818181817,0.0,77.19999999999999,3.5090909090909084
76,74,19,2023-03-25,23-163,BRK,@,MIA,W (+29),0,2:50,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7,+2,0.0,0.0,,1,11,18,19,17,20,10,13,6,9,19,18,19,12,1,16,1.0,42.0,57.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2619047619047619,0.3157894736842105,0.3958333333333333,0.320754716981132,0.2702702702702703,0.2777777777777778,0.2765957446808511,0.1,0.2571428571428571,0.25,0.45,0.0,0.25,0.1967213114754098,0.0238095238095238,0.2758620689655172,7,8,1,7,2,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.1012658227848101,0.0588235294117647,0.0,0.0,0.1666666666666666,0.1333333333333333,0.0843373493975903,0.0,22,0.0,72.0,3.272727272727273,-0.7,93.9,4.2681818181818185
77,75,20,2023-03-26,23-164,BRK,@,ORL,L (-13),0,3:49,1.0,2.0,.500,0.0,0.0,,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,+2,2.0,1.0,0.5,1,11,18,19,17,20,10,13,6,9,19,18,19,12,1,16,1.0,42.0,57.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2619047619047619,0.3157894736842105,0.3958333333333333,0.320754716981132,0.2702702702702703,0.2777777777777778,0.2765957446808511,0.1,0.2571428571428571,0.25,0.45,0.0,0.25,0.1967213114754098,0.0238095238095238,0.2758620689655172,7,8,1,7,2,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.1012658227848101,0.0588235294117647,0.0,0.0,0.1666666666666666,0.1333333333333333,0.0843373493975903,0.0,22,0.0,66.0,3.0,2.2,87.4,3.972727272727273
78,76,,2023-03-29,23-167,BRK,,HOU,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,18,19,17,20,10,13,6,9,19,18,19,12,1,16,1.0,42.0,57.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2619047619047619,0.3157894736842105,0.3958333333333333,0.320754716981132,0.2702702702702703,0.2777777777777778,0.2765957446808511,0.1,0.2571428571428571,0.25,0.45,0.0,0.25,0.1967213114754098,0.0238095238095238,0.2758620689655172,7,8,1,7,2,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.1012658227848101,0.0588235294117647,0.0,0.0,0.1666666666666666,0.1333333333333333,0.0843373493975903,0.0,22,,84.0,3.8181818181818175,0.0,104.6,4.754545454545454
79,77,,2023-03-31,23-169,BRK,,ATL,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,18,19,17,20,10,13,6,9,19,18,19,12,1,16,1.0,42.0,57.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2619047619047619,0.3157894736842105,0.3958333333333333,0.320754716981132,0.2702702702702703,0.2777777777777778,0.2765957446808511,0.1,0.2571428571428571,0.25,0.45,0.0,0.25,0.1967213114754098,0.0238095238095238,0.2758620689655172,7,8,1,7,2,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.1012658227848101,0.0588235294117647,0.0,0.0,0.1666666666666666,0.1333333333333333,0.0843373493975903,0.0,22,,61.0,2.772727272727273,0.0,73.9,3.3590909090909093
80,78,,2023-04-02,23-171,BRK,,UTA,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,18,19,17,20,10,13,6,9,19,18,19,12,1,16,1.0,42.0,57.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2619047619047619,0.3157894736842105,0.3958333333333333,0.320754716981132,0.2702702702702703,0.2777777777777778,0.2765957446808511,0.1,0.2571428571428571,0.25,0.45,0.0,0.25,0.1967213114754098,0.0238095238095238,0.2758620689655172,7,8,1,7,2,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.1012658227848101,0.0588235294117647,0.0,0.0,0.1666666666666666,0.1333333333333333,0.0843373493975903,0.0,22,,96.0,4.363636363636363,0.0,109.3,4.968181818181818
81,79,,2023-04-04,23-173,BRK,,MIN,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,11,18,19,17,20,10,13,6,9,19,18,19,12,1,16,1.0,42.0,57.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2619047619047619,0.3157894736842105,0.3958333333333333,0.320754716981132,0.2702702702702703,0.2777777777777778,0.2765957446808511,0.1,0.2571428571428571,0.25,0.45,0.0,0.25,0.1967213114754098,0.0238095238095238,0.2758620689655172,7,8,1,7,2,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.1012658227848101,0.0588235294117647,0.0,0.0,0.1666666666666666,0.1333333333333333,0.0843373493975903,0.0,22,,102.0,4.636363636363637,0.0,115.2,5.236363636363636
82,80,21,2023-04-05,23-174,BRK,@,DET,W (+15),0,1:05,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0,0.0,0.0,,1,11,18,19,17,20,10,13,6,9,19,18,19,12,1,16,1.0,42.0,57.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2619047619047619,0.3157894736842105,0.3958333333333333,0.320754716981132,0.2702702702702703,0.2777777777777778,0.2765957446808511,0.1,0.2571428571428571,0.25,0.45,0.0,0.25,0.1967213114754098,0.0238095238095238,0.2758620689655172,7,8,1,7,2,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.1012658227848101,0.0588235294117647,0.0,0.0,0.1666666666666666,0.1333333333333333,0.0843373493975903,0.0,22,1.0,89.0,4.045454545454546,0.7,116.9,5.3136363636363635
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,1,11,18,19,17,20,10,13,6,9,19,18,19,12,1,16,1.0,42.0,57.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2619047619047619,0.3157894736842105,0.3958333333333333,0.320754716981132,0.2702702702702703,0.2777777777777778,0.2765957446808511,0.1,0.2571428571428571,0.25,0.45,0.0,0.25,0.1967213114754098,0.0238095238095238,0.2758620689655172,7,8,1,7,2,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.1012658227848101,0.0588235294117647,0.0,0.0,0.1666666666666666,0.1333333333333333,0.0843373493975903,0.0,22,,0.0,0.0,0.0,0.0,0.0
84,81,22,2023-04-07,23-176,BRK,,ORL,W (+17),0,2:36,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.4,+1,2.0,2.0,1.0,1,11,18,19,17,20,10,13,6,9,19,18,19,12,1,16,1.0,42.0,57.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2619047619047619,0.3157894736842105,0.3958333333333333,0.320754716981132,0.2702702702702703,0.2777777777777778,0.2765957446808511,0.1,0.2571428571428571,0.25,0.45,0.0,0.25,0.1967213114754098,0.0238095238095238,0.2758620689655172,7,8,1,7,2,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.1012658227848101,0.0588235294117647,0.0,0.0,0.1666666666666666,0.1333333333333333,0.0843373493975903,0.0,22,2.0,104.0,4.727272727272728,3.4,126.30000000000004,5.740909090909093
85,82,23,2023-04-09,23-178,BRK,,PHI,L (-29),0,44:49,5.0,13.0,.385,0.0,4.0,.000,5,6.0,.833,3.0,5.0,8.0,4.0,3.0,0.0,3.0,4.0,15.0,12.3,-25,9.0,5.0,0.5555555555555556,1,11,18,19,17,20,10,13,6,9,19,18,19,12,1,16,1.0,42.0,57.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.2619047619047619,0.3157894736842105,0.3958333333333333,0.320754716981132,0.2702702702702703,0.2777777777777778,0.2765957446808511,0.1,0.2571428571428571,0.25,0.45,0.0,0.25,0.1967213114754098,0.0238095238095238,0.2758620689655172,7,8,1,7,2,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.1012658227848101,0.0588235294117647,0.0,0.0,0.1666666666666666,0.1333333333333333,0.0843373493975903,0.0,22,8.0,78.0,3.5454545454545454,10.300000000000004,102.5,4.659090909090909
