Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Blake Griffin,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Cam Thomas,Shared Games with Day'Ron Sharpe,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Shared Games with Cameron Johnson,Shared Games with Dorian Finney-Smith,Shared Games with Mikal Bridges,Shared Games with Spencer Dinwiddie,Alondes Williams,Ben Simmons,Bogdan Bogdanović,Cam Thomas,Cameron Johnson,David Duke Jr.,Day'Ron Sharpe,Dorian Finney-Smith,Dru Smith,Edmond Sumner,Joe Harris,Mikal Bridges,Nerlens Noel,Nic Claxton,Patty Mills,Payton Pritchard,RaiQuan Gray,Royce O'Neale,Seth Curry,Spencer Dinwiddie,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Bogdan Bogdanović,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with Payton Pritchard,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with Yuta Watanabe,co_inf with Cameron Johnson,co_inf with Dorian Finney-Smith,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Nerlens Noel,co_inf with RaiQuan Gray,co_inf with Spencer Dinwiddie,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
46,45,32,2023-01-15,23-094,LAC,,HOU,W (+21),0,13:29,2.0,3.0,.667,0.0,0.0,,1,4.0,.250,2.0,4.0,6.0,0.0,0.0,2.0,1.0,2.0,5.0,4.7,+8,3.0,2.0,0.6666666666666666,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,5.0,86.0,1.8297872340425527,4.3,100.2,2.1319148936170214
47,46,33,2023-01-17,23-096,LAC,,PHI,L (-10),0,8:59,2.0,2.0,1.000,0.0,0.0,,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,4.0,1.9,-1,2.0,2.0,1.0,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,3.0,114.0,2.425531914893617,1.9,145.39999999999998,3.093617021276595
48,47,,2023-01-18,23-097,LAC,@,UTA,L (-23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,94.0,2.0,0.0,118.4,2.519148936170213
49,48,,2023-01-20,23-099,LAC,@,SAS,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,74.0,1.574468085106383,0.0,97.0,2.0638297872340425
50,49,,2023-01-22,23-101,LAC,@,DAL,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,134.0,2.851063829787234,0.0,157.5,3.351063829787234
51,50,,2023-01-24,23-103,LAC,@,LAL,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,140.0,2.978723404255319,0.0,163.60000000000002,3.4808510638297876
52,51,,2023-01-26,23-105,LAC,,SAS,W (+38),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,89.0,1.893617021276596,0.0,133.7,2.8446808510638295
53,52,,2023-01-28,23-107,LAC,@,ATL,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,104.0,2.2127659574468086,0.0,137.2,2.9191489361702123
54,53,34,2023-01-29,23-108,LAC,@,CLE,L (-23),0,26:06,5.0,7.0,.714,0.0,0.0,,3,3.0,1.000,5.0,11.0,16.0,0.0,0.0,0.0,1.0,1.0,13.0,15.5,-2,7.0,5.0,0.7142857142857143,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,18.0,87.0,1.851063829787234,14.300000000000002,112.3,2.3893617021276596
55,54,,2023-01-31,23-110,LAC,@,CHI,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,81.0,1.7234042553191489,0.0,111.8,2.378723404255319
56,55,,2023-02-02,23-112,LAC,@,MIL,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,87.0,1.851063829787234,0.0,109.6,2.331914893617021
57,56,,2023-02-04,23-114,LAC,@,NYK,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,52.0,1.1063829787234043,0.0,65.19999999999999,1.3872340425531913
58,57,,2023-02-06,23-116,LAC,@,BRK,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,61.0,1.297872340425532,0.0,79.3,1.6872340425531915
59,58,,2023-02-08,23-118,LAC,,DAL,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,67.0,1.425531914893617,0.0,70.99999999999999,1.51063829787234
60,59,,2023-02-10,23-120,LAC,,MIL,L (-13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,61.0,1.297872340425532,0.0,81.69999999999997,1.738297872340425
61,60,,2023-02-14,23-124,LAC,,GSW,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,78.0,1.6595744680851063,0.0,96.7,2.0574468085106385
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-16,23-126,LAC,@,PHO,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,46.0,0.9787234042553192,0.0,41.00000000000001,0.872340425531915
