Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
48,47,44,2023-01-25,29-234,BRK,@,PHI,L (-4),1,34:44,3.0,7.0,.429,1.0,4.0,.250,1,2.0,.500,0.0,4.0,4.0,5.0,0.0,0.0,5.0,2.0,8.0,2.8,+2,3.0,2.0,0.6666666666666666,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,3.0,91.0,3.9565217391304346,2.3999999999999995,116.0,5.043478260869565
49,48,45,2023-01-26,29-235,BRK,,DET,L (-8),1,28:42,1.0,7.0,.143,1.0,5.0,.200,0,0.0,,2.0,1.0,3.0,1.0,1.0,0.0,1.0,6.0,3.0,-1.5,-5,2.0,0.0,0.0,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,0.0,74.0,3.217391304347826,-1.5,98.5,4.282608695652174
50,49,46,2023-01-28,29-237,BRK,,NYK,W (+7),1,36:00,4.0,10.0,.400,4.0,7.0,.571,2,2.0,1.000,1.0,4.0,5.0,3.0,1.0,0.0,1.0,2.0,14.0,11.8,-10,3.0,0.0,0.0,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,10.0,124.0,5.391304347826087,11.0,146.5,6.369565217391305
51,50,47,2023-01-30,29-239,BRK,,LAL,W (+17),1,28:08,5.0,10.0,.500,3.0,7.0,.429,1,1.0,1.000,1.0,5.0,6.0,3.0,2.0,1.0,0.0,3.0,14.0,14.8,+5,3.0,2.0,0.6666666666666666,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,15.0,125.0,5.434782608695652,14.399999999999997,149.20000000000002,6.486956521739131
52,51,48,2023-02-01,29-241,BRK,@,BOS,L (-43),1,26:31,2.0,9.0,.222,1.0,7.0,.143,2,2.0,1.000,0.0,6.0,6.0,4.0,1.0,0.0,0.0,1.0,7.0,6.7,-29,2.0,1.0,0.5,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,7.0,82.0,3.565217391304348,5.899999999999999,127.8,5.556521739130434
53,52,49,2023-02-04,29-244,BRK,,WAS,W (+2),1,27:31,4.0,6.0,.667,2.0,3.0,.667,0,0.0,,0.0,6.0,6.0,4.0,0.0,4.0,3.0,5.0,10.0,9.8,+5,3.0,2.0,0.6666666666666666,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,15.0,89.0,3.869565217391304,9.8,127.4,5.539130434782609
54,53,50,2023-02-06,29-246,BRK,,LAC,L (-8),1,35:21,5.0,9.0,.556,5.0,7.0,.714,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,15.0,8.9,-6,2.0,0.0,0.0,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,7.0,98.0,4.260869565217392,8.899999999999999,117.7,5.1173913043478265
55,54,51,2023-02-07,29-247,BRK,,PHO,L (-4),1,28:53,1.0,6.0,.167,1.0,6.0,.167,0,0.0,,0.0,4.0,4.0,6.0,1.0,0.0,1.0,5.0,3.0,2.6,-7,0.0,0.0,,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,7.0,74.0,3.217391304347826,2.6,109.20000000000002,4.747826086956523
56,55,52,2023-02-09,29-249,BRK,,CHI,W (+11),1,28:15,2.0,7.0,.286,2.0,7.0,.286,0,0.0,,0.0,3.0,3.0,4.0,1.0,0.0,0.0,4.0,6.0,5.0,-6,0.0,0.0,,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,7.0,80.0,3.4782608695652173,5.0,104.6,4.547826086956522
57,56,53,2023-02-11,29-251,BRK,,PHI,L (-3),0,17:12,1.0,7.0,.143,1.0,4.0,.250,0,0.0,,2.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,3.0,4.3,-9,3.0,0.0,0.0,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,5.0,47.0,2.0434782608695654,4.3,60.89999999999999,2.6478260869565213
58,57,54,2023-02-13,29-253,BRK,@,NYK,L (-18),0,21:49,2.0,5.0,.400,2.0,4.0,.500,2,2.0,1.000,0.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,8.0,4.7,-21,1.0,0.0,0.0,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,4.0,57.0,2.4782608695652173,3.9,75.39999999999999,3.278260869565217
59,58,55,2023-02-15,29-255,BRK,,MIA,W (+11),0,24:50,3.0,4.0,.750,2.0,3.0,.667,0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,0.0,2.0,8.0,9.3,+9,1.0,1.0,1.0,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,11.0,56.0,2.4347826086956523,9.299999999999995,61.69999999999999,2.6826086956521733
60,59,56,2023-02-24,29-264,BRK,@,CHI,L (-44),0,23:48,0.0,4.0,.000,0.0,4.0,.000,2,2.0,1.000,0.0,5.0,5.0,3.0,1.0,0.0,2.0,5.0,2.0,-0.2,-14,0.0,0.0,,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,3.0,58.0,2.5217391304347827,-1.0,82.69999999999999,3.595652173913043
61,60,57,2023-02-26,29-266,BRK,@,ATL,L (-2),0,19:41,4.0,7.0,.571,4.0,6.0,.667,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,12.0,8.3,-5,1.0,0.0,0.0,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,9.0,69.0,3.0,8.299999999999999,88.39999999999999,3.843478260869565
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,,0.0,0.0,0.0,0.0,0.0
63,61,58,2023-02-28,29-268,BRK,,MIL,L (-14),0,27:38,1.0,5.0,.200,1.0,4.0,.250,1,2.0,.500,0.0,6.0,6.0,1.0,0.0,1.0,1.0,4.0,4.0,1.1,-26,1.0,0.0,0.0,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,4.0,42.0,1.826086956521739,0.7000000000000006,40.3,1.7521739130434781
64,62,59,2023-03-01,29-269,BRK,@,NYK,L (-24),0,23:40,1.0,6.0,.167,1.0,5.0,.200,0,0.0,,0.0,6.0,6.0,4.0,1.0,1.0,0.0,1.0,3.0,5.1,-10,1.0,0.0,0.0,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,9.0,83.0,3.608695652173913,5.1,103.29999999999998,4.491304347826087
65,63,60,2023-03-03,29-271,BRK,@,BOS,W (+10),0,34:06,4.0,11.0,.364,1.0,6.0,.167,1,1.0,1.000,5.0,1.0,6.0,3.0,1.0,0.0,1.0,3.0,10.0,8.6,+14,5.0,3.0,0.6,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,7.0,60.0,2.608695652173913,8.2,70.1,3.0478260869565217
66,64,61,2023-03-05,29-273,BRK,,CHO,W (+16),0,18:48,1.0,6.0,.167,1.0,5.0,.200,0,0.0,,0.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,3.6,+25,1.0,0.0,0.0,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,4.0,60.0,2.608695652173913,3.6000000000000005,76.3,3.317391304347826
67,65,62,2023-03-07,29-275,BRK,@,HOU,W (+22),0,32:40,3.0,6.0,.500,2.0,4.0,.500,3,4.0,.750,2.0,9.0,11.0,3.0,2.0,0.0,0.0,4.0,11.0,14.2,+21,2.0,1.0,0.5,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,17.0,87.0,3.782608695652174,13.0,112.8,4.904347826086957
68,66,,2023-03-09,29-277,BRK,@,MIL,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,,108.0,4.695652173913044,0.0,134.4,5.843478260869565
69,67,63,2023-03-10,29-278,BRK,@,MIN,W (+1),0,36:21,3.0,11.0,.273,3.0,5.0,.600,3,4.0,.750,3.0,12.0,15.0,2.0,3.0,0.0,2.0,5.0,12.0,11.2,-6,6.0,0.0,0.0,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,15.0,44.0,1.9130434782608696,9.999999999999998,66.8,2.904347826086956
70,68,64,2023-03-12,29-280,BRK,@,DEN,W (+2),0,29:03,4.0,9.0,.444,3.0,7.0,.429,0,0.0,,1.0,5.0,6.0,4.0,0.0,0.0,2.0,5.0,11.0,7.3,+1,2.0,1.0,0.5,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,10.0,31.0,1.3478260869565215,7.299999999999997,41.69999999999999,1.813043478260869
71,69,65,2023-03-14,29-282,BRK,@,OKC,L (-14),0,17:14,2.0,4.0,.500,2.0,4.0,.500,0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,1.0,2.0,6.0,5.5,-2,0.0,0.0,,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,8.0,41.0,1.7826086956521738,5.5,67.60000000000001,2.939130434782609
72,70,66,2023-03-16,29-284,BRK,,SAC,L (-5),0,23:59,2.0,6.0,.333,2.0,6.0,.333,1,2.0,.500,1.0,4.0,5.0,2.0,2.0,0.0,0.0,3.0,7.0,7.3,-5,0.0,0.0,,40,51,19,43,49,70,13,37,38,25,73,35,1,58,24,52,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,61.0,42.0,58.0,0.0,0.9523809523809524,0.8947368421052632,0.8260869565217391,0.8958333333333334,0.9245283018867924,0.945945945945946,0.3611111111111111,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.9605263157894736,0.875,1.0,0.9508196721311476,0.5714285714285714,0.896551724137931,23,22,2,2,21,9,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3484848484848485,0.2784810126582278,0.1176470588235294,0.0555555555555555,0.0,0.5,0.6,0.2650602409638554,0.0,23,8.0,76.0,3.3043478260869565,6.9,89.89999999999998,3.908695652173912
