Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
58,57,42,2023-02-11,33-150,MIA,@,ORL,W (+4),1,33:44,7.0,17.0,.412,0.0,1.0,.000,8,8.0,1.000,2.0,5.0,7.0,6.0,2.0,2.0,3.0,2.0,22.0,19.6,+14,16.0,7.0,0.4375,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,11.0,48.0,2.6666666666666665,16.4,52.60000000000001,2.9222222222222225
59,58,43,2023-02-13,33-152,MIA,,DEN,L (-4),1,32:19,8.0,18.0,.444,1.0,2.0,.500,7,7.0,1.000,3.0,7.0,10.0,9.0,1.0,0.0,1.0,0.0,24.0,25.1,-3,16.0,7.0,0.4375,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,18.0,26.0,1.4444444444444444,22.3,41.8,2.322222222222222
60,59,44,2023-02-15,33-154,MIA,@,BRK,L (-11),1,32:01,4.0,11.0,.364,0.0,0.0,,5,5.0,1.000,3.0,0.0,3.0,6.0,0.0,0.0,1.0,1.0,13.0,11.8,-9,11.0,4.0,0.3636363636363636,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,5.0,44.0,2.4444444444444446,9.8,60.39999999999999,3.355555555555555
61,60,45,2023-02-24,33-163,MIA,@,MIL,L (-29),1,21:21,8.0,10.0,.800,1.0,1.0,1.000,6,8.0,.750,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,23.0,17.7,-13,9.0,7.0,0.7777777777777778,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,6.0,23.0,1.2777777777777777,15.3,33.49999999999999,1.8611111111111107
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,46,2023-02-25,33-164,MIA,@,CHO,L (-5),1,33:26,6.0,8.0,.750,0.0,0.0,,16,20.0,.800,1.0,2.0,3.0,6.0,1.0,0.0,3.0,1.0,28.0,26.3,+11,8.0,6.0,0.75,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,7.0,22.0,1.2222222222222223,19.90000000000001,27.1,1.5055555555555555
64,62,47,2023-02-27,33-166,MIA,@,PHI,W (+2),1,32:08,9.0,14.0,.643,1.0,1.0,1.000,4,6.0,.667,4.0,7.0,11.0,9.0,4.0,0.0,3.0,1.0,23.0,27.8,-1,13.0,8.0,0.6153846153846154,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,24.0,40.0,2.2222222222222223,26.200000000000003,44.900000000000006,2.494444444444445
65,63,48,2023-03-01,33-168,MIA,,PHI,L (-23),1,27:11,6.0,8.0,.750,0.0,0.0,,4,4.0,1.000,2.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,16.0,16.2,-10,8.0,6.0,0.75,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,10.0,42.0,2.333333333333333,14.599999999999994,47.19999999999998,2.6222222222222213
66,64,49,2023-03-03,33-170,MIA,,NYK,L (-2),1,33:00,7.0,15.0,.467,1.0,2.0,.500,18,20.0,.900,6.0,2.0,8.0,5.0,2.0,0.0,0.0,0.0,33.0,34.8,+18,13.0,6.0,0.4615384615384615,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,13.0,50.0,2.7777777777777777,27.6,57.8,3.211111111111111
67,65,50,2023-03-04,33-171,MIA,,ATL,W (+8),1,33:58,5.0,8.0,.625,1.0,1.0,1.000,4,4.0,1.000,3.0,8.0,11.0,7.0,2.0,0.0,2.0,1.0,15.0,20.4,+9,7.0,4.0,0.5714285714285714,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,21.0,49.0,2.7222222222222223,18.8,61.2,3.4000000000000004
68,66,51,2023-03-06,33-173,MIA,,ATL,W (+2),1,32:44,8.0,14.0,.571,0.0,0.0,,10,12.0,.833,4.0,6.0,10.0,9.0,0.0,0.0,2.0,2.0,26.0,26.7,0,14.0,8.0,0.5714285714285714,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,17.0,63.0,3.5,22.7,83.09999999999998,4.616666666666665
69,67,52,2023-03-08,33-175,MIA,,CLE,L (-4),1,35:03,8.0,14.0,.571,0.0,1.0,.000,12,15.0,.800,4.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0,28.0,27.1,-4,13.0,8.0,0.6153846153846154,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,10.0,27.0,1.5,22.300000000000004,35.0,1.9444444444444444
70,68,53,2023-03-10,33-177,MIA,,CLE,W (+4),1,35:02,12.0,16.0,.750,1.0,1.0,1.000,8,9.0,.889,2.0,3.0,5.0,3.0,0.0,1.0,1.0,2.0,33.0,29.5,-5,15.0,11.0,0.7333333333333333,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,16.0,56.0,3.111111111111111,26.3,59.400000000000006,3.3000000000000003
71,69,54,2023-03-11,33-178,MIA,@,ORL,L (-12),1,39:03,14.0,25.0,.560,2.0,7.0,.286,8,8.0,1.000,1.0,4.0,5.0,2.0,1.0,0.0,2.0,2.0,38.0,27.6,-8,18.0,12.0,0.6666666666666666,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,11.0,39.0,2.1666666666666665,24.40000000000001,45.9,2.55
72,70,55,2023-03-13,33-180,MIA,,UTA,W (+4),1,31:12,5.0,14.0,.357,1.0,2.0,.500,13,15.0,.867,4.0,4.0,8.0,4.0,4.0,2.0,1.0,1.0,24.0,26.2,+9,12.0,4.0,0.3333333333333333,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,12.0,53.0,2.9444444444444446,21.0,66.79999999999998,3.7111111111111104
73,71,56,2023-03-15,33-182,MIA,,MEM,W (+19),1,27:53,6.0,11.0,.545,0.0,0.0,,11,12.0,.917,3.0,5.0,8.0,6.0,2.0,1.0,1.0,0.0,23.0,26.8,+17,11.0,6.0,0.5454545454545454,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,16.0,78.0,4.333333333333333,22.40000000000001,92.6,5.144444444444444
74,72,57,2023-03-18,33-185,MIA,@,CHI,L (-14),1,32:44,8.0,13.0,.615,0.0,1.0,.000,8,10.0,.800,3.0,4.0,7.0,1.0,0.0,0.0,1.0,3.0,24.0,19.1,-18,12.0,8.0,0.6666666666666666,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,8.0,39.0,2.1666666666666665,15.899999999999997,55.1,3.0611111111111113
75,73,58,2023-03-19,33-186,MIA,@,DET,W (+12),1,34:58,8.0,11.0,.727,0.0,0.0,,10,11.0,.909,3.0,1.0,4.0,10.0,1.0,0.0,1.0,1.0,26.0,30.1,0,11.0,8.0,0.7272727272727273,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,18.0,62.0,3.4444444444444446,26.099999999999994,63.39999999999999,3.5222222222222217
76,74,59,2023-03-22,33-189,MIA,,NYK,W (+7),1,37:00,11.0,19.0,.579,2.0,2.0,1.000,11,14.0,.786,0.0,4.0,4.0,9.0,4.0,0.0,1.0,1.0,35.0,35.0,+6,17.0,9.0,0.5294117647058824,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,18.0,56.0,3.111111111111111,30.6,67.8,3.7666666666666666
77,75,60,2023-03-25,33-192,MIA,,BRK,L (-29),1,32:41,6.0,13.0,.462,1.0,2.0,.500,5,7.0,.714,1.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,18.0,13.3,-33,11.0,5.0,0.4545454545454545,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,3.0,57.0,3.1666666666666665,11.299999999999995,61.7,3.427777777777778
78,76,,2023-03-28,33-195,MIA,@,TOR,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,,44.0,2.4444444444444446,0.0,59.0,3.2777777777777777
79,77,61,2023-03-29,33-196,MIA,@,NYK,L (-9),1,34:41,5.0,10.0,.500,0.0,0.0,,2,2.0,1.000,2.0,1.0,3.0,6.0,0.0,0.0,1.0,1.0,12.0,11.5,-8,10.0,5.0,0.5,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,8.0,40.0,2.2222222222222223,10.699999999999998,47.39999999999999,2.633333333333333
80,78,62,2023-04-01,33-199,MIA,,DAL,W (+7),1,37:00,12.0,16.0,.750,1.0,3.0,.333,10,11.0,.909,0.0,3.0,3.0,12.0,1.0,0.0,0.0,2.0,35.0,37.7,+6,13.0,11.0,0.8461538461538461,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,24.0,36.0,2.0,33.7,41.0,2.2777777777777777
81,79,63,2023-04-04,33-202,MIA,@,DET,W (+13),1,35:29,9.0,12.0,.750,0.0,0.0,,9,11.0,.818,0.0,8.0,8.0,8.0,4.0,0.0,2.0,0.0,27.0,31.4,+4,12.0,9.0,0.75,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,22.0,53.0,2.9444444444444446,27.800000000000004,66.69999999999999,3.705555555555555
82,80,64,2023-04-06,33-204,MIA,@,PHI,W (+28),1,29:10,9.0,12.0,.750,1.0,3.0,.333,5,6.0,.833,0.0,3.0,3.0,6.0,0.0,0.0,0.0,1.0,24.0,23.5,+11,9.0,8.0,0.8888888888888888,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,15.0,87.0,4.833333333333333,21.500000000000007,99.6,5.533333333333333
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,33-205,MIA,@,WAS,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,,59.0,3.2777777777777777,0.0,62.99999999999999,3.4999999999999996
85,82,,2023-04-09,33-207,MIA,,ORL,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,60,55,9,21,3,30,58,37,8,39,64,7,7,21,53,5,33,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8,0.7746478873239436,0.6,0.5526315789473685,0.2,0.7142857142857143,0.8529411764705882,0.6851851851851852,0.4444444444444444,0.0,0.7090909090909091,0.8,0.4666666666666667,0.7777777777777778,0.6774193548387096,0.7910447761194029,0.7142857142857143,0.7857142857142857,17,62.0,23.0,0.2741935483870967,0.0,18,,80.0,4.444444444444445,0.0,86.50000000000001,4.805555555555556
