Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Damion Lee,Dario ?ari?,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Damion Lee,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Darius Bazley,Shared Games with Kevin Durant,Shared Games with Saben Lee,Shared Games with T.J. Warren,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Kevin Durant,co_inf with Saben Lee,co_inf with T.J. Warren,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
73,71,50,2023/3/19,37-317,PHO,@,OKC,L (-4),1,33:13:00,5.0,15.0,0.333,2.0,3.0,0.667,2,2.0,1,1.0,5.0,6.0,13.0,3.0,1.0,1.0,3.0,14.0,18.3,-6,12.0,3.0,0.25,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,19.0,85,4.473684210526316,17.499999999999996,92.2,4.852631578947369
74,72,51,2023/3/22,37-320,PHO,@,LAL,L (-11),1,30:09:00,8.0,17.0,0.471,2.0,4.0,0.5,0,0.0,,0.0,4.0,4.0,4.0,1.0,0.0,1.0,5.0,18.0,11.3,-16,13.0,6.0,0.461538462,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,9.0,84,4.421052631578948,11.3,82.19999999999999,4.326315789473684
75,73,52,2023/3/24,37-322,PHO,@,SAC,L (-8),1,31:59:00,5.0,12.0,0.417,1.0,5.0,0.2,4,4.0,1,3.0,3.0,6.0,13.0,0.0,0.0,1.0,1.0,15.0,19.3,-9,7.0,4.0,0.571428571,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,17.0,65,3.421052631578948,17.700000000000003,59.69999999999999,3.142105263157894
76,74,53,2023/3/25,37-323,PHO,,PHI,W (+20),1,25:43:00,4.0,7.0,0.571,2.0,3.0,0.667,3,3.0,1,1.0,4.0,5.0,7.0,1.0,0.0,1.0,2.0,13.0,15.7,-2,4.0,2.0,0.5,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,15.0,74,3.8947368421052633,14.5,78.1,4.110526315789474
77,75,54,2023/3/27,37-325,PHO,@,UTA,W (+14),1,26:54:00,4.0,12.0,0.333,1.0,4.0,0.25,0,0.0,,1.0,2.0,3.0,10.0,2.0,2.0,0.0,1.0,9.0,13.5,-1,8.0,3.0,0.375,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,14.0,104,5.473684210526316,13.499999999999998,101.6,5.347368421052631
78,76,55,2023/3/29,37-327,PHO,,MIN,W (+7),1,34:39:00,7.0,15.0,0.467,1.0,5.0,0.2,4,4.0,1,1.0,2.0,3.0,6.0,2.0,0.0,0.0,0.0,19.0,18.8,9,10.0,6.0,0.6,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,11.0,68,3.5789473684210527,17.2,86.3,4.542105263157895
79,77,56,2023/3/31,37-329,PHO,,DEN,W (+7),1,33:14:00,2.0,9.0,0.222,1.0,4.0,0.25,0,0.0,,0.0,6.0,6.0,13.0,1.0,0.0,5.0,3.0,5.0,5.2,,5.0,1.0,0.2,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,11.0,64,3.3684210526315788,5.199999999999999,51.39999999999999,2.7052631578947364
80,78,57,2023/4/2,37-331,PHO,@,OKC,W (+10),1,32:12:00,5.0,9.0,0.556,2.0,5.0,0.4,4,5.0,0.8,0.0,3.0,3.0,8.0,1.0,0.0,3.0,5.0,16.0,13.8,5,4.0,3.0,0.75,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,11.0,68,3.5789473684210527,12.2,82.0,4.315789473684211
81,79,58,2023/4/4,37-333,PHO,,SAS,W (+21),1,32:33:00,9.0,14.0,0.643,4.0,6.0,0.667,0,0.0,,1.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,22.0,17.5,24,8.0,5.0,0.625,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,12.0,79,4.157894736842105,17.500000000000007,87.9,4.626315789473685
82,80,59,2023/4/6,37-335,PHO,,DEN,W (+4),1,37:08:00,9.0,15.0,0.6,7.0,12.0,0.583,0,0.0,,1.0,5.0,6.0,2.0,1.0,1.0,1.0,0.0,25.0,22.4,-8,3.0,2.0,0.666666667,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,19.0,46,2.421052631578948,22.40000000000001,50.4,2.6526315789473682
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,,0,0.0,0.0,0.0,0.0
84,81,,2023/4/7,37-336,PHO,@,LAL,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,,52,2.736842105263158,0.0,63.7,3.3526315789473684
85,82,,2023/4/9,37-338,PHO,,LAC,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,,43,2.263157894736842,0.0,44.29999999999999,2.3315789473684205
