Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario Šarić,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario Šarić,Deandre Ayton,Devin Booker,Duane Washington Jr.,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Dario Šarić,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Kevin Durant,Shared Games with T.J. Warren,Shared Games with Darius Bazley,Shared Games with Saben Lee,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Kevin Durant,co_inf with T.J. Warren,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Saben Lee,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
56,55,37,2023-02-04,28-145,PHO,@,DET,W (+16),0,21:04,2.0,4.0,.500,0.0,2.0,.000,1,1.0,1.000,1.0,3.0,4.0,1.0,2.0,0.0,2.0,2.0,5.0,4.5,-1,2.0,2.0,1.0,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,5.0,60.0,3.1578947368421053,4.1,69.2,3.642105263157895
57,56,38,2023-02-07,28-148,PHO,@,BRK,W (+4),0,6:03,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.9,0,0.0,0.0,,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,2.0,54.0,2.8421052631578947,1.9000000000000004,62.69999999999999,3.2999999999999994
58,57,39,2023-02-09,28-150,PHO,@,ATL,L (-9),0,32:01,4.0,8.0,.500,3.0,7.0,.429,6,6.0,1.000,1.0,3.0,4.0,2.0,3.0,2.0,0.0,2.0,17.0,19.6,-1,1.0,1.0,1.0,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,14.0,51.0,2.6842105263157894,17.2,66.0,3.473684210526316
59,58,40,2023-02-10,28-151,PHO,@,IND,W (+13),0,26:13,4.0,8.0,.500,2.0,6.0,.333,3,4.0,.750,1.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,13.0,8.3,-8,2.0,2.0,1.0,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,4.0,82.0,4.315789473684211,7.1,94.70000000000002,4.98421052631579
60,59,41,2023-02-14,28-155,PHO,,SAC,W (+11),0,20:04,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,-0.3,-1,0.0,0.0,,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,2.0,91.0,4.789473684210527,-0.3,102.7,5.405263157894737
61,60,42,2023-02-16,28-157,PHO,,LAC,L (-9),0,7:17,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.5,-4,0.0,0.0,,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,1.0,73.0,3.842105263157895,-0.5000000000000002,70.6,3.71578947368421
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,,0.0,0.0,0.0,0.0,0.0
63,61,43,2023-02-24,28-165,PHO,,OKC,W (+9),0,13:29,3.0,6.0,.500,2.0,5.0,.400,2,2.0,1.000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,8.0,+4,1.0,1.0,1.0,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,4.0,90.0,4.7368421052631575,7.199999999999998,98.09999999999998,5.163157894736841
64,62,44,2023-02-26,28-167,PHO,@,MIL,L (-3),0,17:39,1.0,2.0,.500,1.0,2.0,.500,2,2.0,1.000,0.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,5.0,6.2,0,0.0,0.0,,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,7.0,67.0,3.526315789473684,5.4,78.39999999999998,4.126315789473683
65,63,45,2023-03-01,28-170,PHO,@,CHO,W (+14),0,8:24,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,-0.9,-1,1.0,0.0,0.0,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,0.0,92.0,4.842105263157895,-0.9000000000000001,93.3,4.910526315789474
66,64,46,2023-03-03,28-172,PHO,@,CHI,W (+21),0,1:31,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,0.0,95.0,5.0,0.0,103.0,5.421052631578948
67,65,47,2023-03-05,28-174,PHO,@,DAL,W (+4),0,13:58,4.0,6.0,.667,4.0,5.0,.800,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,8.2,+12,1.0,0.0,0.0,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,6.0,77.0,4.052631578947368,8.2,74.39999999999999,3.9157894736842103
68,66,48,2023-03-08,28-177,PHO,,OKC,W (+31),0,16:56,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,3.0,5.0,8.0,0.0,1.0,1.0,1.0,1.0,0.0,1.8,+16,0.0,0.0,,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,6.0,105.0,5.526315789473684,1.8000000000000005,94.9,4.994736842105263
69,67,49,2023-03-11,28-180,PHO,,SAC,L (-9),0,14:45,1.0,7.0,.143,1.0,6.0,.167,0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,-0.9,-6,1.0,0.0,0.0,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,-1.0,75.0,3.947368421052632,-0.8999999999999997,78.50000000000001,4.131578947368422
70,68,50,2023-03-13,28-182,PHO,@,GSW,L (-11),0,12:54,1.0,2.0,.500,0.0,0.0,,2,2.0,1.000,2.0,3.0,5.0,1.0,0.0,0.0,0.0,2.0,4.0,5.2,+4,2.0,1.0,0.5,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,6.0,74.0,3.8947368421052633,4.400000000000002,80.39999999999999,4.231578947368421
71,69,51,2023-03-14,28-183,PHO,,MIL,L (-12),0,24:58,3.0,6.0,.500,2.0,5.0,.400,0,0.0,,0.0,3.0,3.0,0.0,0.0,2.0,0.0,3.0,8.0,6.1,-10,1.0,1.0,1.0,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,7.0,72.0,3.789473684210526,6.1000000000000005,70.29999999999998,3.6999999999999993
72,70,52,2023-03-16,28-185,PHO,,ORL,W (+3),0,22:59,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,0.0,5.0,5.0,3.0,0.0,0.0,0.0,2.0,3.0,3.4,0,1.0,0.0,0.0,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,7.0,77.0,4.052631578947368,3.4000000000000004,81.70000000000002,4.300000000000001
73,71,53,2023-03-19,28-188,PHO,@,OKC,L (-4),0,12:33,0.0,4.0,.000,0.0,4.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-4.0,+7,0.0,0.0,,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,-4.0,108.0,5.684210526315789,-4.0,113.7,5.984210526315789
74,72,,2023-03-22,28-191,PHO,@,LAL,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,,93.0,4.894736842105263,0.0,93.5,4.921052631578948
75,73,,2023-03-24,28-193,PHO,@,SAC,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,,82.0,4.315789473684211,0.0,77.39999999999999,4.073684210526316
76,74,54,2023-03-25,28-194,PHO,,PHI,W (+20),0,9:24,2.0,3.0,.667,0.0,1.0,.000,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,4.6,+1,2.0,2.0,1.0,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,2.0,87.0,4.578947368421052,3.8,88.8,4.673684210526315
77,75,55,2023-03-27,28-196,PHO,@,UTA,W (+14),0,18:21,3.0,6.0,.500,3.0,5.0,.600,0,0.0,,2.0,5.0,7.0,1.0,0.0,1.0,0.0,2.0,9.0,9.5,+10,1.0,0.0,0.0,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,12.0,106.0,5.578947368421052,9.499999999999998,105.60000000000002,5.5578947368421066
78,76,,2023-03-29,28-198,PHO,,MIN,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,,79.0,4.157894736842105,0.0,103.5,5.447368421052632
79,77,,2023-03-31,28-200,PHO,,DEN,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,,75.0,3.947368421052632,0.0,56.6,2.9789473684210526
80,78,56,2023-04-02,28-202,PHO,@,OKC,W (+10),0,7:47,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,4.7,-1,0.0,0.0,,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,5.0,74.0,3.8947368421052633,4.699999999999999,89.5,4.7105263157894735
81,79,57,2023-04-04,28-204,PHO,,SAS,W (+21),0,6:08,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4,+5,0.0,0.0,,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,0.0,91.0,4.789473684210527,-0.3999999999999999,105.8,5.568421052631579
82,80,58,2023-04-06,28-206,PHO,,DEN,W (+4),0,3:20,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.8,-2,0.0,0.0,,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,0.0,65.0,3.421052631578948,-0.8,73.60000000000001,3.8736842105263163
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,,0.0,0.0,0.0,0.0,0.0
84,81,59,2023-04-07,28-207,PHO,@,LAL,L (-14),0,25:00,1.0,8.0,.125,0.0,7.0,.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,-1.6,-16,1.0,1.0,1.0,44,8,29,42,56,26,49,33,23,51,51,27,38,57,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,18.0,69.0,72.0,40.0,83.0,79.0,0.7213114754098361,0.1904761904761904,0.6041666666666666,0.711864406779661,0.7567567567567568,0.4561403508771929,0.7313432835820896,0.6226415094339622,0.7419354838709677,0.0,0.7391304347826086,0.7083333333333334,0.675,0.4578313253012048,0.7215189873417721,6,12,7,20,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1276595744680851,0.2857142857142857,0.1627906976744186,0.0,0.8,0.2698412698412698,19,-2.0,54.0,2.8421052631578947,-1.5999999999999996,65.29999999999998,3.436842105263157
