Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Chance Comanche,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Josh Hart,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Shaedon Sharpe,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Josh Hart,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
54,53,32,2023-02-04,22-358,POR,@,CHI,L (-8),0,10:52,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,-1.9,-9,0.0,0.0,,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,0.0,53.0,2.409090909090909,-1.9,74.09999999999998,3.3681818181818173
55,54,33,2023-02-06,22-360,POR,,MIL,L (-19),0,11:40,3.0,6.0,.500,1.0,3.0,.333,1,2.0,.500,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,5.6,-4,3.0,2.0,0.6666666666666666,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,2.0,39.0,1.7727272727272727,5.2,43.99999999999999,1.9999999999999998
56,55,34,2023-02-08,22-362,POR,,GSW,W (+3),0,25:46,4.0,6.0,.667,1.0,3.0,.333,0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,9.0,7.8,+11,3.0,3.0,1.0,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,9.0,86.0,3.909090909090909,7.8,93.0,4.2272727272727275
57,56,35,2023-02-10,22-364,POR,,OKC,L (-9),0,24:38,2.0,4.0,.500,2.0,4.0,.500,2,2.0,1.000,2.0,3.0,5.0,1.0,0.0,1.0,3.0,3.0,8.0,5.5,-2,0.0,0.0,,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,6.0,78.0,3.5454545454545454,4.699999999999998,80.59999999999998,3.6636363636363627
58,57,36,2023-02-13,23-002,POR,,LAL,W (+12),0,27:48,4.0,7.0,.571,3.0,5.0,.600,0,0.0,,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,11.0,9.7,+29,2.0,1.0,0.5,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,8.0,78.0,3.5454545454545454,9.7,89.39999999999999,4.0636363636363635
59,58,37,2023-02-14,23-003,POR,,WAS,L (-25),0,17:24,0.0,5.0,.000,0.0,5.0,.000,1,2.0,.500,2.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.8,-13,0.0,0.0,,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,3.0,50.0,2.272727272727273,1.3999999999999997,66.89999999999999,3.0409090909090906
60,59,38,2023-02-23,23-012,POR,@,SAC,L (-17),1,33:33,10.0,19.0,.526,5.0,9.0,.556,1,1.0,1.000,0.0,3.0,3.0,2.0,4.0,1.0,0.0,1.0,26.0,23.3,-12,10.0,5.0,0.5,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,16.0,76.0,3.4545454545454546,22.90000000000001,66.30000000000001,3.013636363636364
61,60,39,2023-02-26,23-015,POR,,HOU,W (+17),0,20:09,3.0,3.0,1.000,3.0,3.0,1.000,2,2.0,1.000,0.0,9.0,9.0,2.0,0.0,1.0,0.0,2.0,11.0,14.1,-7,0.0,0.0,,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,18.0,86.0,3.909090909090909,13.299999999999995,103.3,4.695454545454545
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,,0.0,0.0,0.0,0.0,0.0
63,61,40,2023-02-28,23-017,POR,@,GSW,L (-18),0,15:14,3.0,8.0,.375,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,3.6,-8,4.0,2.0,0.5,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,1.0,79.0,3.590909090909091,3.6,73.5,3.340909090909091
64,62,41,2023-03-01,23-018,POR,,NOP,L (-11),0,17:27,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,-2.6,-15,1.0,0.0,0.0,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,-1.0,47.0,2.136363636363636,-2.6,57.80000000000001,2.627272727272728
65,63,42,2023-03-03,23-020,POR,@,ATL,L (-18),0,14:47,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.2,-16,1.0,1.0,1.0,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,2.0,70.0,3.1818181818181817,1.2000000000000002,61.89999999999999,2.813636363636363
66,64,43,2023-03-05,23-022,POR,@,ORL,W (+3),0,26:51,4.0,6.0,.667,3.0,5.0,.600,0,0.0,,0.0,5.0,5.0,3.0,0.0,1.0,1.0,1.0,11.0,11.3,-2,1.0,1.0,1.0,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,13.0,69.0,3.136363636363636,11.3,79.5,3.6136363636363638
67,65,44,2023-03-06,23-023,POR,@,DET,W (+6),0,15:13,4.0,6.0,.667,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,9.0,8.3,+2,4.0,3.0,0.75,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,7.0,81.0,3.6818181818181817,8.299999999999999,82.0,3.727272727272727
68,66,45,2023-03-08,23-025,POR,@,BOS,L (-22),0,23:30,1.0,5.0,.200,1.0,4.0,.250,0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,2.0,4.0,3.0,-2.1,-8,1.0,0.0,0.0,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,0.0,53.0,2.409090909090909,-2.1,65.89999999999999,2.995454545454545
69,67,46,2023-03-10,23-027,POR,@,PHI,L (-1),0,9:14,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,-2.2,-4,1.0,0.0,0.0,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,-1.0,100.0,4.545454545454546,-2.2,100.1,4.55
70,68,47,2023-03-12,23-029,POR,@,NOP,L (-17),0,25:31,4.0,8.0,.500,0.0,2.0,.000,2,2.0,1.000,1.0,5.0,6.0,4.0,0.0,0.0,0.0,2.0,10.0,10.2,-18,6.0,4.0,0.6666666666666666,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,10.0,63.0,2.863636363636364,9.399999999999997,56.3,2.559090909090909
71,69,48,2023-03-14,23-031,POR,,NYK,L (-16),0,9:51,0.0,5.0,.000,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8,-17,4.0,0.0,0.0,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,-4.0,72.0,3.272727272727273,-2.8,83.2,3.7818181818181817
72,70,,2023-03-17,23-034,POR,,BOS,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,,54.0,2.4545454545454546,0.0,61.5,2.7954545454545454
73,71,49,2023-03-19,23-036,POR,,LAC,L (-15),0,25:18,1.0,4.0,.250,0.0,3.0,.000,2,2.0,1.000,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,4.0,-0.6,+1,1.0,1.0,1.0,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,-2.0,79.0,3.590909090909091,-1.3999999999999997,87.4,3.972727272727273
74,72,,2023-03-22,23-039,POR,@,UTA,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,,81.0,3.6818181818181817,0.0,87.10000000000001,3.9590909090909094
75,73,50,2023-03-24,23-041,POR,,CHI,L (-28),0,16:44,2.0,5.0,.400,0.0,3.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,-12,2.0,2.0,1.0,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,2.0,60.0,2.727272727272727,3.0,66.99999999999999,3.045454545454545
76,74,51,2023-03-26,23-043,POR,,OKC,L (-6),0,31:22,11.0,21.0,.524,3.0,6.0,.500,3,3.0,1.000,2.0,4.0,6.0,0.0,0.0,0.0,2.0,5.0,28.0,16.3,-5,15.0,8.0,0.5333333333333333,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,8.0,52.0,2.363636363636364,15.1,53.2,2.4181818181818184
77,75,52,2023-03-27,23-044,POR,,NOP,L (-34),1,20:06,3.0,10.0,.300,1.0,5.0,.200,0,0.0,,1.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,7.0,4.5,-11,5.0,2.0,0.4,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,3.0,34.0,1.5454545454545454,4.499999999999999,44.39999999999999,2.0181818181818176
78,76,53,2023-03-29,23-046,POR,,SAC,L (-40),1,39:56,4.0,17.0,.235,0.0,8.0,.000,2,2.0,1.000,0.0,2.0,2.0,0.0,0.0,1.0,4.0,1.0,10.0,-3.4,-42,9.0,4.0,0.4444444444444444,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,-10.0,56.0,2.5454545454545454,-4.2,47.3,2.15
79,77,54,2023-03-31,23-048,POR,,SAC,L (-24),0,11:37,2.0,4.0,.500,2.0,2.0,1.000,1,2.0,.500,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,5.9,,2.0,0.0,0.0,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,3.0,58.0,2.636363636363636,5.5,52.39999999999999,2.3818181818181814
80,78,,2023-04-02,23-050,POR,@,MIN,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,,69.0,3.136363636363636,0.0,54.8,2.4909090909090907
81,79,,2023-04-04,23-052,POR,@,MEM,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,1,37,53,11,8,34,5,43,14,32,4,18,31,24,53,6,39,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,9.0,80.0,5.0,6,62.0,0.6451612903225806,1.0,0.6379310344827587,0.6794871794871795,0.5,0.5,0.6071428571428571,1.0,0.6825396825396826,0.7368421052631579,0.4210526315789473,1.0,0.6206896551724138,0.5961538461538461,0.6,0.0,0.6625,0.0,1.0,0.6290322580645161,14,18,20,9,40.0,74.0,63.0,71.0,20.0,0.2222222222222222,0.45,0.0,0.2816901408450704,0.45,22,,53.0,2.409090909090909,0.0,57.3,2.6045454545454545
