Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,,0.0,0.0,0.0,0.0,0.0
63,61,47,2023/2/25,36-267,BOS,@,PHI,W (+3),1,32:25:00,5.0,9.0,0.556,5.0,8.0,0.625,0,0.0,,0.0,4.0,4.0,2.0,1.0,0.0,0.0,4.0,15.0,12.7,-12,1.0,0.0,0.0,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,13.0,63.0,3.7058823529411766,12.699999999999998,69.8,4.105882352941176
64,62,48,2023/2/27,36-269,BOS,@,NYK,L (-15),1,27:53:00,5.0,9.0,0.556,3.0,7.0,0.429,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,13.0,9.6,-2,2.0,2.0,1.0,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,7.0,44.0,2.588235294117647,9.6,49.2,2.894117647058824
65,63,49,2023/3/1,36-271,BOS,,CLE,W (+4),1,32:38:00,8.0,10.0,0.8,6.0,8.0,0.75,1,1.0,1,1.0,10.0,11.0,3.0,0.0,1.0,2.0,3.0,23.0,22.5,3,2.0,2.0,1.0,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,25.0,57.0,3.3529411764705883,22.100000000000005,71.19999999999999,4.188235294117646
66,64,50,2023/3/3,36-273,BOS,,BRK,L (-10),1,33:41:00,2.0,4.0,0.5,2.0,2.0,1,0,0.0,,0.0,5.0,5.0,3.0,0.0,1.0,0.0,1.0,6.0,7.9,-9,2.0,0.0,0.0,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,11.0,61.0,3.588235294117647,7.9,69.19999999999999,4.070588235294117
67,65,51,2023/3/5,36-275,BOS,,NYK,L (-2),1,45:44:00,7.0,15.0,0.467,6.0,10.0,0.6,0,0.0,,5.0,9.0,14.0,6.0,1.0,2.0,0.0,4.0,20.0,23.5,7,5.0,1.0,0.2,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,28.0,51.0,3.0,23.5,68.29999999999998,4.0176470588235285
68,66,,2023/3/6,36-276,BOS,@,CLE,L (-4),Not With Team,Not With Team,0.0,0.0,Not With Team,,,Not With Team,Not With Team,0.0,Not With Team,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Not With Team,Not With Team,,,,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,,59.0,3.4705882352941178,0.0,73.2,4.305882352941176
69,67,52,2023/3/8,36-278,BOS,,POR,W (+22),1,24:01:00,7.0,11.0,0.636,3.0,5.0,0.6,0,0.0,,0.0,6.0,6.0,5.0,0.0,0.0,1.0,1.0,17.0,16,6,6.0,4.0,0.666666667,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,16.0,63.0,3.7058823529411766,16.000000000000004,72.30000000000001,4.252941176470589
70,68,53,2023/3/11,36-281,BOS,@,ATL,W (+9),1,32:55:00,3.0,7.0,0.429,3.0,5.0,0.6,0,0.0,,0.0,4.0,4.0,3.0,1.0,2.0,0.0,2.0,9.0,10.2,4,2.0,0.0,0.0,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,12.0,93.0,5.470588235294118,10.2,104.9,6.170588235294118
71,69,54,2023/3/13,36-283,BOS,@,HOU,L (-2),1,30:52:00,1.0,3.0,0.333,0.0,2.0,0,0,0.0,,1.0,4.0,5.0,3.0,1.0,2.0,0.0,1.0,2.0,6.3,0,1.0,1.0,1.0,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,10.0,50.0,2.9411764705882355,6.299999999999999,70.60000000000001,4.152941176470589
72,70,55,2023/3/15,36-285,BOS,@,MIN,W (+2),1,32:11:00,4.0,8.0,0.5,3.0,7.0,0.429,0,0.0,,1.0,2.0,3.0,5.0,1.0,2.0,0.0,0.0,11.0,14.2,3,1.0,1.0,1.0,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,14.0,45.0,2.647058823529412,14.199999999999998,61.70000000000001,3.629411764705883
73,71,56,2023/3/17,36-287,BOS,@,POR,W (+14),1,26:39:00,4.0,6.0,0.667,3.0,4.0,0.75,1,2.0,0.5,1.0,4.0,5.0,10.0,0.0,0.0,0.0,3.0,12.0,16.7,5,2.0,1.0,0.5,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,19.0,86.0,5.0588235294117645,16.3,105.4,6.2
74,72,,2023/3/18,36-288,BOS,@,UTA,L (-1),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,,75.0,4.411764705882353,0.0,89.6,5.270588235294118
75,73,57,2023/3/21,36-291,BOS,@,SAC,W (+23),1,27:02:00,4.0,6.0,0.667,3.0,5.0,0.6,0,0.0,,1.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,11.0,10.9,25,1.0,1.0,1.0,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,11.0,95.0,5.588235294117647,10.9,112.59999999999998,6.6235294117647046
76,74,58,2023/3/24,36-294,BOS,,IND,W (+25),1,28:31:00,2.0,7.0,0.286,2.0,6.0,0.333,0,0.0,,1.0,8.0,9.0,4.0,1.0,1.0,2.0,1.0,6.0,7.1,15,1.0,0.0,0.0,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,12.0,91.0,5.352941176470588,7.1,109.1,6.417647058823529
77,75,59,2023/3/26,36-296,BOS,,SAS,W (+44),1,22:09,2.0,6.0,0.333,2.0,6.0,0.333,0,0.0,,1.0,8.0,9.0,4.0,1.0,3.0,2.0,1.0,6.0,9.2,20,0.0,0.0,,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,15.0,91.0,5.352941176470588,9.2,99.7,5.864705882352942
78,76,60,2023/3/28,36-298,BOS,@,WAS,L (-19),1,25:40:00,2.0,10.0,0.2,1.0,7.0,0.143,0,0.0,,0.0,4.0,4.0,3.0,0.0,2.0,0.0,2.0,5.0,2.7,-14,3.0,1.0,0.333333333,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,4.0,72.0,4.235294117647059,2.7,84.2,4.952941176470588
79,77,61,2023/3/30,36-300,BOS,@,MIL,W (+41),1,22:28,5.0,8.0,0.625,4.0,6.0,0.667,0,0.0,,1.0,3.0,4.0,3.0,0.0,0.0,1.0,2.0,14.0,12.3,30,2.0,1.0,0.5,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,12.0,99.0,5.823529411764706,12.299999999999995,113.7,6.688235294117647
80,78,,2023/3/31,36-301,BOS,,UTA,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,,82.0,4.823529411764706,0.0,98.2,5.776470588235294
81,79,62,2023/4/4,36-305,BOS,@,PHI,L (-2),1,34:38:00,4.0,12.0,0.333,3.0,10.0,0.3,0,0.0,,3.0,5.0,8.0,6.0,0.0,0.0,0.0,4.0,11.0,10.4,-8,2.0,1.0,0.5,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,13.0,59.0,3.4705882352941178,10.4,73.59999999999998,4.329411764705881
82,80,,2023/4/5,36-306,BOS,,TOR,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,,63.0,3.7058823529411766,0.0,78.8,4.635294117647058
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,,0.0,0.0,0.0,0.0,0.0
84,81,63,2023/4/7,36-308,BOS,,TOR,W (+19),1,27:34:00,4.0,8.0,0.5,3.0,7.0,0.429,0,0.0,,0.0,5.0,5.0,3.0,0.0,3.0,1.0,2.0,11.0,10.9,16,1.0,1.0,1.0,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,13.0,94.0,5.529411764705882,10.899999999999997,105.40000000000003,6.200000000000002
85,82,,2023/4/9,36-310,BOS,,ATL,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,,78.0,4.588235294117647,0.0,83.80000000000001,4.929411764705883
