Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Jordan Poole,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
74,72,72,2023-03-18,27-040,GSW,@,MEM,L (-14),1,20:23,3.0,7.0,.429,0.0,0.0,,4,4.0,1.000,3.0,0.0,3.0,1.0,2.0,3.0,0.0,2.0,10.0,12.4,-19,7.0,3.0,0.4285714285714285,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,8.0,53.0,3.3125,10.8,71.2,4.45
75,73,73,2023-03-20,27-042,GSW,@,HOU,W (+13),1,23:47,4.0,7.0,.571,0.0,0.0,,3,6.0,.500,8.0,2.0,10.0,2.0,1.0,0.0,2.0,2.0,11.0,12.3,+4,7.0,4.0,0.5714285714285714,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,84.0,5.25,11.1,93.4,5.8375
76,74,74,2023-03-22,27-044,GSW,@,DAL,W (+2),1,27:52,4.0,5.0,.800,0.0,0.0,,4,6.0,.667,5.0,7.0,12.0,2.0,0.0,0.0,0.0,0.0,12.0,16.3,0,5.0,4.0,0.8,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,15.0,80.0,5.0,14.7,92.3,5.76875
77,75,75,2023-03-24,27-046,GSW,,PHI,W (+8),1,30:16,3.0,3.0,1.000,0.0,0.0,,0,0.0,,3.0,7.0,10.0,7.0,1.0,0.0,0.0,5.0,6.0,13.2,+4,3.0,3.0,1.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,21.0,55.0,3.4375,13.2,73.6,4.6
78,76,76,2023-03-26,27-048,GSW,,MIN,L (-3),1,30:00,1.0,4.0,.250,0.0,0.0,,1,2.0,.500,1.0,6.0,7.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,+3,4.0,1.0,0.25,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,8.0,46.0,2.875,4.599999999999999,58.6,3.6625
79,77,77,2023-03-28,27-050,GSW,,NOP,W (+11),0,22:04,0.0,4.0,.000,0.0,0.0,,3,4.0,.750,6.0,2.0,8.0,2.0,0.0,1.0,2.0,2.0,3.0,3.9,-3,4.0,0.0,0.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,4.0,89.0,5.5625,2.6999999999999984,96.0,6.0
80,78,78,2023-03-31,27-053,GSW,,SAS,W (+15),0,23:35,3.0,5.0,.600,0.0,0.0,,0,1.0,.000,2.0,7.0,9.0,3.0,1.0,0.0,0.0,3.0,6.0,8.7,+10,5.0,3.0,0.6,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,13.0,93.0,5.8125,8.7,99.3,6.20625
81,79,79,2023-04-02,27-055,GSW,@,DEN,L (-2),1,27:04,2.0,6.0,.333,0.0,0.0,,2,2.0,1.000,7.0,7.0,14.0,1.0,1.0,1.0,1.0,2.0,6.0,10.2,+3,6.0,2.0,0.3333333333333333,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,14.0,65.0,4.0625,9.4,69.2,4.325
82,80,80,2023-04-04,27-057,GSW,,OKC,W (+11),0,25:45,1.0,2.0,.500,0.0,0.0,,2,2.0,1.000,4.0,7.0,11.0,2.0,0.0,1.0,0.0,3.0,4.0,8.8,+17,2.0,1.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,14.0,87.0,5.4375,7.999999999999999,99.8,6.2375
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,,0.0,0.0,0.0,0.0,0.0
84,81,81,2023-04-07,27-060,GSW,@,SAC,W (+22),1,29:24,3.0,4.0,.750,0.0,0.0,,0,0.0,,5.0,11.0,16.0,7.0,2.0,0.0,1.0,3.0,6.0,15.9,+17,4.0,3.0,0.75,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,26.0,72.0,4.5,15.9,78.4,4.9
85,82,82,2023-04-09,27-062,GSW,@,POR,W (+56),1,21:10,2.0,4.0,.500,0.0,0.0,,0,0.0,,3.0,5.0,8.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,+26,4.0,2.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,150.0,9.375,7.999999999999998,139.3,8.70625
