Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
63,61,51,2023-02-26,26-026,GSW,,MIN,W (+5),1,38:10,7.0,13.0,.538,4.0,9.0,.444,3,4.0,.750,2.0,6.0,8.0,5.0,4.0,0.0,3.0,0.0,21.0,22.0,+9,4.0,3.0,0.75,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,18.0,60.0,3.75,20.8,61.5,3.84375
64,62,52,2023-02-28,26-028,GSW,,POR,W (+18),1,32:43,8.0,11.0,.727,5.0,7.0,.714,0,0.0,,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,21.0,20.0,+15,4.0,3.0,0.75,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,16.0,69.0,4.3125,20.0,75.7,4.73125
65,63,53,2023-03-02,26-030,GSW,,LAC,W (+24),1,31:24,2.0,10.0,.200,1.0,6.0,.167,0,0.0,,5.0,6.0,11.0,0.0,2.0,2.0,1.0,1.0,5.0,6.1,+22,4.0,1.0,0.25,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,86.0,5.375,6.100000000000001,84.3,5.26875
66,64,54,2023-03-03,26-031,GSW,,NOP,W (+9),1,31:54,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,2.0,5.0,7.0,6.0,1.0,0.0,2.0,4.0,3.0,5.8,+1,0.0,0.0,,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,70.0,4.375,5.800000000000001,74.7,4.66875
67,65,55,2023-03-05,26-033,GSW,@,LAL,L (-8),1,37:01,2.0,8.0,.250,2.0,6.0,.333,5,5.0,1.000,1.0,6.0,7.0,6.0,0.0,1.0,0.0,3.0,11.0,12.4,+2,2.0,0.0,0.0,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,55.0,3.4375,10.4,58.2,3.6375
68,66,56,2023-03-07,26-035,GSW,@,OKC,L (-9),1,33:12,2.0,8.0,.250,1.0,6.0,.167,2,2.0,1.000,3.0,3.0,6.0,7.0,3.0,0.0,2.0,5.0,7.0,9.1,-10,2.0,1.0,0.5,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,11.0,79.0,4.9375,8.299999999999999,88.80000000000001,5.550000000000001
69,67,57,2023-03-09,26-037,GSW,@,MEM,L (-21),1,21:24,1.0,5.0,.200,0.0,4.0,.000,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,-0.8,-25,1.0,1.0,1.0,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,-1.0,64.0,4.0,-0.8000000000000004,75.8,4.7375
70,68,58,2023-03-11,26-039,GSW,,MIL,W (+9),1,37:14,7.0,16.0,.438,6.0,12.0,.500,0,0.0,,2.0,8.0,10.0,3.0,2.0,1.0,1.0,3.0,20.0,18.0,+19,4.0,1.0,0.25,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,19.0,88.0,5.5,17.999999999999996,86.20000000000002,5.387500000000001
71,69,59,2023-03-13,26-041,GSW,,PHO,W (+11),1,31:00,4.0,9.0,.444,2.0,6.0,.333,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,10.0,4.2,+3,3.0,2.0,0.6666666666666666,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,82.0,5.125,4.199999999999999,94.4,5.9
72,70,60,2023-03-15,26-043,GSW,@,LAC,L (-8),1,32:52,4.0,10.0,.400,2.0,7.0,.286,0,0.0,,1.0,5.0,6.0,3.0,1.0,0.0,1.0,4.0,10.0,7.3,-12,3.0,2.0,0.6666666666666666,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,68.0,4.25,7.299999999999999,83.6,5.225
73,71,61,2023-03-17,26-045,GSW,@,ATL,L (-8),1,35:49,6.0,13.0,.462,3.0,9.0,.333,3,4.0,.750,0.0,3.0,3.0,6.0,1.0,0.0,0.0,0.0,18.0,17.0,-6,4.0,3.0,0.75,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,11.0,70.0,4.375,15.8,74.9,4.68125
74,72,62,2023-03-18,26-046,GSW,@,MEM,L (-14),1,22:30,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,2.0,3.0,5.0,7.0,0.0,0.0,3.0,2.0,3.0,4.7,-10,1.0,0.0,0.0,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,52.0,3.25,4.699999999999998,77.3,4.83125
75,73,63,2023-03-20,26-048,GSW,@,HOU,W (+13),1,19:15,1.0,6.0,.167,1.0,5.0,.200,2,2.0,1.000,1.0,2.0,3.0,2.0,3.0,0.0,3.0,2.0,5.0,3.1,0,1.0,0.0,0.0,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,91.0,5.6875,2.3000000000000007,102.2,6.3875
76,74,64,2023-03-22,26-050,GSW,@,DAL,W (+2),1,24:16,4.0,10.0,.400,4.0,10.0,.400,2,2.0,1.000,1.0,2.0,3.0,1.0,2.0,0.0,4.0,1.0,14.0,8.2,+7,0.0,0.0,,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,4.0,91.0,5.6875,7.4,99.6,6.225
77,75,65,2023-03-24,26-052,GSW,,PHI,W (+8),1,18:59,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,-2.3,-4,0.0,0.0,,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,0.0,76.0,4.75,-2.3000000000000003,89.1,5.56875
78,76,66,2023-03-26,26-054,GSW,,MIN,L (-3),1,20:40,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,1.8,-1,1.0,1.0,1.0,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,49.0,3.0625,1.799999999999999,61.39999999999999,3.8374999999999995
79,77,67,2023-03-28,26-056,GSW,,NOP,W (+11),1,22:52,4.0,8.0,.500,1.0,4.0,.250,4,5.0,.800,2.0,5.0,7.0,2.0,1.0,0.0,3.0,1.0,13.0,10.5,-5,4.0,3.0,0.75,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,7.0,86.0,5.375,8.899999999999999,89.8,5.6125
80,78,68,2023-03-31,26-059,GSW,,SAS,W (+15),1,20:25,0.0,4.0,.000,0.0,4.0,.000,1,2.0,.500,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,1.6,+1,0.0,0.0,,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,1.0,105.0,6.5625,1.2000000000000002,106.8,6.675
81,79,69,2023-04-02,26-061,GSW,@,DEN,L (-2),1,31:34,8.0,12.0,.667,1.0,4.0,.250,1,1.0,1.000,5.0,8.0,13.0,4.0,2.0,0.0,3.0,3.0,18.0,19.3,+12,8.0,7.0,0.875,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,21.0,58.0,3.625,18.9,59.7,3.73125
82,80,70,2023-04-04,26-063,GSW,,OKC,W (+11),0,31:33,6.0,10.0,.600,4.0,8.0,.500,0,2.0,.000,3.0,3.0,6.0,5.0,2.0,0.0,2.0,2.0,16.0,16.3,+28,2.0,2.0,1.0,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,15.0,86.0,5.375,16.299999999999997,91.5,5.71875
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,,0.0,0.0,0.0,0.0,0.0
84,81,71,2023-04-07,26-066,GSW,@,SAC,W (+22),1,29:25,7.0,10.0,.700,4.0,6.0,.667,0,0.0,,1.0,5.0,6.0,9.0,1.0,0.0,2.0,1.0,18.0,20.9,+33,4.0,3.0,0.75,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,22.0,76.0,4.75,20.9,73.4,4.5875
85,82,72,2023-04-09,26-068,GSW,@,POR,W (+56),1,21:17,3.0,7.0,.429,2.0,5.0,.400,2,2.0,1.000,1.0,5.0,6.0,8.0,5.0,0.0,2.0,0.0,10.0,17.1,+21,2.0,1.0,0.5,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,18.0,144.0,9.0,16.3,131.0,8.1875
