Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
63,61,41,2023-02-26,32-250,GSW,,MIN,W (+5),0,12:00,1.0,4.0,.250,1.0,3.0,.333,1,2.0,.500,2.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,4.0,2.3,-7,1.0,0.0,0.0,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,1.0,77.0,4.8125,1.9000000000000008,80.39999999999999,5.0249999999999995
64,62,42,2023-02-28,32-252,GSW,,POR,W (+18),0,4:37,1.0,2.0,.500,0.0,0.0,,0,0.0,,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.7,-11,2.0,1.0,0.5,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,2.0,83.0,5.1875,1.7000000000000002,94.0,5.875
65,63,43,2023-03-02,32-254,GSW,,LAC,W (+24),0,4:38,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-2,0.0,0.0,,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,0.0,95.0,5.9375,-0.4,90.8,5.675
66,64,44,2023-03-03,32-255,GSW,,NOP,W (+9),0,15:23,5.0,7.0,.714,1.0,2.0,.500,3,4.0,.750,1.0,5.0,6.0,1.0,0.0,2.0,0.0,1.0,14.0,14.6,-1,5.0,4.0,0.8,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,12.0,70.0,4.375,13.4,67.10000000000001,4.1937500000000005
67,65,45,2023-03-05,32-257,GSW,@,LAL,L (-8),0,4:26,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.3,0,0.0,0.0,,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,2.0,65.0,4.0625,2.3,66.3,4.14375
68,66,46,2023-03-07,32-259,GSW,@,OKC,L (-9),0,12:56,2.0,3.0,.667,1.0,2.0,.500,4,4.0,1.000,1.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,9.0,8.6,-3,1.0,1.0,1.0,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,6.0,84.0,5.25,6.999999999999999,90.1,5.63125
69,67,47,2023-03-09,32-261,GSW,@,MEM,L (-21),0,17:52,3.0,8.0,.375,3.0,7.0,.429,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.2,-17,1.0,0.0,0.0,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,1.0,62.0,3.875,4.199999999999999,70.8,4.425
70,68,48,2023-03-11,32-263,GSW,,MIL,W (+9),0,23:12,7.0,10.0,.700,4.0,6.0,.667,0,0.0,,1.0,5.0,6.0,1.0,1.0,1.0,0.0,2.0,18.0,17.6,-14,4.0,3.0,0.75,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,17.0,90.0,5.625,17.599999999999998,86.60000000000002,5.412500000000001
71,69,49,2023-03-13,32-265,GSW,,PHO,W (+11),0,21:07,3.0,5.0,.600,1.0,3.0,.333,2,2.0,1.000,1.0,6.0,7.0,1.0,2.0,1.0,1.0,3.0,9.0,10.4,+1,2.0,2.0,1.0,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,12.0,72.0,4.5,9.599999999999998,89.0,5.5625
72,70,50,2023-03-15,32-267,GSW,@,LAC,L (-8),0,15:31,2.0,2.0,1.000,0.0,0.0,,3,3.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,7.0,5.5,-6,2.0,2.0,1.0,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,4.0,73.0,4.5625,4.299999999999999,86.6,5.4125
73,71,51,2023-03-17,32-269,GSW,@,ATL,L (-8),0,13:54,2.0,3.0,.667,0.0,0.0,,2,2.0,1.000,2.0,1.0,3.0,0.0,0.0,2.0,1.0,4.0,6.0,5.2,-9,3.0,2.0,0.6666666666666666,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,5.0,76.0,4.75,4.4,86.30000000000001,5.393750000000001
74,72,52,2023-03-18,32-270,GSW,@,MEM,L (-14),0,10:29,1.0,2.0,.500,0.0,0.0,,0,0.0,,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,4.1,-6,2.0,1.0,0.5,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,5.0,56.0,3.5,4.1,77.89999999999999,4.8687499999999995
75,73,53,2023-03-20,32-272,GSW,@,HOU,W (+13),0,12:54,2.0,5.0,.400,0.0,2.0,.000,0,0.0,,3.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,6.1,+4,3.0,2.0,0.6666666666666666,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,6.0,87.0,5.4375,6.1,98.4,6.15
76,74,54,2023-03-22,32-274,GSW,@,DAL,W (+2),0,8:43,4.0,5.0,.800,0.0,0.0,,1,1.0,1.000,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,7.7,-3,5.0,4.0,0.8,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,5.0,90.0,5.625,7.299999999999999,99.7,6.23125
77,75,55,2023-03-24,32-276,GSW,,PHI,W (+8),0,13:31,4.0,5.0,.800,2.0,3.0,.667,2,2.0,1.000,3.0,3.0,6.0,0.0,1.0,0.0,0.0,1.0,12.0,13.7,+4,2.0,2.0,1.0,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,12.0,64.0,4.0,12.899999999999997,73.9,4.61875
78,76,56,2023-03-26,32-278,GSW,,MIN,L (-3),0,3:57,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,+8,1.0,0.0,0.0,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,-1.0,55.0,3.4375,-0.7,63.89999999999999,3.9937499999999995
79,77,,2023-03-28,32-280,GSW,,NOP,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,,93.0,5.8125,0.0,98.7,6.16875
80,78,,2023-03-31,32-283,GSW,,SAS,W (+15),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,,106.0,6.625,0.0,108.0,6.75
81,79,,2023-04-02,32-285,GSW,@,DEN,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,,79.0,4.9375,0.0,78.6,4.9125
82,80,,2023-04-04,32-287,GSW,,OKC,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,,101.0,6.3125,0.0,107.8,6.7375
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,32-290,GSW,@,SAC,W (+22),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,,98.0,6.125,0.0,94.3,5.89375
85,82,57,2023-04-09,32-292,GSW,@,POR,W (+56),0,11:58,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.3,+10,1.0,1.0,1.0,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,3.0,159.0,9.9375,2.3,145.0,9.0625
