Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
57.0,56.0,2023-02-10,24-304,NOP,CLE,0.0,20.633333333333333,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,7.0,2.0,0.0,2.0,2.0,5.0,7.1,0.0,2.0,1.0,0.5,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,8.0,79.0,4.9375,7.099999999999998,82.19999999999999,5.137499999999999,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+32),W (+32)
58.0,57.0,2023-02-13,24-307,NOP,OKC,1.0,28.98333333333333,6.0,11.0,0.545,2.0,6.0,0.333,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,14.0,7.5,-4.0,5.0,4.0,0.8,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,5.0,50.0,3.125,7.499999999999998,58.89999999999999,3.68125,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+9),W (+9)
59.0,58.0,2023-02-15,24-309,NOP,LAL,0.0,24.3,1.0,7.0,0.143,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,3.0,0.0,0.0,0.0,4.0,2.0,-1.0,-4.0,5.0,1.0,0.2,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,0.0,70.0,4.375,-1.0000000000000004,70.69999999999999,4.418749999999999,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-11),L (-11)
60.0,59.0,2023-02-23,24-317,NOP,TOR,0.0,14.733333333333333,3.0,5.0,0.6,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,7.0,7.0,-2.0,3.0,2.0,0.6666666666666666,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,6.0,75.0,4.6875,7.0,73.5,4.59375,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+3),W (+3)
61.0,60.0,2023-02-25,24-319,NOP,NYK,0.0,15.866666666666667,3.0,7.0,0.429,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,6.0,4.2,-12.0,4.0,3.0,0.75,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,3.0,57.0,3.5625,4.199999999999999,62.500000000000014,3.906250000000001,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-18),L (-18)
62.0,61.0,2023-02-27,24-321,NOP,ORL,0.0,15.1,3.0,7.0,0.429,1.0,3.0,0.333,0.0,0.0,,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,7.0,5.0,-10.0,4.0,2.0,0.5,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,3.0,49.0,3.0625,5.000000000000001,48.9,3.05625,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-5),L (-5)
63.0,,2023-03-01,24-323,NOP,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,102.0,6.375,0.0,96.3,6.01875,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,,
64.0,,2023-03-03,24-325,NOP,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,55.0,3.4375,0.0,63.39999999999999,3.9625,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-22),L (-22)
65.0,,2023-03-06,24-328,NOP,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,109.0,6.8125,0.0,88.79999999999998,5.549999999999999,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-8),L (-8)
66.0,,2023-03-08,24-330,NOP,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,87.0,5.4375,0.0,89.49999999999999,5.593749999999999,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+11),W (+11)
67.0,,2023-03-11,24-333,NOP,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,71.0,4.4375,0.0,64.5,4.03125,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-9),L (-9)
68.0,,2023-03-12,24-334,NOP,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,91.0,5.6875,0.0,89.3,5.58125,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-15),L (-15)
69.0,,2023-03-14,24-336,NOP,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,71.0,4.4375,0.0,76.80000000000001,4.800000000000001,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+7),W (+7)
70.0,,2023-03-17,24-339,NOP,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,81.0,5.0625,0.0,84.9,5.30625,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-14),L (-14)
71.0,,2023-03-19,24-341,NOP,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,99.0,6.1875,0.0,96.6,6.0375,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+17),W (+17)
72.0,,2023-03-21,24-343,NOP,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,86.0,5.375,0.0,87.69999999999999,5.481249999999999,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-15),L (-15)
73.0,,2023-03-23,24-345,NOP,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,87.0,5.4375,0.0,93.9,5.86875,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-2),L (-2)
74.0,,2023-03-25,24-347,NOP,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,125.0,7.8125,0.0,117.5,7.34375,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+10),W (+10)
75.0,,2023-03-27,24-349,NOP,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,112.0,7.0,0.0,101.1,6.31875,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+35),W (+35)
76.0,,2023-03-28,24-350,NOP,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,68.0,4.25,0.0,73.29999999999998,4.581249999999999,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+19),W (+19)
77.0,,2023-03-30,24-352,NOP,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,84.0,5.25,0.0,77.49999999999999,4.843749999999999,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+21),W (+21)
78.0,,2023-04-01,24-354,NOP,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,62.0,3.875,0.0,92.9,5.80625,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+34),W (+34)
79.0,,2023-04-04,24-357,NOP,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,64.0,4.0,0.0,71.80000000000001,4.487500000000001,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-11),L (-11)
80.0,,2023-04-05,24-358,NOP,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,91.0,5.6875,0.0,108.10000000000002,6.756250000000001,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+19),W (+19)
81.0,,2023-04-07,24-360,NOP,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,94.0,5.875,0.0,85.8,5.3625,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+8),W (+8)
82.0,,2023-04-09,24-362,NOP,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,55.0,3.4375,0.0,71.9,4.49375,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-18),L (-18)
