Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
61,60,,2023-02-15,22-150,CHO,,SAS,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,87.0,4.833333333333333,0.0,98.7,5.483333333333333
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-24,22-159,CHO,@,MIN,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,88.0,4.888888888888889,0.0,102.0,5.666666666666667
64,62,,2023-02-25,22-160,CHO,,MIA,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,66.0,3.6666666666666665,0.0,81.0,4.5
65,63,,2023-02-27,22-162,CHO,,DET,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,81.0,4.5,0.0,93.9,5.216666666666667
66,64,,2023-03-01,22-164,CHO,,PHO,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,48.0,2.6666666666666665,0.0,65.00000000000001,3.611111111111112
67,65,,2023-03-03,22-166,CHO,,ORL,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,61.0,3.388888888888889,0.0,80.00000000000001,4.4444444444444455
68,66,,2023-03-05,22-168,CHO,@,BRK,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,44.0,2.4444444444444446,0.0,53.1,2.95
69,67,,2023-03-07,22-170,CHO,@,NYK,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,78.0,4.333333333333333,0.0,93.3,5.183333333333334
70,68,,2023-03-09,22-172,CHO,@,DET,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,80.0,4.444444444444445,0.0,102.1,5.672222222222222
71,69,,2023-03-11,22-174,CHO,,UTA,L (-8),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,77.0,4.277777777777778,0.0,94.09999999999998,5.227777777777777
72,70,,2023-03-12,22-175,CHO,,CLE,L (-6),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,70.0,3.888888888888889,0.0,81.0,4.5
73,71,,2023-03-14,22-177,CHO,,CLE,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,76.0,4.222222222222222,0.0,84.89999999999999,4.716666666666666
74,72,,2023-03-17,22-180,CHO,,PHI,L (-39),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,36.0,2.0,0.0,53.6,2.977777777777778
75,73,,2023-03-20,22-183,CHO,,IND,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,70.0,3.888888888888889,0.0,94.4,5.2444444444444445
76,74,,2023-03-23,22-186,CHO,@,NOP,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,54.0,3.0,0.0,63.49999999999999,3.5277777777777772
77,75,27,2023-03-24,22-187,CHO,@,DAL,W (+8),0,1:23,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,0.0,0.0,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,0.0,84.0,4.666666666666667,0.0,103.1,5.727777777777778
78,76,28,2023-03-26,22-189,CHO,,DAL,W (+6),0,10:03,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,5.0,4.5,-8,2.0,1.0,0.5,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,5.0,72.0,4.0,4.499999999999998,78.0,4.333333333333333
79,77,29,2023-03-28,22-191,CHO,@,OKC,W (+3),0,19:08,2.0,8.0,.250,1.0,5.0,.200,1,2.0,.500,1.0,3.0,4.0,5.0,0.0,0.0,2.0,4.0,6.0,2.3,-8,3.0,1.0,0.3333333333333333,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,3.0,91.0,5.055555555555555,1.9000000000000008,106.79999999999998,5.933333333333333
80,78,30,2023-03-31,22-194,CHO,,CHI,L (-30),0,31:09,8.0,16.0,.500,6.0,11.0,.545,0,0.0,,1.0,5.0,6.0,4.0,0.0,0.0,2.0,2.0,22.0,16.2,-15,5.0,2.0,0.4,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,14.0,39.0,2.1666666666666665,16.2,38.2,2.1222222222222222
81,79,31,2023-04-02,22-196,CHO,,TOR,L (-20),0,25:14,7.0,11.0,.636,5.0,7.0,.714,2,2.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,21.0,14.0,-18,4.0,2.0,0.5,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,8.0,46.0,2.555555555555556,13.200000000000005,55.49999999999999,3.083333333333333
82,80,32,2023-04-04,22-198,CHO,,TOR,L (-20),0,22:21,3.0,9.0,.333,2.0,6.0,.333,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,8.0,0.6,-12,3.0,1.0,0.3333333333333333,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,-1.0,63.0,3.5,0.6000000000000001,64.1,3.561111111111111
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,,0.0,0.0,0.0,0.0,0.0
84,81,33,2023-04-07,22-201,CHO,,HOU,L (-3),0,25:56,3.0,10.0,.300,0.0,5.0,.000,0,1.0,.000,0.0,3.0,3.0,3.0,0.0,0.0,4.0,5.0,6.0,-3.2,-8,5.0,3.0,0.6,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,-3.0,67.0,3.7222222222222223,-3.2000000000000006,85.3,4.738888888888889
85,82,34,2023-04-09,22-203,CHO,@,CLE,W (+11),0,26:33,4.0,12.0,.333,2.0,8.0,.250,2,3.0,.667,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,12.0,3.6,-1,4.0,2.0,0.5,19,2,17,14,26,29,24,23,5,7,12,26,32,29,17,32,46.0,7.0,54.0,50.0,80.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4130434782608695,0.2857142857142857,0.3148148148148148,0.28,0.325,0.4202898550724637,0.5217391304347826,0.4791666666666667,1.0,0.1944444444444444,0.2790697674418604,0.3291139240506329,0.4923076923076923,0.3972602739726027,0.2698412698412698,0.7272727272727273,0.0,15,8,67.0,32.0,0.0,0.25,18,-2.0,64.0,3.555555555555556,2.8000000000000007,77.3,4.294444444444444
