Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
54,53,42,2023-02-04,28-060,MIL,,MIA,W (+8),1,35:58,13.0,19.0,.684,0.0,2.0,.000,9,16.0,.563,1.0,14.0,15.0,11.0,1.0,1.0,3.0,2.0,35.0,34.6,+19,17.0,13.0,0.7647058823529411,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,25.0,57.0,3.0,31.00000000000002,67.19999999999999,3.5368421052631573
55,54,43,2023-02-06,28-062,MIL,@,POR,W (+19),1,22:53,9.0,14.0,.643,0.0,1.0,.000,6,8.0,.750,4.0,9.0,13.0,8.0,0.0,0.0,6.0,5.0,24.0,20.1,+17,13.0,9.0,0.6923076923076923,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,17.0,74.0,3.8947368421052633,17.700000000000006,76.0,4.0
56,55,44,2023-02-09,28-065,MIL,@,LAL,W (+9),1,35:56,14.0,23.0,.609,1.0,4.0,.250,9,13.0,.692,2.0,8.0,10.0,6.0,1.0,1.0,2.0,3.0,38.0,32.4,+8,19.0,13.0,0.6842105263157895,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,18.0,57.0,3.0,28.8,57.99999999999999,3.052631578947368
57,56,45,2023-02-10,28-066,MIL,@,LAC,W (+13),1,30:27,13.0,25.0,.520,1.0,2.0,.500,8,11.0,.727,1.0,7.0,8.0,6.0,2.0,0.0,2.0,2.0,35.0,27.7,+20,23.0,12.0,0.5217391304347826,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,13.0,73.0,3.842105263157895,24.500000000000004,70.5,3.710526315789474
58,57,46,2023-02-14,28-070,MIL,,BOS,W (+6),1,45:55,12.0,26.0,.462,1.0,3.0,.333,11,19.0,.579,1.0,12.0,13.0,9.0,0.0,2.0,8.0,4.0,36.0,21.8,+14,23.0,11.0,0.4782608695652174,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,7.0,68.0,3.5789473684210527,17.39999999999999,72.7,3.8263157894736843
59,58,47,2023-02-16,28-072,MIL,@,CHI,W (+12),1,9:20,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,1.0,6.0,7.0,3.0,0.0,0.0,1.0,1.0,2.0,2.8,+9,3.0,1.0,0.3333333333333333,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,7.0,74.0,3.8947368421052633,2.7999999999999994,84.59999999999998,4.452631578947368
60,59,48,2023-02-24,28-080,MIL,,MIA,W (+29),1,6:28,2.0,4.0,.500,0.0,0.0,,0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,6.0,+5,4.0,2.0,0.5,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,8.0,73.0,3.842105263157895,6.000000000000001,83.80000000000001,4.4105263157894745
61,60,,2023-02-26,28-082,MIL,,PHO,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,,48.0,2.526315789473684,0.0,60.20000000000001,3.1684210526315795
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,,0.0,0.0,0.0,0.0,0.0
63,61,49,2023-02-28,28-084,MIL,@,BRK,W (+14),1,28:28,15.0,27.0,.556,1.0,2.0,.500,2,6.0,.333,3.0,12.0,15.0,4.0,1.0,0.0,5.0,4.0,33.0,21.4,+11,25.0,14.0,0.56,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,15.0,70.0,3.684210526315789,20.6,72.10000000000001,3.7947368421052636
64,62,50,2023-03-01,28-085,MIL,,ORL,W (+22),1,27:42,10.0,14.0,.714,3.0,4.0,.750,8,10.0,.800,0.0,7.0,7.0,6.0,0.0,1.0,3.0,1.0,31.0,28.0,+19,10.0,7.0,0.7,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,18.0,81.0,4.2631578947368425,24.800000000000004,87.60000000000001,4.610526315789474
65,63,51,2023-03-04,28-088,MIL,,PHI,L (-3),1,35:25,9.0,21.0,.429,0.0,3.0,.000,16,18.0,.889,4.0,9.0,13.0,4.0,1.0,1.0,7.0,5.0,34.0,23.1,-14,18.0,9.0,0.5,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,7.0,83.0,4.368421052631579,16.700000000000006,86.5,4.552631578947368
66,64,52,2023-03-05,28-089,MIL,@,WAS,W (+6),1,36:13,6.0,11.0,.545,0.0,0.0,,11,15.0,.733,1.0,8.0,9.0,13.0,0.0,3.0,3.0,1.0,23.0,27.0,+15,11.0,6.0,0.5454545454545454,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,19.0,68.0,3.5789473684210527,22.6,72.7,3.8263157894736843
67,65,,2023-03-07,28-091,MIL,@,ORL,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,,67.0,3.526315789473684,0.0,86.10000000000002,4.5315789473684225
68,66,,2023-03-09,28-093,MIL,,BRK,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,,87.0,4.578947368421052,0.0,93.7,4.931578947368421
69,67,,2023-03-11,28-095,MIL,@,GSW,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,,91.0,4.789473684210527,0.0,100.1,5.268421052631578
70,68,53,2023-03-13,28-097,MIL,@,SAC,W (+9),1,33:57,19.0,28.0,.679,2.0,2.0,1.000,6,7.0,.857,1.0,11.0,12.0,4.0,1.0,0.0,5.0,2.0,46.0,35.6,+15,26.0,17.0,0.6538461538461539,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,23.0,79.0,4.157894736842105,33.2,78.69999999999999,4.1421052631578945
71,69,54,2023-03-14,28-098,MIL,@,PHO,W (+12),1,35:18,11.0,23.0,.478,0.0,3.0,.000,14,24.0,.583,4.0,7.0,11.0,8.0,1.0,1.0,3.0,1.0,36.0,29.1,+11,20.0,11.0,0.55,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,7.0,50.0,2.631578947368421,23.5,54.49999999999999,2.8684210526315788
72,70,55,2023-03-16,28-100,MIL,,IND,L (-16),1,26:34,10.0,17.0,.588,0.0,0.0,,5,10.0,.500,3.0,6.0,9.0,5.0,1.0,0.0,3.0,5.0,25.0,18.5,-10,17.0,10.0,0.5882352941176471,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,10.0,64.0,3.3684210526315788,16.5,71.69999999999999,3.7736842105263153
73,71,56,2023-03-19,28-103,MIL,,TOR,W (+7),1,36:06,9.0,9.0,1.000,1.0,1.0,1.000,3,7.0,.429,1.0,11.0,12.0,10.0,0.0,2.0,3.0,1.0,22.0,26.7,-10,8.0,8.0,1.0,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,27.0,78.0,4.105263157894737,25.5,87.29999999999998,4.594736842105262
74,72,57,2023-03-22,28-106,MIL,,SAS,W (+36),1,23:46,14.0,23.0,.609,1.0,4.0,.250,2,5.0,.400,3.0,11.0,14.0,2.0,0.0,1.0,2.0,2.0,31.0,24.0,+16,19.0,13.0,0.6842105263157895,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,18.0,68.0,3.5789473684210527,23.200000000000003,78.2,4.11578947368421
75,73,58,2023-03-24,28-108,MIL,@,UTA,W (+28),1,24:51,10.0,13.0,.769,1.0,2.0,.500,3,6.0,.500,1.0,5.0,6.0,11.0,2.0,0.0,4.0,3.0,24.0,24.4,+32,11.0,9.0,0.8181818181818182,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,20.0,107.0,5.631578947368421,23.200000000000006,108.4,5.705263157894737
76,74,59,2023-03-25,28-109,MIL,@,DEN,L (-23),1,32:28,13.0,22.0,.591,0.0,3.0,.000,5,7.0,.714,1.0,8.0,9.0,4.0,4.0,0.0,4.0,2.0,31.0,25.1,-15,19.0,13.0,0.6842105263157895,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,15.0,48.0,2.526315789473684,23.1,51.0,2.6842105263157894
77,75,,2023-03-27,28-111,MIL,@,DET,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,,77.0,4.052631578947368,0.0,94.8,4.989473684210526
78,76,60,2023-03-29,28-113,MIL,@,IND,W (+13),1,32:10,14.0,18.0,.778,0.0,0.0,,10,14.0,.714,3.0,14.0,17.0,12.0,1.0,0.0,5.0,1.0,38.0,39.7,+20,18.0,14.0,0.7777777777777778,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,31.0,77.0,4.052631578947368,35.7,94.2,4.957894736842105
79,77,61,2023-03-30,28-114,MIL,,BOS,L (-41),1,25:17,11.0,27.0,.407,0.0,5.0,.000,2,3.0,.667,1.0,6.0,7.0,2.0,1.0,1.0,0.0,2.0,24.0,13.9,-32,22.0,11.0,0.5,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,5.0,30.0,1.5789473684210529,13.1,36.400000000000006,1.915789473684211
80,78,62,2023-04-02,28-117,MIL,,PHI,W (+13),1,31:48,13.0,17.0,.765,0.0,1.0,.000,7,13.0,.538,2.0,12.0,14.0,6.0,1.0,3.0,4.0,5.0,33.0,30.2,+21,16.0,13.0,0.8125,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,23.0,71.0,3.736842105263158,27.40000000000001,77.69999999999999,4.0894736842105255
81,79,63,2023-04-04,28-119,MIL,@,WAS,W (+12),1,32:48,9.0,16.0,.563,0.0,0.0,,10,17.0,.588,0.0,11.0,11.0,10.0,2.0,1.0,8.0,3.0,28.0,21.4,+18,16.0,9.0,0.5625,25,52,61,27,58,62,35,28,56,27,42,7,48,17,11,27,43,35.0,70.0,78.0,46.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7142857142857143,0.7428571428571429,0.782051282051282,0.5869565217391305,0.8055555555555556,0.7654320987654321,0.7608695652173914,0.4516129032258064,0.835820895522388,0.8181818181818182,0.0,0.8076923076923077,0.7777777777777778,0.7868852459016393,0.3953488372093023,0.6875,0.7297297297297297,0.8269230769230769,4,10,58.0,18.0,16.0,0.0689655172413793,0.5555555555555556,0.0,19,11.0,79.0,4.157894736842105,17.400000000000006,79.89999999999999,4.205263157894737
