Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
54,53,42,2023-02-04,32-237,MIL,,MIA,W (+8),1,34:22,6.0,9.0,.667,3.0,5.0,.600,0,0.0,,1.0,4.0,5.0,2.0,2.0,0.0,3.0,1.0,15.0,13.0,+5,4.0,3.0,0.75,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,12.0,70.0,3.684210526315789,12.999999999999996,85.20000000000002,4.48421052631579
55,54,43,2023-02-06,32-239,MIL,@,POR,W (+19),1,31:49,9.0,20.0,.450,2.0,8.0,.250,0,0.0,,0.0,4.0,4.0,8.0,0.0,0.0,1.0,3.0,20.0,14.2,+4,12.0,7.0,0.5833333333333334,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,11.0,80.0,4.2105263157894735,14.2,79.50000000000003,4.184210526315791
56,55,44,2023-02-09,32-242,MIL,@,LAL,W (+9),1,36:16,8.0,16.0,.500,2.0,7.0,.286,0,0.0,,1.0,6.0,7.0,7.0,0.0,0.0,1.0,2.0,18.0,15.6,+22,9.0,6.0,0.6666666666666666,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,15.0,60.0,3.1578947368421053,15.599999999999998,71.2,3.7473684210526317
57,56,45,2023-02-10,32-243,MIL,@,LAC,W (+13),1,32:33,7.0,16.0,.438,3.0,7.0,.429,2,2.0,1.000,2.0,3.0,5.0,6.0,2.0,0.0,3.0,1.0,19.0,15.7,+14,9.0,4.0,0.4444444444444444,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,11.0,75.0,3.947368421052632,14.9,80.10000000000001,4.215789473684211
58,57,46,2023-02-14,32-247,MIL,,BOS,W (+6),1,43:16,13.0,21.0,.619,8.0,12.0,.667,6,6.0,1.000,0.0,5.0,5.0,7.0,3.0,0.0,5.0,2.0,40.0,34.1,+1,9.0,5.0,0.5555555555555556,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,23.0,52.0,2.736842105263158,31.70000000000001,58.39999999999999,3.073684210526315
59,58,47,2023-02-16,32-249,MIL,@,CHI,W (+12),1,28:11,5.0,15.0,.333,2.0,8.0,.250,3,3.0,1.000,1.0,5.0,6.0,9.0,0.0,0.0,1.0,0.0,15.0,14.0,+8,7.0,3.0,0.4285714285714285,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,11.0,70.0,3.684210526315789,12.8,74.59999999999998,3.926315789473683
60,59,48,2023-02-24,32-257,MIL,,MIA,W (+29),1,28:53,9.0,14.0,.643,5.0,9.0,.556,1,2.0,.500,0.0,5.0,5.0,7.0,0.0,1.0,0.0,2.0,24.0,23.7,+26,5.0,4.0,0.8,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,21.0,60.0,3.1578947368421053,23.300000000000004,66.5,3.5
61,60,49,2023-02-26,32-259,MIL,,PHO,W (+3),1,35:11,13.0,22.0,.591,4.0,9.0,.444,3,4.0,.750,0.0,4.0,4.0,5.0,1.0,0.0,1.0,1.0,33.0,26.7,+13,13.0,9.0,0.6923076923076923,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,16.0,32.0,1.6842105263157894,25.500000000000007,34.7,1.8263157894736843
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,,0.0,0.0,0.0,0.0,0.0
63,61,50,2023-02-28,32-261,MIL,@,BRK,W (+14),1,30:16,7.0,12.0,.583,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,8.0,0.0,0.0,4.0,1.0,14.0,10.5,+1,10.0,7.0,0.7,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,9.0,76.0,4.0,10.499999999999998,82.20000000000002,4.326315789473685
64,62,51,2023-03-01,32-262,MIL,,ORL,W (+22),1,27:55,10.0,18.0,.556,1.0,7.0,.143,2,2.0,1.000,0.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,23.0,21.9,+24,11.0,9.0,0.8181818181818182,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,16.0,83.0,4.368421052631579,21.1,91.3,4.8052631578947365
65,63,52,2023-03-04,32-265,MIL,,PHI,L (-3),1,35:58,9.0,13.0,.692,5.0,8.0,.625,3,3.0,1.000,0.0,4.0,4.0,13.0,0.0,0.0,1.0,0.0,26.0,29.8,+4,5.0,4.0,0.8,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,26.0,64.0,3.3684210526315788,28.6,74.6,3.926315789473684
66,64,53,2023-03-05,32-266,MIL,@,WAS,W (+6),1,33:37,6.0,10.0,.600,3.0,5.0,.600,4,4.0,1.000,1.0,1.0,2.0,7.0,0.0,0.0,1.0,2.0,19.0,18.5,+10,5.0,3.0,0.6,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,13.0,74.0,3.8947368421052633,16.899999999999995,78.4,4.126315789473685
67,65,,2023-03-07,32-268,MIL,@,ORL,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,,67.0,3.526315789473684,0.0,86.10000000000002,4.5315789473684225
68,66,54,2023-03-09,32-270,MIL,,BRK,W (+5),1,33:10,4.0,9.0,.444,2.0,6.0,.333,1,2.0,.500,0.0,3.0,3.0,7.0,2.0,1.0,4.0,1.0,11.0,10.0,+3,3.0,2.0,0.6666666666666666,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,9.0,78.0,4.105263157894737,9.599999999999996,84.10000000000001,4.426315789473684
69,67,55,2023-03-11,32-272,MIL,@,GSW,L (-9),1,39:04,7.0,22.0,.318,4.0,11.0,.364,0,0.0,,1.0,8.0,9.0,8.0,1.0,1.0,6.0,3.0,18.0,8.6,-12,11.0,3.0,0.2727272727272727,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,9.0,82.0,4.315789473684211,8.600000000000001,91.5,4.815789473684211
70,68,56,2023-03-13,32-274,MIL,@,SAC,W (+9),1,34:23,4.0,9.0,.444,1.0,5.0,.200,2,3.0,.667,1.0,5.0,6.0,8.0,1.0,1.0,1.0,2.0,11.0,13.6,+23,4.0,3.0,0.75,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,14.0,88.0,4.631578947368421,12.799999999999995,99.1,5.21578947368421
71,69,57,2023-03-14,32-275,MIL,@,PHO,W (+12),1,35:01,4.0,14.0,.286,0.0,5.0,.000,4,4.0,1.000,2.0,4.0,6.0,5.0,1.0,1.0,6.0,2.0,12.0,4.8,+20,9.0,4.0,0.4444444444444444,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,1.0,56.0,2.9473684210526314,3.2,74.8,3.9368421052631577
72,70,58,2023-03-16,32-277,MIL,,IND,L (-16),1,32:13,8.0,12.0,.667,2.0,4.0,.500,1,2.0,.500,2.0,5.0,7.0,11.0,1.0,1.0,2.0,2.0,19.0,22.9,+2,8.0,6.0,0.75,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,23.0,51.0,2.6842105263157894,22.5,65.69999999999999,3.4578947368421047
73,71,59,2023-03-19,32-280,MIL,,TOR,W (+7),1,30:19,3.0,8.0,.375,1.0,3.0,.333,4,4.0,1.000,1.0,0.0,1.0,7.0,1.0,1.0,3.0,0.0,11.0,10.9,-5,5.0,2.0,0.4,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,6.0,99.0,5.2105263157894735,9.299999999999995,103.5,5.447368421052632
74,72,60,2023-03-22,32-283,MIL,,SAS,W (+36),1,22:36,3.0,7.0,.429,0.0,2.0,.000,1,1.0,1.000,0.0,2.0,2.0,8.0,1.0,0.0,2.0,0.0,7.0,8.5,+33,5.0,3.0,0.6,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,8.0,78.0,4.105263157894737,8.1,93.30000000000004,4.910526315789475
75,73,61,2023-03-24,32-285,MIL,@,UTA,W (+28),1,24:52,6.0,8.0,.750,4.0,5.0,.800,2,2.0,1.000,0.0,3.0,3.0,9.0,1.0,0.0,2.0,0.0,18.0,21.0,+26,3.0,2.0,0.6666666666666666,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,19.0,108.0,5.684210526315789,20.2,111.40000000000002,5.863157894736843
76,74,62,2023-03-25,32-286,MIL,@,DEN,L (-23),1,29:36,3.0,11.0,.273,1.0,5.0,.200,2,2.0,1.000,0.0,2.0,2.0,7.0,1.0,0.0,0.0,2.0,9.0,8.2,-15,6.0,2.0,0.3333333333333333,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,6.0,57.0,3.0,7.399999999999999,66.7,3.5105263157894737
77,75,,2023-03-27,32-288,MIL,@,DET,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,,77.0,4.052631578947368,0.0,94.8,4.989473684210526
78,76,63,2023-03-29,32-290,MIL,@,IND,W (+13),1,32:28,20.0,30.0,.667,3.0,6.0,.500,8,10.0,.800,5.0,3.0,8.0,8.0,1.0,1.0,6.0,3.0,51.0,41.7,+26,24.0,17.0,0.7083333333333334,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,23.0,85.0,4.473684210526316,38.5,91.4,4.810526315789474
79,77,64,2023-03-30,32-291,MIL,,BOS,L (-41),1,23:37,2.0,8.0,.250,2.0,4.0,.500,0,0.0,,1.0,5.0,6.0,4.0,0.0,0.0,3.0,0.0,6.0,3.2,-24,4.0,0.0,0.0,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,5.0,30.0,1.5789473684210529,3.200000000000001,46.3,2.4368421052631577
80,78,65,2023-04-02,32-294,MIL,,PHI,W (+13),1,34:42,7.0,11.0,.636,2.0,4.0,.500,2,2.0,1.000,1.0,2.0,3.0,3.0,4.0,0.0,2.0,1.0,18.0,18.1,+8,7.0,5.0,0.7142857142857143,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,13.0,81.0,4.2631578947368425,17.300000000000004,87.8,4.621052631578947
81,79,66,2023-04-04,32-296,MIL,@,WAS,W (+12),1,30:05,12.0,21.0,.571,2.0,6.0,.333,0,1.0,.000,3.0,6.0,9.0,10.0,0.0,0.0,2.0,4.0,26.0,23.0,+24,15.0,10.0,0.6666666666666666,27,56,65,27,56,61,66,40,29,29,40,7,52,16,11,26,43,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.7714285714285715,0.8,0.8333333333333334,0.5869565217391305,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8695652173913043,0.4677419354838709,0.8787878787878788,0.0,0.7692307692307693,0.7777777777777778,0.8524590163934426,0.3720930232558139,0.6875,0.7027027027027027,0.8269230769230769,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,21.0,69.0,3.631578947368421,23.0,74.3,3.9105263157894736
