Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
55,54,38,2023-02-06,30-031,MIL,@,POR,W (+19),1,22:19,4.0,7.0,.571,3.0,6.0,.500,0,0.0,,0.0,4.0,4.0,0.0,2.0,0.0,0.0,4.0,11.0,9.3,+14,1.0,1.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,10.0,81.0,4.2631578947368425,9.3,84.40000000000002,4.442105263157896
56,55,39,2023-02-09,30-034,MIL,@,LAL,W (+9),1,27:59,2.0,8.0,.250,1.0,5.0,.200,0,0.0,,2.0,3.0,5.0,2.0,2.0,0.0,1.0,0.0,5.0,4.9,-10,3.0,1.0,0.3333333333333333,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,5.0,70.0,3.684210526315789,4.9,81.89999999999999,4.310526315789473
57,56,40,2023-02-10,30-035,MIL,@,LAC,W (+13),1,24:00,3.0,5.0,.600,2.0,4.0,.500,0,0.0,,2.0,6.0,8.0,3.0,1.0,0.0,2.0,0.0,8.0,10.0,+19,1.0,1.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,13.0,73.0,3.842105263157895,9.999999999999998,85.0,4.473684210526316
58,57,41,2023-02-14,30-039,MIL,,BOS,W (+6),1,35:03,2.0,5.0,.400,1.0,4.0,.250,0,0.0,,1.0,7.0,8.0,3.0,0.0,1.0,1.0,1.0,5.0,6.5,-7,1.0,1.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,11.0,64.0,3.3684210526315788,6.499999999999998,83.60000000000001,4.4
59,58,,2023-02-16,30-041,MIL,@,CHI,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,,81.0,4.2631578947368425,0.0,87.39999999999998,4.599999999999999
60,59,,2023-02-24,30-049,MIL,,MIA,W (+29),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,,81.0,4.2631578947368425,0.0,89.80000000000001,4.726315789473685
61,60,42,2023-02-26,30-051,MIL,,PHO,W (+3),0,12:39,0.0,4.0,.000,0.0,4.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.9,-8,0.0,0.0,,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,-1.0,49.0,2.5789473684210527,-1.9,62.10000000000001,3.2684210526315796
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,,0.0,0.0,0.0,0.0,0.0
63,61,43,2023-02-28,30-053,MIL,@,BRK,W (+14),1,22:27,2.0,6.0,.333,1.0,4.0,.250,0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,0.0,3.0,5.0,3.7,+12,2.0,1.0,0.5,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,6.0,79.0,4.157894736842105,3.7,89.00000000000001,4.68421052631579
64,62,44,2023-03-01,30-054,MIL,,ORL,W (+22),1,23:37,3.0,8.0,.375,3.0,8.0,.375,1,2.0,.500,0.0,6.0,6.0,2.0,0.0,0.0,1.0,2.0,10.0,6.6,+20,0.0,0.0,,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,7.0,92.0,4.842105263157895,6.2,106.2,5.589473684210526
65,63,45,2023-03-04,30-057,MIL,,PHI,L (-3),1,17:12,0.0,2.0,.000,0.0,1.0,.000,1,1.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.2,+8,1.0,0.0,0.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,0.0,90.0,4.7368421052631575,-0.5999999999999999,103.79999999999998,5.463157894736841
66,64,46,2023-03-05,30-058,MIL,@,WAS,W (+6),1,24:30,3.0,8.0,.375,2.0,7.0,.286,0,0.0,,2.0,5.0,7.0,2.0,1.0,0.0,0.0,0.0,8.0,8.9,+8,1.0,1.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,10.0,77.0,4.052631578947368,8.9,86.39999999999999,4.5473684210526315
67,65,47,2023-03-07,30-060,MIL,@,ORL,W (+11),0,21:05,1.0,4.0,.250,0.0,3.0,.000,4,4.0,1.000,0.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,6.0,4.8,+13,1.0,1.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,3.0,64.0,3.3684210526315788,3.2,82.90000000000002,4.363157894736843
68,66,48,2023-03-09,30-062,MIL,,BRK,W (+5),0,16:45,3.0,5.0,.600,2.0,4.0,.500,0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,8.0,6.3,0,1.0,1.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,6.0,81.0,4.2631578947368425,6.3,87.4,4.6000000000000005
69,67,49,2023-03-11,30-064,MIL,@,GSW,L (-9),0,23:24,1.0,7.0,.143,1.0,5.0,.200,0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,1.1,+7,2.0,0.0,0.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,1.0,90.0,4.7368421052631575,1.1000000000000003,99.0,5.2105263157894735
70,68,50,2023-03-13,30-066,MIL,@,SAC,W (+9),0,21:28,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.1,-1,1.0,1.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,2.0,100.0,5.2631578947368425,0.1000000000000003,111.8,5.88421052631579
71,69,51,2023-03-14,30-067,MIL,@,PHO,W (+12),1,25:30,2.0,6.0,.333,2.0,6.0,.333,2,3.0,.667,0.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,8.0,7.8,+21,0.0,0.0,,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,6.0,51.0,2.6842105263157894,7.0,71.0,3.736842105263158
72,70,52,2023-03-16,30-069,MIL,,IND,L (-16),1,30:50,4.0,10.0,.400,1.0,6.0,.167,1,2.0,.500,2.0,4.0,6.0,1.0,3.0,0.0,0.0,0.0,10.0,10.5,-12,4.0,3.0,0.75,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,8.0,66.0,3.473684210526316,10.099999999999998,78.1,4.110526315789474
73,71,53,2023-03-19,30-072,MIL,,TOR,W (+7),0,18:26,3.0,4.0,.750,1.0,2.0,.500,1,1.0,1.000,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,8.8,+1,2.0,2.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,7.0,98.0,5.157894736842105,8.4,104.39999999999998,5.494736842105262
74,72,54,2023-03-22,30-075,MIL,,SAS,W (+36),0,27:26,2.0,7.0,.286,1.0,5.0,.200,0,0.0,,3.0,7.0,10.0,1.0,1.0,0.0,0.0,2.0,5.0,6.0,+19,2.0,1.0,0.5,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,10.0,76.0,4.0,6.0,95.40000000000002,5.021052631578948
75,73,55,2023-03-24,30-077,MIL,@,UTA,W (+28),1,29:18,8.0,12.0,.667,6.0,10.0,.600,0,0.0,,1.0,4.0,5.0,2.0,0.0,2.0,1.0,2.0,22.0,19.7,+19,2.0,2.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,18.0,109.0,5.7368421052631575,19.7,111.90000000000002,5.889473684210527
76,74,56,2023-03-25,30-078,MIL,@,DEN,L (-23),0,23:40,2.0,5.0,.400,1.0,4.0,.250,0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,2.0,3.0,5.0,1.7,-22,1.0,1.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,4.0,59.0,3.1052631578947367,1.7000000000000002,72.39999999999999,3.810526315789473
77,75,57,2023-03-27,30-080,MIL,@,DET,W (+9),0,18:04,3.0,8.0,.375,1.0,6.0,.167,0,0.0,,2.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,7.0,4.1,-9,2.0,2.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,4.0,73.0,3.842105263157895,4.1000000000000005,90.7,4.773684210526316
78,76,58,2023-03-29,30-082,MIL,@,IND,W (+13),0,19:42,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.3,-1,1.0,0.0,0.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,1.0,107.0,5.631578947368421,-1.2999999999999998,131.2,6.905263157894736
79,77,59,2023-03-30,30-083,MIL,,BOS,L (-41),0,16:24,3.0,4.0,.750,2.0,2.0,1.000,0,0.0,,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,8.0,8.5,-2,2.0,1.0,0.5,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,8.0,27.0,1.4210526315789471,8.5,41.00000000000001,2.1578947368421058
80,78,60,2023-04-02,30-086,MIL,,PHI,W (+13),0,1:26,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-6,0.0,0.0,,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,1.0,93.0,4.894736842105263,0.3,104.8,5.515789473684211
81,79,61,2023-04-04,30-088,MIL,@,WAS,W (+12),1,5:40,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,+1,0.0,0.0,,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,-1.0,91.0,4.789473684210527,-0.7,98.0,5.157894736842105
82,80,,2023-04-05,30-089,MIL,,CHI,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,,82.0,4.315789473684211,0.0,91.10000000000002,4.794736842105264
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,,0.0,0.0,0.0,0.0,0.0
