Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
54,53,49,2023-02-04,27-119,MIL,,MIA,W (+8),1,33:23,7.0,11.0,.636,4.0,7.0,.571,1,1.0,1.000,2.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0,19.0,19.1,+21,4.0,3.0,0.75,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,15.0,67.0,3.526315789473684,18.700000000000003,79.50000000000001,4.18421052631579
55,54,50,2023-02-06,27-121,MIL,@,POR,W (+19),1,25:06,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,0.7,+14,0.0,0.0,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,3.0,88.0,4.631578947368421,0.7000000000000002,93.0,4.894736842105263
56,55,51,2023-02-09,27-124,MIL,@,LAL,W (+9),1,28:19,4.0,11.0,.364,4.0,11.0,.364,0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,6.1,+6,0.0,0.0,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,4.0,71.0,3.736842105263158,6.1,80.69999999999999,4.247368421052631
57,56,52,2023-02-10,27-125,MIL,@,LAC,W (+13),1,28:29,2.0,6.0,.333,2.0,5.0,.400,1,1.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,3.3,+15,1.0,0.0,0.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,0.0,86.0,4.526315789473684,2.900000000000001,92.1,4.847368421052631
58,57,53,2023-02-14,27-129,MIL,,BOS,W (+6),1,35:40,3.0,5.0,.600,2.0,3.0,.667,5,5.0,1.000,1.0,3.0,4.0,2.0,1.0,0.0,0.0,3.0,13.0,13.5,-10,2.0,1.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,10.0,65.0,3.421052631578948,11.499999999999996,78.60000000000001,4.136842105263159
59,58,54,2023-02-16,27-131,MIL,@,CHI,W (+12),1,27:49,4.0,10.0,.400,2.0,6.0,.333,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,3.0,1.0,10.0,2.8,+21,4.0,2.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,1.0,80.0,4.2105263157894735,2.799999999999999,84.59999999999998,4.452631578947368
60,59,55,2023-02-24,27-139,MIL,,MIA,W (+29),1,28:05,5.0,12.0,.417,4.0,8.0,.500,2,2.0,1.000,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,16.0,10.2,+22,4.0,1.0,0.25,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,5.0,76.0,4.0,9.4,80.4,4.231578947368422
61,60,56,2023-02-26,27-141,MIL,,PHO,W (+3),1,26:57,3.0,10.0,.300,2.0,7.0,.286,0,0.0,,2.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,8.0,2.4,-10,3.0,1.0,0.3333333333333333,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,1.0,47.0,2.473684210526316,2.3999999999999995,57.80000000000001,3.0421052631578953
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,,0.0,0.0,0.0,0.0,0.0
63,61,57,2023-02-28,27-143,MIL,@,BRK,W (+14),1,26:42,3.0,6.0,.500,1.0,4.0,.250,0,1.0,.000,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,7.0,6.2,+3,2.0,2.0,1.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,5.0,80.0,4.2105263157894735,6.2,86.50000000000001,4.552631578947369
64,62,58,2023-03-01,27-144,MIL,,ORL,W (+22),1,27:35,4.0,8.0,.500,4.0,8.0,.500,0,0.0,,4.0,1.0,5.0,4.0,2.0,0.0,0.0,4.0,12.0,14.3,+18,0.0,0.0,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,15.0,84.0,4.421052631578948,14.3,98.1,5.163157894736842
65,63,59,2023-03-04,27-147,MIL,,PHI,L (-3),1,30:08,7.0,10.0,.700,6.0,8.0,.750,0,0.0,,1.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,20.0,18.0,-5,2.0,1.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,16.0,74.0,3.8947368421052633,18.000000000000004,85.19999999999999,4.484210526315789
66,64,60,2023-03-05,27-148,MIL,@,WAS,W (+6),1,31:12,4.0,7.0,.571,3.0,6.0,.500,0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,11.0,10.7,+9,1.0,1.0,1.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,9.0,78.0,4.105263157894737,10.7,84.6,4.4526315789473685
67,65,61,2023-03-07,27-150,MIL,@,ORL,W (+11),1,30:05,3.0,8.0,.375,0.0,3.0,.000,2,2.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,2.7,+3,5.0,3.0,0.6,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,-1.0,68.0,3.5789473684210527,1.899999999999999,84.20000000000003,4.431578947368423
68,66,62,2023-03-09,27-152,MIL,,BRK,W (+5),1,32:01,5.0,13.0,.385,3.0,9.0,.333,6,6.0,1.000,2.0,5.0,7.0,2.0,2.0,0.0,1.0,2.0,19.0,16.4,-3,4.0,2.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,10.0,77.0,4.052631578947368,13.999999999999996,79.7,4.1947368421052635
69,67,63,2023-03-11,27-154,MIL,@,GSW,L (-9),1,31:14,5.0,13.0,.385,2.0,9.0,.222,0,0.0,,0.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,12.0,6.9,-7,4.0,3.0,0.75,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,4.0,87.0,4.578947368421052,6.9,93.2,4.905263157894737
70,68,64,2023-03-13,27-156,MIL,@,SAC,W (+9),1,28:20,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,3.0,2.0,8.0,2.8,-3,2.0,1.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,3.0,99.0,5.2105263157894735,2.8,109.1,5.742105263157894
71,69,,2023-03-14,27-157,MIL,@,PHO,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,,57.0,3.0,0.0,78.0,4.105263157894737
72,70,,2023-03-16,27-159,MIL,,IND,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,,74.0,3.8947368421052633,0.0,88.19999999999999,4.6421052631578945
73,71,65,2023-03-19,27-162,MIL,,TOR,W (+7),1,25:33,1.0,7.0,.143,0.0,6.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,-1.6,+14,1.0,1.0,1.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,-2.0,107.0,5.631578947368421,-1.5999999999999992,114.39999999999998,6.0210526315789465
74,72,66,2023-03-22,27-165,MIL,,SAS,W (+36),1,19:04,3.0,5.0,.600,2.0,4.0,.500,0,0.0,,1.0,2.0,3.0,0.0,4.0,1.0,0.0,1.0,8.0,11.3,+7,1.0,1.0,1.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,11.0,75.0,3.947368421052632,11.299999999999995,90.10000000000002,4.742105263157896
75,73,67,2023-03-24,27-167,MIL,@,UTA,W (+28),1,21:54,8.0,14.0,.571,5.0,9.0,.556,4,4.0,1.000,2.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,25.0,21.7,+18,5.0,3.0,0.6,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,13.0,114.0,6.0,20.10000000000001,111.5,5.868421052631579
76,74,68,2023-03-25,27-168,MIL,@,DEN,L (-23),1,24:39,3.0,7.0,.429,3.0,6.0,.500,4,4.0,1.000,0.0,4.0,4.0,1.0,0.0,1.0,0.0,2.0,13.0,11.1,-8,1.0,0.0,0.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,8.0,55.0,2.894736842105264,9.499999999999998,64.6,3.4
77,75,69,2023-03-27,27-170,MIL,@,DET,W (+9),1,29:56,2.0,9.0,.222,2.0,7.0,.286,1,2.0,.500,0.0,2.0,2.0,7.0,1.0,0.0,3.0,3.0,7.0,3.4,+16,2.0,0.0,0.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,3.0,74.0,3.8947368421052633,3.0,91.8,4.8315789473684205
78,76,70,2023-03-29,27-172,MIL,@,IND,W (+13),1,25:58,1.0,3.0,.333,0.0,1.0,.000,1,1.0,1.000,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,3.0,6.0,+8,2.0,1.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,6.0,102.0,5.368421052631579,5.6,124.3,6.542105263157895
79,77,71,2023-03-30,27-173,MIL,,BOS,L (-41),1,21:49,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.3,-25,1.0,0.0,0.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,1.0,34.0,1.7894736842105263,2.3,47.20000000000001,2.48421052631579
80,78,72,2023-04-02,27-176,MIL,,PHI,W (+13),1,19:43,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,2.1,+12,1.0,1.0,1.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,5.0,89.0,4.684210526315789,2.1,103.0,5.421052631578948
81,79,,2023-04-04,27-178,MIL,@,WAS,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,,90.0,4.7368421052631575,0.0,97.3,5.121052631578947
82,80,,2023-04-05,27-179,MIL,,CHI,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,,82.0,4.315789473684211,0.0,91.10000000000002,4.794736842105264
