Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
56,55,52,2023-02-06,33-294,DET,,BOS,L (-12),1,33:03,6.0,11.0,.545,2.0,4.0,.500,7,7.0,1.000,0.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,21.0,17.2,-14,7.0,4.0,0.5714285714285714,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,8.0,46.0,2.3,14.399999999999997,47.900000000000006,2.3950000000000005
57,56,53,2023-02-08,33-296,DET,@,CLE,L (-28),1,31:34,4.0,13.0,.308,1.0,5.0,.200,6,7.0,.857,0.0,3.0,3.0,3.0,0.0,0.0,3.0,1.0,15.0,6.7,-15,8.0,3.0,0.375,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,-2.0,39.0,1.95,4.300000000000001,45.19999999999999,2.2599999999999993
58,57,54,2023-02-10,33-298,DET,,SAS,W (+7),1,41:56,11.0,24.0,.458,0.0,6.0,.000,10,10.0,1.000,2.0,3.0,5.0,1.0,0.0,0.0,2.0,4.0,32.0,19.0,+4,18.0,11.0,0.6111111111111112,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,2.0,69.0,3.45,15.0,80.0,4.0
59,58,55,2023-02-12,33-300,DET,@,TOR,L (-1),1,37:59,10.0,18.0,.556,3.0,8.0,.375,10,11.0,.909,1.0,4.0,5.0,3.0,0.0,1.0,1.0,2.0,33.0,26.9,-2,10.0,7.0,0.7,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,12.0,48.0,2.4,22.90000000000001,59.29999999999999,2.9649999999999994
60,59,56,2023-02-15,33-303,DET,@,BOS,L (-18),1,32:37,12.0,17.0,.706,1.0,3.0,.333,3,4.0,.750,1.0,4.0,5.0,2.0,0.0,0.0,4.0,2.0,28.0,19.0,-10,14.0,11.0,0.7857142857142857,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,10.0,59.0,2.95,17.8,61.99999999999999,3.0999999999999996
61,60,57,2023-02-23,33-311,DET,@,ORL,L (-2),1,28:43,3.0,12.0,.250,1.0,4.0,.250,0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,2.0,2.0,7.0,0.7,-14,8.0,2.0,0.25,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,0.0,83.0,4.15,0.7000000000000002,84.19999999999999,4.209999999999999
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,0.0,0.0,0.0,0.0,0.0
63,61,58,2023-02-25,33-313,DET,,TOR,L (-4),1,28:40,5.0,12.0,.417,0.0,3.0,.000,1,1.0,1.000,1.0,8.0,9.0,1.0,0.0,0.0,4.0,3.0,11.0,3.2,-9,9.0,5.0,0.5555555555555556,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,4.0,66.0,3.3,2.799999999999998,81.0,4.05
64,62,,2023-02-27,33-315,DET,@,CHO,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,47.0,2.35,0.0,64.99999999999999,3.249999999999999
65,63,59,2023-03-01,33-317,DET,,CHI,L (-2),1,39:28,11.0,21.0,.524,8.0,12.0,.667,4,4.0,1.000,2.0,4.0,6.0,3.0,1.0,1.0,2.0,4.0,34.0,26.5,+11,9.0,3.0,0.3333333333333333,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,18.0,51.0,2.55,24.9,62.8,3.1399999999999997
66,64,,2023-03-04,33-320,DET,@,CLE,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,65.0,3.25,0.0,72.19999999999999,3.6099999999999994
67,65,,2023-03-06,33-322,DET,,POR,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,72.0,3.6,0.0,84.6,4.2299999999999995
68,66,,2023-03-07,33-323,DET,,WAS,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,78.0,3.9,0.0,88.49999999999997,4.424999999999999
69,67,,2023-03-09,33-325,DET,,CHO,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,37.0,1.85,0.0,51.19999999999998,2.559999999999999
70,68,,2023-03-11,33-327,DET,,IND,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,72.0,3.6,0.0,88.1,4.404999999999999
71,69,,2023-03-13,33-329,DET,,IND,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,53.0,2.65,0.0,68.49999999999999,3.4249999999999994
72,70,,2023-03-14,33-330,DET,@,WAS,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,43.0,2.15,0.0,50.49999999999999,2.5249999999999995
73,71,,2023-03-16,33-332,DET,,DEN,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,63.0,3.15,0.0,79.8,3.9899999999999998
74,72,,2023-03-19,33-335,DET,,MIA,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,44.0,2.2,0.0,52.2,2.6100000000000003
75,73,,2023-03-21,33-337,DET,@,ATL,L (-22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,48.0,2.4,0.0,76.39999999999999,3.8199999999999994
76,74,,2023-03-24,33-340,DET,@,TOR,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,46.0,2.3,0.0,58.8,2.94
77,75,,2023-03-27,33-343,DET,,MIL,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,81.0,4.05,0.0,107.9,5.3950000000000005
78,76,,2023-03-29,33-345,DET,@,OKC,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,64.0,3.2,0.0,68.89999999999999,3.4449999999999994
79,77,,2023-03-31,33-347,DET,@,HOU,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,63.0,3.15,0.0,76.3,3.815
80,78,,2023-04-02,33-349,DET,@,ORL,L (-26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,28.0,1.4,0.0,39.69999999999999,1.9849999999999994
81,79,,2023-04-04,33-351,DET,,MIA,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,52.0,2.6,0.0,67.19999999999999,3.3599999999999994
82,80,,2023-04-05,33-352,DET,,BRK,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,48.0,2.4,0.0,51.900000000000006,2.595
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,33-354,DET,@,IND,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,63.0,3.15,0.0,80.6,4.029999999999999
