Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
52,51,,2023-02-06,22-101,SAS,@,CHI,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,54.0,2.8421052631578947,0.0,71.8,3.7789473684210524
53,52,,2023-02-08,22-103,SAS,@,TOR,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,44.0,2.3157894736842106,0.0,50.3,2.6473684210526316
54,53,,2023-02-10,22-105,SAS,@,DET,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,38.0,2.0,0.0,51.6,2.7157894736842105
55,54,,2023-02-11,22-106,SAS,@,ATL,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,27.0,1.4210526315789471,0.0,35.7,1.8789473684210527
56,55,25,2023-02-13,22-108,SAS,@,CLE,L (-8),0,12:50,2.0,3.0,.667,0.0,0.0,,2,2.0,1.000,4.0,4.0,8.0,0.0,1.0,0.0,2.0,2.0,6.0,6.9,+8,3.0,2.0,0.6666666666666666,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,8.0,38.0,2.0,6.099999999999998,51.9,2.731578947368421
57,56,26,2023-02-15,22-110,SAS,@,CHO,L (-10),0,14:21,2.0,10.0,.200,0.0,0.0,,0,2.0,.000,7.0,4.0,11.0,3.0,0.0,2.0,0.0,1.0,4.0,6.2,-13,10.0,2.0,0.2,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,8.0,41.0,2.1578947368421053,6.199999999999998,52.9,2.7842105263157895
58,57,27,2023-02-23,22-118,SAS,@,DAL,L (-26),0,19:16,7.0,8.0,.875,1.0,1.0,1.000,1,1.0,1.000,3.0,4.0,7.0,2.0,1.0,0.0,0.0,1.0,16.0,18.5,-14,7.0,6.0,0.8571428571428571,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,17.0,49.0,2.5789473684210527,18.1,73.4,3.8631578947368426
59,58,28,2023-02-25,22-120,SAS,@,UTA,L (-16),0,14:51,3.0,4.0,.750,0.0,0.0,,0,0.0,,1.0,2.0,3.0,1.0,2.0,0.0,2.0,5.0,6.0,4.4,-14,4.0,3.0,0.75,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,6.0,61.0,3.210526315789474,4.399999999999999,76.3,4.015789473684211
60,59,29,2023-02-28,22-123,SAS,@,UTA,W (+8),0,21:26,3.0,7.0,.429,0.0,0.0,,1,2.0,.500,3.0,7.0,10.0,1.0,1.0,3.0,1.0,1.0,7.0,9.5,+19,7.0,3.0,0.4285714285714285,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,12.0,61.0,3.210526315789474,9.099999999999996,71.8,3.7789473684210524
61,60,30,2023-03-02,22-125,SAS,,IND,W (+11),0,16:51,3.0,4.0,.750,0.0,0.0,,0,1.0,.000,3.0,2.0,5.0,2.0,0.0,2.0,4.0,1.0,6.0,5.1,+1,4.0,3.0,0.75,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,6.0,51.0,2.6842105263157894,5.100000000000001,62.2,3.2736842105263158
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,0.0,0.0,0.0,0.0,0.0
63,61,31,2023-03-04,22-127,SAS,,HOU,L (-12),0,18:30,7.0,8.0,.875,0.0,0.0,,0,0.0,,3.0,5.0,8.0,3.0,1.0,0.0,4.0,2.0,14.0,13.1,-2,8.0,7.0,0.875,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,14.0,43.0,2.263157894736842,13.099999999999998,62.69999999999999,3.2999999999999994
64,62,32,2023-03-05,22-128,SAS,@,HOU,L (-32),1,24:43,7.0,10.0,.700,0.0,0.0,,0,1.0,.000,3.0,3.0,6.0,2.0,0.0,1.0,0.0,4.0,14.0,12.9,-5,10.0,7.0,0.7,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,12.0,67.0,3.526315789473684,12.899999999999997,74.9,3.9421052631578952
65,63,33,2023-03-10,22-133,SAS,,DEN,W (+8),0,14:55,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,2.0,2.0,4.0,1.0,1.0,0.0,0.0,3.0,4.0,4.5,+8,3.0,2.0,0.6666666666666666,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,6.0,57.0,3.0,4.499999999999998,69.8,3.6736842105263157
66,64,34,2023-03-12,22-135,SAS,,OKC,L (-12),0,15:06,3.0,5.0,.600,0.0,0.0,,2,4.0,.500,2.0,4.0,6.0,1.0,0.0,2.0,0.0,3.0,8.0,8.4,-5,5.0,3.0,0.6,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,8.0,59.0,3.1052631578947367,7.599999999999999,66.6,3.5052631578947366
67,65,35,2023-03-14,22-137,SAS,,ORL,W (+18),0,8:28,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,3.7,+4,2.0,1.0,0.5,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,4.0,37.0,1.947368421052632,3.7,59.09999999999999,3.110526315789473
68,66,,2023-03-15,22-138,SAS,,DAL,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,97.0,5.105263157894737,0.0,108.2,5.6947368421052635
69,67,,2023-03-17,22-140,SAS,,MEM,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,40.0,2.1052631578947367,0.0,38.99999999999999,2.052631578947368
70,68,,2023-03-19,22-142,SAS,,ATL,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,109.0,5.7368421052631575,0.0,118.6,6.242105263157894
71,69,,2023-03-21,22-144,SAS,@,NOP,L (-35),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,75.0,3.947368421052632,0.0,95.2,5.010526315789474
72,70,,2023-03-22,22-145,SAS,@,MIL,L (-36),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,104.0,5.473684210526316,0.0,122.4,6.442105263157895
73,71,,2023-03-24,22-147,SAS,@,WAS,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,87.0,4.578947368421052,0.0,104.5,5.5
74,72,,2023-03-26,22-149,SAS,@,BOS,L (-44),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,30.0,1.5789473684210529,0.0,33.49999999999999,1.7631578947368418
75,73,,2023-03-29,22-152,SAS,,UTA,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,28.0,1.4736842105263157,0.0,46.70000000000001,2.4578947368421056
76,74,,2023-03-31,22-154,SAS,@,GSW,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,97.0,5.105263157894737,0.0,106.8,5.621052631578947
77,75,,2023-04-02,22-156,SAS,@,SAC,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,72.0,3.789473684210526,0.0,91.40000000000002,4.810526315789475
78,76,,2023-04-04,22-158,SAS,@,PHO,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,60.0,3.1578947368421053,0.0,74.39999999999999,3.9157894736842103
