Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
55.0,,2023-02-09,20-212,CHI,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,68.0,4.0,0.0,83.5,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+24),W (+24)
56.0,,2023-02-11,20-214,CHI,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,90.0,5.294117647058823,0.0,72.39999999999999,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-15),L (-15)
57.0,21.0,2023-02-13,20-216,CHI,ORL,0,8.733333333333333,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,3.6,0,4.0,2.0,0.5,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,2.0,89.0,5.235294117647059,3.6,81.50000000000001,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-11),L (-11)
58.0,22.0,2023-02-15,20-218,CHI,IND,0,15.033333333333331,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,-2.2,+2,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,0.0,97.0,5.705882352941177,-2.2,109.3,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-8),L (-8)
59.0,23.0,2023-02-16,20-219,CHI,MIL,0,27.05,6.0,12.0,.500,1.0,4.0,.250,0,0.0,,5.0,2.0,7.0,6.0,1.0,0.0,0.0,1.0,13.0,15.9,+1,8.0,5.0,0.625,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,15.0,65.0,3.823529411764706,15.9,67.6,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-9),L (-9)
60.0,24.0,2023-02-24,20-227,CHI,BRK,0,10.416666666666666,3.0,3.0,1.000,3.0,3.0,1.000,2,4.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,9.2,-4,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,5.0,124.0,7.294117647058823,8.4,113.29999999999998,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-4),L (-4)
61.0,25.0,2023-02-26,20-229,CHI,WAS,0,1.75,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,+1,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,2.0,91.0,5.352941176470588,0.6,103.40000000000002,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-12),L (-12)
62.0,,2023-02-28,20-231,CHI,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,100.0,5.882352941176471,0.0,92.3,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+44),W (+44)
63.0,,2023-03-01,20-232,CHI,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,93.0,5.470588235294118,0.0,108.4,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,,
64.0,26.0,2023-03-03,20-234,CHI,PHO,0,1.5166666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,0.0,99.0,5.823529411764706,0.0,112.49999999999996,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+20),W (+20)
65.0,,2023-03-05,20-236,CHI,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,85.0,5.0,0.0,95.4,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-6),L (-6)
66.0,27.0,2023-03-08,20-239,CHI,DEN,0,2.25,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+1,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,0.0,96.0,5.647058823529412,0.0,103.59999999999998,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+2),W (+2)
67.0,,2023-03-11,20-242,CHI,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,74.0,4.352941176470588,0.0,83.2,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-21),L (-21)
68.0,28.0,2023-03-15,20-246,CHI,SAC,0,6.65,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,-5,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,3.0,73.0,4.294117647058823,3.0,88.5,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-3),L (-3)
69.0,,2023-03-17,20-248,CHI,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,95.0,5.588235294117647,0.0,115.0,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+21),W (+21)
70.0,,2023-03-18,20-249,CHI,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,108.0,6.352941176470588,0.0,106.9,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+8),W (+8)
71.0,,2023-03-20,20-251,CHI,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,84.0,4.941176470588236,0.0,100.70000000000002,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-3),L (-3)
72.0,29.0,2023-03-22,20-253,CHI,PHI,0,13.5,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.9,-3,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,1.0,66.0,3.882352941176471,-0.9000000000000001,67.3,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+8),W (+8)
73.0,30.0,2023-03-24,20-255,CHI,POR,0,17.583333333333332,3.0,4.0,.750,0.0,0.0,,0,1.0,.000,1.0,3.0,4.0,3.0,0.0,0.0,0.0,3.0,6.0,6.5,+15,4.0,3.0,0.75,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,8.0,108.0,6.352941176470588,6.500000000000001,111.2,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+14),W (+14)
74.0,,2023-03-26,20-257,CHI,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,129.0,7.588235294117647,0.0,114.1,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+4),W (+4)
75.0,31.0,2023-03-27,20-258,CHI,LAC,0,4.45,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.3,+9,2.0,1.0,0.5,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,3.0,97.0,5.705882352941177,2.3,103.20000000000002,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-25),L (-25)
76.0,32.0,2023-03-29,20-260,CHI,LAL,0,1.3,0.0,1.0,.000,0.0,1.0,.000,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,+4,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,0.0,97.0,5.705882352941177,0.7999999999999998,106.1,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+28),W (+28)
77.0,33.0,2023-03-31,20-262,CHI,CHO,0,4.333333333333333,1.0,2.0,.500,0.0,0.0,,1,2.0,.500,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,3.2,-1,2.0,1.0,0.5,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,2.0,114.0,6.705882352941177,2.8000000000000003,116.1,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+10),W (+10)
78.0,34.0,2023-04-02,20-264,CHI,MEM,0,1.4833333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,-1.0,107.0,6.294117647058823,-0.7,124.8,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-12),L (-12)
79.0,35.0,2023-04-04,20-266,CHI,ATL,0,2.1,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.7,0,2.0,1.0,0.5,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,2.0,71.0,4.176470588235294,2.7,82.29999999999998,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-11),L (-11)
80.0,36.0,2023-04-05,20-267,CHI,MIL,0,0.65,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,+3,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,2.0,68.0,4.0,2.7,72.69999999999999,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+30),W (+30)
81.0,37.0,2023-04-07,20-269,CHI,DAL,0,16.316666666666666,3.0,10.0,.300,0.0,4.0,.000,2,2.0,1.000,1.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,8.0,2.3,-18,6.0,3.0,0.5,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,-1.0,95.0,5.588235294117647,1.4999999999999982,98.0,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+21),W (+21)
82.0,38.0,2023-04-09,20-271,CHI,DET,0,15.05,3.0,6.0,.500,0.0,2.0,.000,4,4.0,1.000,0.0,3.0,3.0,1.0,3.0,1.0,0.0,2.0,10.0,11.5,+20,4.0,3.0,0.75,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,8.0,46.0,2.7058823529411766,9.9,49.7,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-18),L (-18)
