Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
58,57,57,2023-02-10,30-055,IND,,PHO,L (-13),1,26:33,5.0,12.0,.417,4.0,11.0,.364,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,14.0,7.4,-11,1.0,1.0,1.0,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,5.0,58.0,3.2222222222222223,7.400000000000002,69.1,3.8388888888888886
59,58,58,2023-02-11,30-056,IND,@,WAS,L (-14),1,30:26,6.0,13.0,.462,4.0,10.0,.400,0,0.0,,3.0,1.0,4.0,3.0,2.0,0.0,1.0,2.0,16.0,14.0,-9,3.0,2.0,0.6666666666666666,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,11.0,52.0,2.888888888888889,13.999999999999998,71.49999999999999,3.9722222222222214
60,59,59,2023-02-13,30-058,IND,,UTA,L (-6),1,28:55,3.0,13.0,.231,2.0,11.0,.182,0,0.0,,1.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,8.0,4.8,-5,2.0,1.0,0.5,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,3.0,67.0,3.7222222222222223,4.799999999999997,84.49999999999997,4.694444444444443
61,60,60,2023-02-15,30-060,IND,,CHI,W (+4),1,28:11,8.0,12.0,.667,6.0,10.0,.600,5,5.0,1.000,1.0,3.0,4.0,1.0,0.0,0.0,3.0,2.0,27.0,20.3,+11,2.0,2.0,1.0,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,12.0,82.0,4.555555555555555,18.3,88.1,4.894444444444444
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,61,2023-02-23,30-068,IND,,BOS,L (-4),1,36:50,7.0,14.0,.500,4.0,10.0,.400,0,1.0,.000,0.0,5.0,5.0,2.0,1.0,0.0,1.0,3.0,18.0,12.3,-1,4.0,3.0,0.75,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,10.0,95.0,5.277777777777778,12.3,108.9,6.050000000000001
64,62,62,2023-02-25,30-070,IND,@,ORL,W (+13),1,30:55,3.0,9.0,.333,3.0,8.0,.375,0,0.0,,0.0,4.0,4.0,2.0,3.0,0.0,1.0,3.0,9.0,7.3,+1,1.0,0.0,0.0,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,8.0,89.0,4.944444444444445,7.300000000000001,94.2,5.233333333333333
65,63,63,2023-02-28,30-073,IND,@,DAL,W (+2),1,27:49,1.0,2.0,.500,1.0,1.0,1.000,7,9.0,.778,1.0,4.0,5.0,4.0,1.0,0.0,1.0,3.0,10.0,11.7,-4,1.0,0.0,0.0,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,8.0,67.0,3.7222222222222223,8.899999999999999,79.30000000000001,4.405555555555556
66,64,64,2023-03-02,30-075,IND,@,SAS,L (-11),1,34:03,12.0,17.0,.706,2.0,3.0,.667,1,1.0,1.000,0.0,4.0,4.0,4.0,3.0,0.0,2.0,3.0,27.0,23.7,-1,14.0,10.0,0.7142857142857143,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,18.0,39.0,2.1666666666666665,23.3,47.1,2.6166666666666667
67,65,65,2023-03-05,30-078,IND,@,CHI,W (+3),1,25:40,3.0,9.0,.333,2.0,7.0,.286,1,1.0,1.000,3.0,3.0,6.0,2.0,0.0,0.0,1.0,1.0,9.0,6.9,-9,2.0,1.0,0.5,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,6.0,87.0,4.833333333333333,6.5,102.6,5.699999999999999
68,66,66,2023-03-06,30-079,IND,,PHI,L (-4),1,28:16,5.0,9.0,.556,4.0,7.0,.571,1,4.0,.250,1.0,7.0,8.0,2.0,0.0,0.0,1.0,3.0,15.0,11.5,+4,2.0,1.0,0.5,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,11.0,83.0,4.611111111111111,11.099999999999998,97.9,5.438888888888889
69,67,67,2023-03-09,30-082,IND,,HOU,W (+9),1,33:17,6.0,13.0,.462,5.0,10.0,.500,0,0.0,,0.0,6.0,6.0,0.0,2.0,2.0,0.0,2.0,17.0,14.7,+6,3.0,1.0,0.3333333333333333,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,14.0,107.0,5.944444444444445,14.699999999999998,110.6,6.144444444444444
70,68,68,2023-03-11,30-084,IND,@,DET,W (+6),1,27:24,7.0,15.0,.467,3.0,8.0,.375,0,0.0,,2.0,6.0,8.0,2.0,2.0,0.0,3.0,2.0,17.0,12.1,-6,7.0,4.0,0.5714285714285714,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,11.0,78.0,4.333333333333333,12.099999999999998,86.0,4.777777777777778
71,69,69,2023-03-13,30-086,IND,@,DET,L (-20),1,22:20,3.0,12.0,.250,1.0,7.0,.143,0,1.0,.000,2.0,6.0,8.0,4.0,0.0,1.0,1.0,0.0,7.0,5.1,-16,5.0,2.0,0.4,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,6.0,51.0,2.833333333333333,5.1,52.3,2.9055555555555554
72,70,70,2023-03-16,30-089,IND,@,MIL,W (+16),1,33:54,8.0,11.0,.727,3.0,5.0,.600,1,1.0,1.000,0.0,4.0,4.0,6.0,2.0,0.0,0.0,2.0,20.0,22.1,+4,6.0,5.0,0.8333333333333334,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,20.0,78.0,4.333333333333333,21.7,77.19999999999999,4.288888888888888
73,71,71,2023-03-18,30-091,IND,,PHI,L (-20),1,29:34,5.0,10.0,.500,3.0,6.0,.500,0,0.0,,1.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,13.0,12.4,-14,4.0,2.0,0.5,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,10.0,66.0,3.6666666666666665,12.4,79.39999999999999,4.4111111111111105
74,72,72,2023-03-20,30-093,IND,@,CHO,L (-6),1,32:09,7.0,18.0,.389,4.0,12.0,.333,2,3.0,.667,0.0,4.0,4.0,1.0,0.0,0.0,2.0,2.0,20.0,8.9,+1,6.0,3.0,0.5,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,2.0,65.0,3.611111111111111,8.099999999999998,59.2,3.288888888888889
75,73,73,2023-03-22,30-095,IND,@,TOR,W (+4),1,30:42,5.0,8.0,.625,1.0,3.0,.333,2,3.0,.667,1.0,5.0,6.0,3.0,0.0,1.0,4.0,3.0,13.0,8.8,+4,5.0,4.0,0.8,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,8.0,95.0,5.277777777777778,7.9999999999999964,98.5,5.472222222222222
76,74,74,2023-03-24,30-097,IND,@,BOS,L (-25),0,25:55,2.0,9.0,.222,1.0,4.0,.250,3,3.0,1.000,1.0,7.0,8.0,4.0,3.0,0.0,2.0,1.0,8.0,8.7,-6,5.0,1.0,0.2,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,9.0,60.0,3.333333333333333,7.499999999999998,56.49999999999999,3.1388888888888884
77,75,75,2023-03-25,30-098,IND,@,ATL,L (-13),0,28:30,5.0,16.0,.313,4.0,12.0,.333,2,2.0,1.000,1.0,3.0,4.0,5.0,0.0,2.0,0.0,4.0,16.0,11.7,-20,4.0,1.0,0.25,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,9.0,72.0,4.0,10.899999999999997,81.1,4.5055555555555555
78,76,,2023-03-27,30-100,IND,,DAL,L (-23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,,60.0,3.333333333333333,0.0,69.60000000000001,3.866666666666667
79,77,,2023-03-29,30-102,IND,,MIL,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,,75.0,4.166666666666667,0.0,105.7,5.872222222222223
80,78,76,2023-03-31,30-104,IND,,OKC,W (+4),0,23:43,5.0,12.0,.417,3.0,8.0,.375,0,1.0,.000,0.0,3.0,3.0,5.0,2.0,0.0,2.0,2.0,13.0,9.8,,4.0,2.0,0.5,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,8.0,66.0,3.6666666666666665,9.8,70.6,3.922222222222222
81,79,77,2023-04-02,30-106,IND,@,CLE,L (-10),0,22:59,3.0,8.0,.375,1.0,4.0,.250,3,3.0,1.000,1.0,4.0,5.0,1.0,2.0,0.0,2.0,2.0,10.0,7.4,-2,4.0,2.0,0.5,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,5.0,66.0,3.6666666666666665,6.199999999999996,69.10000000000001,3.8388888888888895
82,80,78,2023-04-05,30-109,IND,,NYK,L (-9),0,21:38,5.0,7.0,.714,3.0,5.0,.600,0,0.0,,0.0,2.0,2.0,6.0,0.0,1.0,0.0,1.0,13.0,15.2,+18,2.0,2.0,1.0,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,15.0,97.0,5.388888888888889,15.199999999999998,103.1,5.727777777777778
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,79,2023-04-07,30-111,IND,,DET,L (-7),0,21:48,7.0,14.0,.500,5.0,11.0,.455,3,4.0,.750,0.0,6.0,6.0,2.0,1.0,0.0,2.0,1.0,22.0,16.4,-18,3.0,2.0,0.6666666666666666,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,11.0,44.0,2.4444444444444446,15.200000000000005,43.6,2.4222222222222225
85,82,80,2023-04-09,30-113,IND,@,NYK,W (+5),0,23:29,5.0,6.0,.833,5.0,6.0,.833,0,0.0,,1.0,5.0,6.0,4.0,0.0,0.0,1.0,0.0,15.0,16.8,+18,0.0,0.0,,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,18.0,43.0,2.388888888888889,16.8,56.7,3.1500000000000004
