Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Justin Holiday,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with A.J. Lawson,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
53,52,30,2023-01-30,35-011,DAL,,DET,W (+6),0,10:10,4.0,5.0,.800,0.0,0.0,,0,1.0,.000,1.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,8.0,4.6,-11,5.0,4.0,0.8,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,3.0,48.0,2.526315789473684,4.599999999999998,64.99999999999999,3.4210526315789465
54,53,,2023-02-02,35-014,DAL,,NOP,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,39.0,2.0526315789473686,0.0,51.6,2.7157894736842105
55,54,,2023-02-04,35-016,DAL,@,GSW,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,44.0,2.3157894736842106,0.0,58.70000000000001,3.089473684210527
56,55,31,2023-02-06,35-018,DAL,@,UTA,W (+13),0,6:53,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,+6,1.0,0.0,0.0,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,0.0,90.0,4.7368421052631575,0.0,113.3,5.963157894736842
57,56,32,2023-02-08,35-020,DAL,@,LAC,W (+6),0,6:34,1.0,3.0,.333,0.0,0.0,,0,0.0,,2.0,3.0,5.0,0.0,0.0,3.0,0.0,1.0,2.0,4.3,+2,3.0,1.0,0.3333333333333333,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,7.0,82.0,4.315789473684211,4.299999999999999,88.39999999999999,4.652631578947368
58,57,33,2023-02-10,35-022,DAL,@,SAC,W (+8),0,18:38,5.0,9.0,.556,0.0,0.0,,1,2.0,.500,4.0,5.0,9.0,2.0,0.0,0.0,0.0,3.0,11.0,10.8,+2,9.0,5.0,0.5555555555555556,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,11.0,91.0,4.789473684210527,10.4,107.40000000000002,5.65263157894737
59,58,34,2023-02-11,35-023,DAL,@,SAC,L (-5),0,10:46,3.0,6.0,.500,0.0,0.0,,2,2.0,1.000,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,8.0,4.7,-3,6.0,3.0,0.5,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,1.0,63.0,3.3157894736842106,3.9,73.10000000000001,3.847368421052632
60,59,35,2023-02-13,35-025,DAL,,MIN,L (-3),0,1:51,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,-5,0.0,0.0,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,1.0,48.0,2.526315789473684,-0.1,71.70000000000002,3.7736842105263166
61,60,36,2023-02-15,35-027,DAL,@,DEN,L (-9),0,9:53,2.0,3.0,.667,0.0,0.0,,1,2.0,.500,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,5.0,3.5,-2,3.0,2.0,0.6666666666666666,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,3.0,72.0,3.789473684210526,3.1,93.5,4.921052631578948
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-23,35-035,DAL,,SAS,W (+26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,88.0,4.631578947368421,0.0,105.6,5.557894736842105
64,62,,2023-02-26,35-038,DAL,,LAL,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,70.0,3.684210526315789,0.0,84.4,4.442105263157895
65,63,,2023-02-28,35-040,DAL,,IND,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,75.0,3.947368421052632,0.0,98.2,5.1684210526315795
66,64,,2023-03-02,35-042,DAL,,PHI,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,82.0,4.315789473684211,0.0,102.0,5.368421052631579
67,65,,2023-03-05,35-045,DAL,,PHO,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,45.0,2.3684210526315788,0.0,72.1,3.7947368421052627
68,66,,2023-03-07,35-047,DAL,,UTA,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,47.0,2.473684210526316,0.0,48.30000000000001,2.5421052631578953
69,67,,2023-03-08,35-048,DAL,@,NOP,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,51.0,2.6842105263157894,0.0,65.10000000000001,3.426315789473685
70,68,,2023-03-11,35-051,DAL,@,MEM,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,69.0,3.631578947368421,0.0,83.7,4.405263157894737
71,69,,2023-03-13,35-053,DAL,,MEM,L (-16),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,59.0,3.1052631578947367,0.0,69.9,3.6789473684210527
72,70,37,2023-03-15,35-055,DAL,@,SAS,W (+9),0,3:31,1.0,1.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,1.8,+2,1.0,1.0,1.0,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,1.0,89.0,4.684210526315789,1.0,113.50000000000004,5.973684210526318
73,71,,2023-03-17,35-057,DAL,@,LAL,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,47.0,2.473684210526316,0.0,50.4,2.6526315789473682
74,72,,2023-03-20,35-060,DAL,@,MEM,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,71.0,3.736842105263158,0.0,78.29999999999998,4.121052631578946
75,73,,2023-03-22,35-062,DAL,,GSW,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,66.0,3.473684210526316,0.0,98.5,5.184210526315789
76,74,,2023-03-24,35-064,DAL,,CHO,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,77.0,4.052631578947368,0.0,84.1,4.4263157894736835
77,75,,2023-03-26,35-066,DAL,@,CHO,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,70.0,3.684210526315789,0.0,81.1,4.268421052631578
78,76,38,2023-03-27,35-067,DAL,@,IND,W (+23),0,13:17,4.0,5.0,.800,0.0,0.0,,2,3.0,.667,0.0,2.0,2.0,0.0,0.0,2.0,2.0,3.0,10.0,6.5,+13,5.0,4.0,0.8,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,4.0,81.0,4.2631578947368425,5.699999999999998,94.6,4.978947368421053
79,77,39,2023-03-29,35-069,DAL,@,PHI,L (-8),0,6:10,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.6,+2,1.0,1.0,1.0,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,3.0,62.0,3.263157894736842,1.6,83.6,4.3999999999999995
80,78,,2023-04-01,35-072,DAL,@,MIA,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,22,37,21,23,26,29,35,17,16,40,29,25,35,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.3333333333333333,0.4868421052631579,0.4666666666666667,0.0,0.4893617021276595,0.5416666666666666,0.4833333333333333,0.0,0.5303030303030303,0.4594594594594595,0.5925925925925926,0.5128205128205128,0.3670886075949367,0.625,0.4929577464788732,0.3333333333333333,5,8,3,9,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0857142857142857,0.6,,19,,88.0,4.631578947368421,0.0,98.0,5.157894736842105
