Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Justin Holiday,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with A.J. Lawson,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
55,54,,2023-02-04,27-130,DAL,@,GSW,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,,44.0,2.3157894736842106,0.0,58.70000000000001,3.089473684210527
56,55,43,2023-02-06,27-132,DAL,@,UTA,W (+13),0,18:36,1.0,7.0,.143,0.0,4.0,.000,4,4.0,1.000,1.0,8.0,9.0,4.0,0.0,0.0,0.0,2.0,6.0,6.6,-16,3.0,1.0,0.3333333333333333,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,8.0,82.0,4.315789473684211,5.000000000000001,108.3,5.7
57,56,44,2023-02-08,27-134,DAL,@,LAC,W (+6),0,16:58,2.0,4.0,.500,0.0,1.0,.000,2,2.0,1.000,1.0,5.0,6.0,1.0,0.0,1.0,3.0,2.0,6.0,3.8,+3,3.0,2.0,0.6666666666666666,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,5.0,84.0,4.421052631578948,2.999999999999999,89.69999999999999,4.721052631578947
58,57,45,2023-02-10,27-136,DAL,@,SAC,W (+8),0,12:21,5.0,12.0,.417,2.0,4.0,.500,1,1.0,1.000,0.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,13.0,9.1,+4,8.0,3.0,0.375,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,6.0,96.0,5.052631578947368,8.699999999999998,109.10000000000002,5.742105263157896
59,58,46,2023-02-11,27-137,DAL,@,SAC,L (-5),0,17:37,6.0,10.0,.600,3.0,6.0,.500,0,1.0,.000,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,15.0,13.0,-9,4.0,3.0,0.75,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,10.0,54.0,2.8421052631578947,12.999999999999996,63.99999999999999,3.3684210526315788
60,59,47,2023-02-13,27-139,DAL,,MIN,L (-3),0,22:33,7.0,12.0,.583,2.0,6.0,.333,8,8.0,1.000,2.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,24.0,23.1,0,6.0,5.0,0.8333333333333334,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,12.0,37.0,1.947368421052632,19.9,51.7,2.7210526315789476
61,60,48,2023-02-15,27-141,DAL,@,DEN,L (-9),0,21:41,6.0,13.0,.462,2.0,6.0,.333,3,3.0,1.000,0.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0,17.0,12.2,+1,7.0,4.0,0.5714285714285714,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,7.0,68.0,3.5789473684210527,10.999999999999996,85.6,4.505263157894737
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,,0.0,0.0,0.0,0.0,0.0
63,61,49,2023-02-23,27-149,DAL,,SAS,W (+26),0,22:15,4.0,10.0,.400,0.0,2.0,.000,8,9.0,.889,0.0,7.0,7.0,1.0,0.0,2.0,2.0,5.0,16.0,10.4,+5,8.0,4.0,0.5,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,5.0,83.0,4.368421052631579,7.200000000000001,98.4,5.178947368421053
64,62,50,2023-02-26,27-152,DAL,,LAL,L (-3),0,20:17,6.0,13.0,.462,2.0,5.0,.400,0,0.0,,3.0,6.0,9.0,2.0,0.0,1.0,0.0,1.0,14.0,12.9,+6,8.0,4.0,0.5,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,13.0,57.0,3.0,12.9,71.5,3.763157894736842
65,63,51,2023-02-28,27-154,DAL,,IND,L (-2),0,18:19,5.0,13.0,.385,0.0,5.0,.000,2,2.0,1.000,0.0,6.0,6.0,1.0,0.0,0.0,2.0,4.0,12.0,3.8,-16,8.0,5.0,0.625,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,2.0,73.0,3.842105263157895,3.0,95.2,5.010526315789474
66,64,52,2023-03-02,27-156,DAL,,PHI,W (+7),0,14:03,3.0,7.0,.429,2.0,5.0,.400,2,4.0,.500,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,5.3,-21,2.0,1.0,0.5,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,1.0,81.0,4.2631578947368425,4.499999999999999,97.5,5.131578947368421
67,65,53,2023-03-05,27-159,DAL,,PHO,L (-4),0,21:38,5.0,7.0,.714,1.0,2.0,.500,6,7.0,.857,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,17.0,14.6,-1,5.0,4.0,0.8,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,6.0,39.0,2.0526315789473686,12.2,59.9,3.1526315789473682
68,66,54,2023-03-07,27-161,DAL,,UTA,W (+4),0,20:39,3.0,8.0,.375,0.0,1.0,.000,1,2.0,.500,1.0,4.0,5.0,0.0,0.0,2.0,1.0,3.0,7.0,3.3,+1,7.0,3.0,0.4285714285714285,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,3.0,44.0,2.3157894736842106,2.8999999999999986,45.400000000000006,2.3894736842105266
69,67,55,2023-03-08,27-162,DAL,@,NOP,L (-7),0,26:05,6.0,10.0,.600,1.0,2.0,.500,2,3.0,.667,2.0,6.0,8.0,1.0,0.0,0.0,1.0,4.0,15.0,11.3,-4,8.0,5.0,0.625,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,10.0,41.0,2.1578947368421053,10.499999999999998,54.6,2.873684210526316
70,68,56,2023-03-11,27-165,DAL,@,MEM,L (-4),0,15:20,4.0,8.0,.500,0.0,2.0,.000,6,6.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,14.0,10.3,-7,6.0,4.0,0.6666666666666666,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,2.0,67.0,3.526315789473684,7.899999999999999,75.8,3.9894736842105263
71,69,,2023-03-13,27-167,DAL,,MEM,L (-16),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,,59.0,3.1052631578947367,0.0,69.9,3.6789473684210527
72,70,57,2023-03-15,27-169,DAL,@,SAS,W (+9),0,28:20,8.0,17.0,.471,2.0,4.0,.500,10,11.0,.909,3.0,10.0,13.0,3.0,0.0,1.0,4.0,5.0,28.0,20.8,+5,13.0,6.0,0.4615384615384615,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,13.0,77.0,4.052631578947368,16.800000000000004,97.70000000000002,5.142105263157895
73,71,58,2023-03-17,27-171,DAL,@,LAL,W (+1),0,34:01,5.0,15.0,.333,2.0,3.0,.667,0,0.0,,1.0,8.0,9.0,8.0,4.0,1.0,3.0,3.0,12.0,12.7,+4,12.0,3.0,0.25,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,16.0,31.0,1.631578947368421,12.699999999999996,37.7,1.9842105263157896
74,72,59,2023-03-20,27-174,DAL,@,MEM,L (-4),0,29:22,6.0,13.0,.462,1.0,3.0,.333,7,8.0,.875,5.0,4.0,9.0,6.0,0.0,0.0,4.0,2.0,20.0,17.0,-4,10.0,5.0,0.5,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,10.0,61.0,3.210526315789474,14.199999999999996,64.1,3.3736842105263154
75,73,60,2023-03-22,27-176,DAL,,GSW,L (-2),0,24:35,5.0,10.0,.500,0.0,3.0,.000,9,11.0,.818,0.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,19.0,16.5,-2,7.0,5.0,0.7142857142857143,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,6.0,60.0,3.1578947368421053,12.9,85.59999999999998,4.505263157894736
76,74,61,2023-03-24,27-178,DAL,,CHO,L (-8),0,26:13,5.0,10.0,.500,1.0,3.0,.333,3,4.0,.750,1.0,5.0,6.0,2.0,0.0,1.0,0.0,3.0,14.0,11.7,-1,7.0,4.0,0.5714285714285714,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,9.0,68.0,3.5789473684210527,10.499999999999996,73.6,3.8736842105263154
77,75,62,2023-03-26,27-180,DAL,@,CHO,L (-6),0,17:21,3.0,4.0,.750,1.0,2.0,.500,2,2.0,1.000,0.0,4.0,4.0,1.0,0.0,1.0,1.0,2.0,9.0,8.2,-1,2.0,2.0,1.0,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,8.0,62.0,3.263157894736842,7.399999999999995,73.69999999999999,3.878947368421052
78,76,63,2023-03-27,27-181,DAL,@,IND,W (+23),0,12:16,3.0,6.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,5.4,+9,5.0,3.0,0.6,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,4.0,81.0,4.2631578947368425,5.4,94.89999999999998,4.994736842105262
79,77,64,2023-03-29,27-183,DAL,@,PHI,L (-8),0,12:15,3.0,3.0,1.000,1.0,1.0,1.000,2,3.0,.667,2.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,9.0,10.3,-10,2.0,2.0,1.0,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,8.0,57.0,3.0,9.499999999999998,75.7,3.9842105263157896
80,78,65,2023-04-01,27-186,DAL,@,MIA,L (-7),0,12:31,3.0,5.0,.600,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,8.0,6.7,-16,2.0,1.0,0.5,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,6.0,82.0,4.315789473684211,6.699999999999999,91.3,4.8052631578947365
81,79,66,2023-04-02,27-187,DAL,@,ATL,L (-2),0,29:50,5.0,10.0,.500,2.0,3.0,.667,6,10.0,.600,1.0,10.0,11.0,3.0,0.0,1.0,4.0,1.0,18.0,13.5,+10,7.0,3.0,0.4285714285714285,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,9.0,51.0,2.6842105263157894,11.099999999999996,60.60000000000001,3.189473684210527
82,80,67,2023-04-05,27-190,DAL,,SAC,W (+4),0,24:32,5.0,15.0,.333,3.0,7.0,.429,1,1.0,1.000,2.0,2.0,4.0,0.0,1.0,3.0,1.0,1.0,14.0,9.2,-5,8.0,2.0,0.25,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,5.0,69.0,3.631578947368421,8.8,73.1,3.8473684210526313
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,29,62,33,35,36,36,48,55,33,21,64,41,31,58,3,1.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4393939393939394,0.8157894736842105,0.7333333333333333,0.0,0.7446808510638298,0.75,0.8571428571428571,0.8,0.0,0.8333333333333334,0.8918918918918919,0.7777777777777778,0.8205128205128205,0.5189873417721519,0.775,0.8169014084507042,1.0,16,18,8,14,15.0,,46.0,60.0,35.0,0.3478260869565217,0.3,0.2285714285714285,0.9333333333333332,,19,,0.0,0.0,0.0,0.0,0.0
