Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Chance Comanche,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Trevor Keels,Blake Griffin,DaQuan Jeffries,Derrick Rose,Duane Washington Jr.,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Isaiah Roby,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Trevor Keels,co_inf with Blake Griffin,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Duane Washington Jr.,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Isaiah Roby,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Trevor Keels,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
70,68,63,2023-03-11,28-005,NYK,@,LAC,L (-11),0,32:16,3.0,6.0,.500,0.0,1.0,.000,4,4.0,1.000,3.0,5.0,8.0,4.0,0.0,0.0,2.0,3.0,10.0,10.2,-1,5.0,3.0,0.6,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,10.0,50.0,1.5625,8.599999999999998,63.1,1.971875
71,69,64,2023-03-12,28-006,NYK,@,LAL,W (+4),0,32:25,2.0,4.0,.500,2.0,4.0,.500,2,2.0,1.000,2.0,6.0,8.0,4.0,0.0,0.0,3.0,3.0,8.0,7.8,+13,0.0,0.0,,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,11.0,47.0,1.46875,7.0,55.6,1.7375
72,70,65,2023-03-14,28-008,NYK,@,POR,W (+16),0,37:23,6.0,13.0,.462,2.0,5.0,.400,2,2.0,1.000,1.0,8.0,9.0,8.0,3.0,0.0,2.0,0.0,16.0,19.0,+26,8.0,4.0,0.5,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,19.0,62.0,1.9375,18.199999999999992,74.9,2.340625
73,71,66,2023-03-18,28-012,NYK,,DEN,W (+6),0,31:59,4.0,5.0,.800,1.0,2.0,.500,4,4.0,1.000,3.0,5.0,8.0,5.0,3.0,0.0,0.0,4.0,13.0,19.6,-5,3.0,3.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,20.0,76.0,2.375,17.999999999999996,83.0,2.59375
74,72,67,2023-03-20,28-014,NYK,,MIN,L (-6),0,31:24,5.0,7.0,.714,0.0,0.0,,0,0.0,,3.0,2.0,5.0,4.0,2.0,1.0,1.0,2.0,10.0,13.5,-3,7.0,5.0,0.7142857142857143,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,14.0,55.0,1.71875,13.5,72.79999999999998,2.2749999999999995
75,73,68,2023-03-22,28-016,NYK,@,MIA,L (-7),0,29:33,3.0,5.0,.600,2.0,3.0,.667,4,4.0,1.000,0.0,4.0,4.0,3.0,2.0,1.0,1.0,0.0,12.0,14.7,-10,2.0,1.0,0.5,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,12.0,61.0,1.90625,13.1,84.5,2.640625
76,74,69,2023-03-23,28-017,NYK,@,ORL,L (-5),0,29:16,3.0,7.0,.429,1.0,3.0,.333,0,0.0,,1.0,4.0,5.0,2.0,1.0,0.0,1.0,4.0,7.0,5.0,-10,4.0,2.0,0.5,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,7.0,68.0,2.125,4.999999999999998,77.30000000000001,2.4156250000000004
77,75,70,2023-03-27,28-021,NYK,,HOU,W (+22),0,24:41,4.0,4.0,1.000,1.0,1.0,1.000,0,0.0,,2.0,3.0,5.0,2.0,2.0,2.0,1.0,3.0,9.0,12.7,+25,3.0,3.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,15.0,61.0,1.90625,12.7,75.0,2.34375
78,76,71,2023-03-29,28-023,NYK,,MIA,W (+9),0,28:36,6.0,7.0,.857,1.0,1.0,1.000,0,0.0,,2.0,6.0,8.0,3.0,2.0,0.0,3.0,2.0,13.0,14.0,+12,6.0,5.0,0.8333333333333334,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,16.0,92.0,2.875,14.000000000000004,111.2,3.475
79,77,72,2023-03-31,28-025,NYK,@,CLE,W (+14),0,29:25,4.0,4.0,1.000,1.0,1.0,1.000,2,3.0,.667,1.0,6.0,7.0,1.0,0.0,0.0,0.0,2.0,11.0,11.8,+18,3.0,3.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,12.0,52.0,1.625,10.999999999999996,62.4,1.95
80,78,73,2023-04-02,28-027,NYK,,WAS,W (+9),0,25:46,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,1.0,5.0,6.0,3.0,0.0,1.0,1.0,1.0,2.0,3.2,+4,3.0,1.0,0.3333333333333333,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,7.0,90.0,2.8125,3.2,99.2,3.1
81,79,74,2023-04-05,28-030,NYK,@,IND,W (+9),1,37:02,2.0,5.0,.400,1.0,2.0,.500,1,2.0,.500,5.0,7.0,12.0,7.0,4.0,1.0,3.0,2.0,6.0,14.3,+31,3.0,1.0,0.3333333333333333,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,20.0,87.0,2.71875,13.899999999999997,97.6,3.05
82,80,75,2023-04-07,28-032,NYK,@,NOP,L (-8),0,33:19,1.0,8.0,.125,0.0,3.0,.000,6,7.0,.857,0.0,6.0,6.0,2.0,0.0,0.0,1.0,3.0,8.0,3.4,+9,5.0,1.0,0.2,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,0.0,94.0,2.9375,0.9999999999999996,108.5,3.390625
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,,0.0,0.0,0.0,0.0,0.0
84,81,76,2023-04-09,28-034,NYK,,IND,L (-5),0,25:30,5.0,9.0,.556,0.0,1.0,.000,0,0.0,,3.0,8.0,11.0,4.0,1.0,1.0,2.0,2.0,10.0,11.9,-29,8.0,5.0,0.625,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,16.0,62.0,1.9375,11.9,67.4,2.10625
