Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
60,59,,2023-02-13,34-132,NYK,,BRK,W (+18),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,71.0,4.176470588235294,0.0,78.39999999999999,4.6117647058823525
61,60,,2023-02-15,34-134,NYK,@,ATL,W (+21),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,66.0,3.882352941176471,0.0,75.60000000000001,4.447058823529412
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-24,34-143,NYK,@,WAS,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,76.0,4.470588235294118,0.0,95.9,5.641176470588236
64,62,27,2023-02-25,34-144,NYK,,NOP,W (+22),0,2:21,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8,-5,1.0,0.0,0.0,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,-4.0,91.0,5.352941176470588,-2.8,95.2,5.6000000000000005
65,63,,2023-02-27,34-146,NYK,,BOS,W (+15),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,56.0,3.294117647058824,0.0,71.0,4.176470588235294
66,64,,2023-03-01,34-148,NYK,,BRK,W (+24),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,95.0,5.588235294117647,0.0,109.09999999999998,6.417647058823528
67,65,,2023-03-03,34-150,NYK,@,MIA,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,81.0,4.764705882352941,0.0,97.3,5.723529411764706
68,66,,2023-03-05,34-152,NYK,@,BOS,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,75.0,4.411764705882353,0.0,86.7,5.1000000000000005
69,67,,2023-03-07,34-154,NYK,,CHO,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,73.0,4.294117647058823,0.0,77.5,4.5588235294117645
70,68,,2023-03-09,34-156,NYK,@,SAC,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,60.0,3.5294117647058822,0.0,71.69999999999999,4.217647058823529
71,69,,2023-03-11,34-158,NYK,@,LAC,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,58.0,3.411764705882353,0.0,62.6,3.682352941176471
72,70,,2023-03-12,34-159,NYK,@,LAL,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,81.0,4.764705882352941,0.0,93.1,5.476470588235294
73,71,,2023-03-14,34-161,NYK,@,POR,W (+16),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,96.0,5.647058823529412,0.0,101.0,5.9411764705882355
74,72,,2023-03-18,34-165,NYK,,DEN,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,69.0,4.0588235294117645,0.0,86.29999999999998,5.076470588235293
75,73,,2023-03-20,34-167,NYK,,MIN,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,73.0,4.294117647058823,0.0,97.6,5.741176470588235
76,74,,2023-03-22,34-169,NYK,@,MIA,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,75.0,4.411764705882353,0.0,82.30000000000001,4.841176470588236
77,75,,2023-03-23,34-170,NYK,@,ORL,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,76.0,4.470588235294118,0.0,87.7,5.158823529411765
78,76,,2023-03-27,34-174,NYK,,HOU,W (+22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,108.0,6.352941176470588,0.0,125.2,7.364705882352942
79,77,,2023-03-29,34-176,NYK,,MIA,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,64.0,3.764705882352941,0.0,73.39999999999999,4.317647058823529
80,78,,2023-03-31,34-178,NYK,@,CLE,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,97.0,5.705882352941177,0.0,102.4,6.023529411764706
81,79,,2023-04-02,34-180,NYK,,WAS,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,107.0,6.294117647058823,0.0,111.5,6.5588235294117645
82,80,,2023-04-05,34-183,NYK,@,IND,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,94.0,5.529411764705882,0.0,109.5,6.4411764705882355
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,34-185,NYK,@,NOP,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,78.0,4.588235294117647,0.0,79.30000000000001,4.6647058823529415
85,82,,2023-04-09,34-187,NYK,,IND,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,75.0,4.411764705882353,0.0,93.3,5.488235294117647
