Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
61,60,53,2023-02-15,22-246,NYK,@,ATL,W (+21),1,32:08,6.0,16.0,.375,0.0,6.0,.000,5,7.0,.714,0.0,5.0,5.0,2.0,1.0,0.0,0.0,2.0,17.0,10.5,+10,10.0,6.0,0.6,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,2.0,64.0,3.764705882352941,8.499999999999996,67.10000000000001,3.9470588235294124
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,,0.0,0.0,0.0,0.0,0.0
63,61,54,2023-02-24,22-255,NYK,@,WAS,W (+6),1,27:36,5.0,10.0,.500,1.0,2.0,.500,3,4.0,.750,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,14.0,10.0,+5,8.0,4.0,0.5,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,4.0,72.0,4.235294117647059,8.8,87.1,5.123529411764705
64,62,55,2023-02-25,22-256,NYK,,NOP,W (+22),1,28:52,8.0,13.0,.615,4.0,7.0,.571,5,5.0,1.000,0.0,4.0,4.0,7.0,0.0,0.0,3.0,2.0,25.0,21.4,+23,6.0,4.0,0.6666666666666666,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,15.0,72.0,4.235294117647059,19.399999999999995,73.0,4.294117647058823
65,63,56,2023-02-27,22-258,NYK,,BOS,W (+15),1,25:48,4.0,14.0,.286,1.0,3.0,.333,1,1.0,1.000,1.0,6.0,7.0,2.0,0.0,0.0,5.0,3.0,10.0,-0.5,-6,11.0,3.0,0.2727272727272727,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,-1.0,57.0,3.3529411764705883,-0.9000000000000012,71.9,4.229411764705882
66,64,57,2023-03-01,22-260,NYK,,BRK,W (+24),1,27:30,5.0,11.0,.455,2.0,2.0,1.000,3,5.0,.600,1.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,15.0,7.0,+10,9.0,3.0,0.3333333333333333,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,0.0,95.0,5.588235294117647,5.8,103.29999999999998,6.076470588235293
67,65,58,2023-03-03,22-262,NYK,@,MIA,W (+2),1,29:01,8.0,15.0,.533,0.0,4.0,.000,1,1.0,1.000,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,17.0,10.9,-1,11.0,8.0,0.7272727272727273,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,5.0,76.0,4.470588235294118,10.499999999999998,86.80000000000001,5.105882352941177
68,66,59,2023-03-05,22-264,NYK,@,BOS,W (+2),1,50:08,10.0,22.0,.455,3.0,9.0,.333,6,9.0,.667,2.0,9.0,11.0,3.0,1.0,1.0,2.0,3.0,29.0,21.1,-8,13.0,7.0,0.5384615384615384,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,12.0,63.0,3.7058823529411766,18.700000000000006,68.0,4.0
69,67,60,2023-03-07,22-266,NYK,,CHO,L (-7),1,35:08,10.0,24.0,.417,1.0,7.0,.143,6,8.0,.750,1.0,5.0,6.0,4.0,0.0,0.0,1.0,2.0,27.0,16.6,-10,17.0,9.0,0.5294117647058824,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,4.0,69.0,4.0588235294117645,14.200000000000005,63.3,3.7235294117647055
70,68,61,2023-03-09,22-268,NYK,@,SAC,L (-5),1,32:59,9.0,23.0,.391,1.0,8.0,.125,6,10.0,.600,1.0,6.0,7.0,2.0,0.0,0.0,1.0,1.0,25.0,13.4,-11,15.0,8.0,0.5333333333333333,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,0.0,60.0,3.5294117647058822,11.000000000000002,60.69999999999999,3.570588235294117
71,69,62,2023-03-11,22-270,NYK,@,LAC,L (-11),1,30:16,5.0,12.0,.417,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,11.0,3.5,-21,9.0,4.0,0.4444444444444444,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,0.0,58.0,3.411764705882353,3.5,59.1,3.476470588235294
72,70,63,2023-03-12,22-271,NYK,@,LAL,W (+4),1,38:30,12.0,27.0,.444,1.0,8.0,.125,5,6.0,.833,0.0,5.0,5.0,2.0,0.0,0.0,1.0,2.0,30.0,16.6,0,19.0,11.0,0.5789473684210527,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,3.0,78.0,4.588235294117647,14.599999999999998,78.5,4.617647058823529
73,71,64,2023-03-14,22-273,NYK,@,POR,W (+16),1,27:59,8.0,13.0,.615,1.0,3.0,.333,5,7.0,.714,0.0,5.0,5.0,0.0,0.0,3.0,2.0,0.0,22.0,16.9,+8,10.0,7.0,0.7,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,8.0,88.0,5.176470588235294,14.899999999999997,86.10000000000001,5.064705882352942
74,72,65,2023-03-18,22-277,NYK,,DEN,W (+6),1,34:27,8.0,13.0,.615,0.0,3.0,.000,5,6.0,.833,1.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,21.0,16.9,+13,10.0,8.0,0.8,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,8.0,61.0,3.588235294117647,14.899999999999991,71.39999999999999,4.199999999999999
75,73,66,2023-03-20,22-279,NYK,,MIN,L (-6),1,26:57,4.0,8.0,.500,2.0,3.0,.667,3,5.0,.600,0.0,2.0,2.0,3.0,0.0,0.0,4.0,4.0,13.0,5.3,-2,5.0,2.0,0.4,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,1.0,72.0,4.235294117647059,4.099999999999998,93.5,5.5
76,74,67,2023-03-22,22-281,NYK,@,MIA,L (-7),1,35:54,8.0,13.0,.615,3.0,6.0,.500,7,7.0,1.000,2.0,4.0,6.0,5.0,0.0,0.0,3.0,3.0,26.0,22.0,-2,7.0,5.0,0.7142857142857143,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,14.0,61.0,3.588235294117647,19.2,63.10000000000001,3.7117647058823535
77,75,68,2023-03-23,22-282,NYK,@,ORL,L (-5),1,29:45,3.0,12.0,.250,0.0,3.0,.000,4,6.0,.667,0.0,2.0,2.0,3.0,0.0,0.0,5.0,1.0,10.0,-0.7,-15,9.0,3.0,0.3333333333333333,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,-8.0,84.0,4.941176470588236,-2.3000000000000003,90.0,5.294117647058823
78,76,69,2023-03-27,22-286,NYK,,HOU,W (+22),1,29:26,6.0,12.0,.500,1.0,3.0,.333,6,9.0,.667,0.0,3.0,3.0,5.0,1.0,0.0,3.0,0.0,19.0,14.2,+17,9.0,5.0,0.5555555555555556,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,4.0,104.0,6.117647058823529,11.8,113.4,6.670588235294118
79,77,70,2023-03-29,22-288,NYK,,MIA,W (+9),1,33:44,4.0,13.0,.308,2.0,6.0,.333,2,4.0,.500,1.0,4.0,5.0,0.0,0.0,1.0,2.0,1.0,12.0,3.9,-1,7.0,2.0,0.2857142857142857,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,-1.0,65.0,3.823529411764706,3.1,70.3,4.135294117647058
80,78,71,2023-03-31,22-290,NYK,@,CLE,W (+14),1,29:57,6.0,17.0,.353,2.0,7.0,.286,0,0.0,,0.0,7.0,7.0,1.0,0.0,0.0,2.0,3.0,14.0,4.1,+10,10.0,4.0,0.4,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,3.0,94.0,5.529411764705882,4.1000000000000005,98.3,5.7823529411764705
81,79,,2023-04-02,22-292,NYK,,WAS,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,,107.0,6.294117647058823,0.0,111.5,6.5588235294117645
82,80,,2023-04-05,22-295,NYK,@,IND,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,,94.0,5.529411764705882,0.0,109.5,6.4411764705882355
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,,0.0,0.0,0.0,0.0,0.0
84,81,72,2023-04-07,22-297,NYK,@,NOP,L (-8),1,35:43,11.0,25.0,.440,0.0,9.0,.000,6,9.0,.667,1.0,6.0,7.0,6.0,0.0,1.0,0.0,1.0,28.0,20.7,-15,16.0,11.0,0.6875,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,8.0,70.0,4.117647058823529,18.3,61.0,3.588235294117647
85,82,73,2023-04-09,22-299,NYK,,IND,L (-5),1,37:17,7.0,16.0,.438,1.0,3.0,.333,3,5.0,.600,1.0,1.0,2.0,3.0,1.0,0.0,3.0,6.0,18.0,7.5,+7,13.0,6.0,0.4615384615384615,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,0.0,75.0,4.411764705882353,6.299999999999999,87.0,5.117647058823529
