Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Sterling Brown,Shared Games with Thomas Bryant,Shared Games with Tristan Thompson,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel
71,69,58,2023-03-22,34-253,CHI,,PHI,L (-25),1,19.15,0.0,5.0,.000,0.0,2.0,.000,0,0,,1,4,5,2,0,0,1,0,0,-1.2,-27,3.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
72,70,59,2023-03-24,34-255,CHI,@,POR,W (+28),1,23.733333333333334,1.0,5.0,.200,0.0,2.0,.000,2,2,1.000,0,6,6,4,1,1,0,2,4,6.4,+19,3.0,1.0,0.3333333333333333,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
73,71,60,2023-03-26,34-257,CHI,@,LAL,W (+10),1,22.883333333333333,4.0,7.0,.571,1.0,3.0,.333,1,2,.500,0,4,4,5,1,0,0,4,10,10.4,-2,4.0,3.0,0.75,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
74,72,61,2023-03-27,34-258,CHI,@,LAC,L (-12),1,29.916666666666668,3.0,6.0,.500,3.0,5.0,.600,0,0,,0,0,0,2,2,1,1,2,9,8.3,-9,1.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
75,73,62,2023-03-29,34-260,CHI,,LAL,L (-11),1,24.75,0.0,5.0,.000,0.0,5.0,.000,0,0,,0,2,2,1,1,1,1,1,0,-1.9,-32,0.0,0.0,,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
76,74,63,2023-03-31,34-262,CHI,@,CHO,W (+30),1,24.166666666666668,2.0,3.0,.667,0.0,1.0,.000,0,0,,0,5,5,2,2,0,0,1,4,7.2,+12,2.0,2.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
77,75,64,2023-04-02,34-264,CHI,,MEM,W (+21),1,23.166666666666668,1.0,5.0,.200,0.0,3.0,.000,0,0,,1,1,2,3,0,0,1,2,2,0.2,-1,2.0,1.0,0.5,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
78,76,65,2023-04-04,34-266,CHI,,ATL,L (-18),1,31.666666666666668,4.0,9.0,.444,3.0,7.0,.429,0,0,,0,2,2,0,1,1,0,3,11,7.4,-18,2.0,1.0,0.5,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
79,77,66,2023-04-05,34-267,CHI,@,MIL,L (-13),1,28.05,3.0,5.0,.600,2.0,4.0,.500,0,0,,0,5,5,7,4,1,1,1,8,15.4,-13,1.0,1.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
80,78,,2023-04-07,34-269,CHI,@,DAL,W (+3),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
81,79,67,2023-04-09,34-271,CHI,,DET,W (+22),1,23.916666666666668,1.0,3.0,.333,0.0,2.0,.000,0,0,,0,2,2,4,3,1,0,4,2,5.8,+2,1.0,1.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
