Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
52,51,37,2023-01-30,19-263,SAS,,WAS,L (-21),0,17:50,2.0,6.0,.333,0.0,3.0,.000,2,2.0,1.000,0.0,5.0,5.0,2.0,1.0,0.0,1.0,4.0,6.0,3.9,-12,3.0,2.0,0.6666666666666666,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,5.0,49.0,2.5789473684210527,3.1000000000000014,68.7,3.615789473684211
53,52,38,2023-02-01,19-265,SAS,,SAC,L (-10),0,32:17,9.0,13.0,.692,3.0,5.0,.600,1,2.0,.500,0.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,22.0,19.1,+5,8.0,6.0,0.75,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,13.0,31.0,1.631578947368421,18.700000000000003,31.6,1.6631578947368422
54,53,39,2023-02-03,19-267,SAS,,PHI,L (-12),1,34:51,11.0,16.0,.688,2.0,5.0,.400,2,2.0,1.000,0.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,26.0,20.1,-2,11.0,9.0,0.8181818181818182,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,12.0,26.0,1.368421052631579,19.3,32.300000000000004,1.7000000000000002
55,54,40,2023-02-06,19-270,SAS,@,CHI,L (-24),1,32:23,6.0,18.0,.333,3.0,8.0,.375,0,0.0,,0.0,5.0,5.0,4.0,0.0,0.0,1.0,4.0,15.0,6.5,-10,10.0,3.0,0.3,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,5.0,22.0,1.1578947368421053,6.5,29.2,1.5368421052631578
56,55,41,2023-02-08,19-272,SAS,@,TOR,L (-14),1,28:36,2.0,8.0,.250,0.0,3.0,.000,0,0.0,,1.0,4.0,5.0,3.0,0.0,1.0,0.0,4.0,4.0,2.3,-22,5.0,2.0,0.4,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,5.0,41.0,2.1578947368421053,2.3000000000000003,55.7,2.931578947368421
57,56,42,2023-02-10,19-274,SAS,@,DET,L (-7),1,42:43,8.0,17.0,.471,4.0,8.0,.500,7,10.0,.700,1.0,4.0,5.0,2.0,2.0,0.0,3.0,3.0,27.0,18.2,-9,9.0,4.0,0.4444444444444444,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,6.0,43.0,2.263157894736842,15.400000000000002,43.7,2.3000000000000003
58,57,43,2023-02-11,19-275,SAS,@,ATL,L (-19),1,28:02,4.0,15.0,.267,2.0,8.0,.250,0,0.0,,2.0,4.0,6.0,1.0,0.0,0.0,0.0,2.0,10.0,3.6,-11,7.0,2.0,0.2857142857142857,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,2.0,64.0,3.3684210526315788,3.5999999999999988,87.9,4.626315789473685
59,58,44,2023-02-13,19-277,SAS,@,CLE,L (-8),1,28:51,8.0,11.0,.727,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,2.0,2.0,0.0,1.0,4.0,18.0,14.6,-4,8.0,6.0,0.75,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,11.0,56.0,2.9473684210526314,14.6,66.10000000000001,3.478947368421053
60,59,45,2023-02-15,19-279,SAS,@,CHO,L (-10),1,32:43,10.0,14.0,.714,3.0,6.0,.500,0,0.0,,1.0,5.0,6.0,3.0,1.0,1.0,3.0,2.0,23.0,19.4,+3,8.0,7.0,0.875,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,17.0,56.0,2.9473684210526314,19.4,61.49999999999999,3.2368421052631575
61,60,46,2023-02-23,19-287,SAS,@,DAL,L (-26),1,35:22,9.0,17.0,.529,2.0,5.0,.400,3,3.0,1.000,1.0,1.0,2.0,5.0,0.0,0.0,4.0,3.0,23.0,14.0,-21,12.0,7.0,0.5833333333333334,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,6.0,51.0,2.6842105263157894,12.800000000000004,54.49999999999999,2.8684210526315788
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,,0.0,0.0,0.0,0.0,0.0
63,61,47,2023-02-25,19-289,SAS,@,UTA,L (-16),1,30:51,6.0,16.0,.375,1.0,5.0,.200,0,0.0,,3.0,3.0,6.0,1.0,0.0,1.0,0.0,3.0,13.0,7.4,-15,11.0,5.0,0.4545454545454545,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,5.0,52.0,2.736842105263158,7.399999999999998,68.39999999999999,3.5999999999999996
64,62,48,2023-02-28,19-292,SAS,@,UTA,W (+8),1,21:15,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,4.0,1.5,0,4.0,2.0,0.5,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,2.0,77.0,4.052631578947368,1.5,86.3,4.542105263157895
65,63,49,2023-03-02,19-294,SAS,,IND,W (+11),1,24:20,4.0,10.0,.400,0.0,2.0,.000,0,0.0,,0.0,6.0,6.0,4.0,1.0,0.0,2.0,1.0,8.0,5.8,+13,8.0,4.0,0.5,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,7.0,56.0,2.9473684210526314,5.799999999999999,68.5,3.6052631578947367
66,64,,2023-03-04,19-296,SAS,,HOU,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,,67.0,3.526315789473684,0.0,74.19999999999999,3.905263157894736
67,65,50,2023-03-05,19-297,SAS,@,HOU,L (-32),1,29:01,5.0,8.0,.625,1.0,1.0,1.000,2,2.0,1.000,0.0,7.0,7.0,2.0,1.0,0.0,1.0,1.0,13.0,12.5,-10,7.0,4.0,0.5714285714285714,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,12.0,29.0,1.5263157894736843,11.7,51.1,2.6894736842105265
68,66,51,2023-03-10,19-302,SAS,,DEN,W (+8),1,25:35,2.0,7.0,.286,0.0,2.0,.000,0,0.0,,1.0,3.0,4.0,3.0,1.0,0.0,2.0,5.0,4.0,0.6,-12,5.0,2.0,0.4,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,3.0,94.0,4.947368421052632,0.6000000000000005,107.6,5.663157894736842
69,67,52,2023-03-12,19-304,SAS,,OKC,L (-12),1,6:19,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.8,+4,0.0,0.0,,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,-1.0,41.0,2.1578947368421053,-1.7999999999999998,40.79999999999999,2.147368421052631
70,68,,2023-03-14,19-306,SAS,,ORL,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,,109.0,5.7368421052631575,0.0,118.6,6.242105263157894
71,69,53,2023-03-15,19-307,SAS,,DAL,L (-9),0,29:29,8.0,12.0,.667,2.0,3.0,.667,2,2.0,1.000,0.0,5.0,5.0,2.0,0.0,0.0,2.0,4.0,20.0,14.1,+3,9.0,6.0,0.6666666666666666,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,11.0,64.0,3.3684210526315788,13.3,81.89999999999999,4.310526315789473
72,70,54,2023-03-17,19-309,SAS,,MEM,L (-6),1,38:50,6.0,16.0,.375,4.0,9.0,.444,2,2.0,1.000,3.0,3.0,6.0,2.0,1.0,0.0,3.0,2.0,18.0,10.8,+4,7.0,2.0,0.2857142857142857,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,6.0,98.0,5.157894736842105,9.999999999999996,112.4,5.915789473684211
73,71,55,2023-03-19,19-311,SAS,,ATL,W (+8),1,26:12,3.0,10.0,.300,1.0,3.0,.333,0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,1.0,2.0,7.0,2.4,+21,7.0,2.0,0.2857142857142857,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,2.0,85.0,4.473684210526316,2.3999999999999995,102.1,5.373684210526315
74,72,56,2023-03-21,19-313,SAS,@,NOP,L (-35),1,26:40,2.0,11.0,.182,1.0,7.0,.143,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,5.0,-1.0,-13,4.0,1.0,0.25,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,-2.0,32.0,1.6842105263157894,-0.9999999999999996,34.49999999999999,1.8157894736842102
75,73,57,2023-03-22,19-314,SAS,@,MIL,L (-36),1,24:55,2.0,7.0,.286,0.0,3.0,.000,0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,4.0,1.0,4.0,-1.2,-19,4.0,2.0,0.5,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,0.0,28.0,1.4736842105263157,-1.1999999999999995,47.90000000000001,2.521052631578948
76,74,58,2023-03-24,19-316,SAS,@,WAS,L (-12),1,29:02,7.0,15.0,.467,1.0,6.0,.167,0,0.0,,1.0,4.0,5.0,0.0,0.0,0.0,0.0,3.0,15.0,8.0,-2,9.0,6.0,0.6666666666666666,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,5.0,92.0,4.842105263157895,7.999999999999999,98.8,5.2
77,75,59,2023-03-26,19-318,SAS,@,BOS,L (-44),1,24:03,7.0,13.0,.538,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,15.0,9.9,-26,10.0,6.0,0.6,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,6.0,66.0,3.473684210526316,9.9,81.50000000000001,4.289473684210527
78,76,60,2023-03-29,19-321,SAS,,UTA,L (-11),1,27:00,7.0,12.0,.583,2.0,4.0,.500,5,7.0,.714,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,21.0,17.2,+6,8.0,5.0,0.625,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,7.0,53.0,2.789473684210526,15.2,59.19999999999999,3.11578947368421
