Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alize Johnson,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jeremy Sochan,Shared Games with Jordan Hall,Shared Games with Josh Richardson,Shared Games with Joshua Primo,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins
68,66,57,2023-03-08,27-144,TOR,@,LAC,L (-8),1,30.383333333333333,4.0,8.0,.500,0.0,0.0,,0,0,,4,7,11,2,0,2,3,2,8,7.9,-2,8.0,4.0,0.5,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
69,67,58,2023-03-10,27-146,TOR,@,LAL,L (-10),1,33.05,8.0,17.0,.471,0.0,0.0,,1,2,.500,4,6,10,4,3,1,0,2,17,18.2,+5,17.0,8.0,0.4705882352941176,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
70,68,59,2023-03-14,27-150,TOR,,DEN,W (+15),1,27.233333333333334,5.0,6.0,.833,0.0,0.0,,2,2,1.000,3,8,11,5,1,2,1,4,12,17.6,+30,6.0,5.0,0.8333333333333334,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
71,69,60,2023-03-16,27-152,TOR,,OKC,W (+17),1,29.0,4.0,11.0,.364,0.0,0.0,,8,10,.800,5,7,12,4,0,1,0,3,16,17.0,+12,11.0,4.0,0.3636363636363636,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
72,70,61,2023-03-18,27-154,TOR,,MIN,W (+15),1,25.366666666666667,7.0,8.0,.875,0.0,0.0,,0,0,,4,7,11,2,0,0,2,5,14,13.5,+12,8.0,7.0,0.875,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
73,71,62,2023-03-19,27-155,TOR,@,MIL,L (-7),1,31.116666666666667,10.0,18.0,.556,0.0,0.0,,0,0,,1,5,6,0,0,2,1,5,20,12.0,-17,18.0,10.0,0.5555555555555556,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
74,72,63,2023-03-22,27-158,TOR,,IND,L (-4),1,35.63333333333333,10.0,12.0,.833,0.0,0.0,,3,9,.333,4,4,8,1,2,2,1,3,23,22.1,-13,12.0,10.0,0.8333333333333334,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
75,73,64,2023-03-24,27-160,TOR,,DET,W (+21),1,28.2,1.0,2.0,.500,0.0,0.0,,2,2,1.000,2,9,11,1,2,2,1,3,4,9.0,+24,2.0,1.0,0.5,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
76,74,65,2023-03-26,27-162,TOR,,WAS,W (+10),1,26.133333333333333,6.0,9.0,.667,0.0,0.0,,0,0,,6,6,12,1,1,0,3,2,12,12.0,+7,9.0,6.0,0.6666666666666666,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
77,75,66,2023-03-28,27-164,TOR,,MIA,W (+14),1,22.783333333333335,1.0,5.0,.200,0.0,0.0,,0,0,,3,7,10,1,0,1,0,4,2,2.9,+15,5.0,1.0,0.2,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
78,76,67,2023-03-31,27-167,TOR,@,PHI,L (-7),1,33.416666666666664,6.0,8.0,.750,0.0,0.0,,2,4,.500,4,6,10,2,0,0,2,2,14,13.2,,8.0,6.0,0.75,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
79,77,68,2023-04-02,27-169,TOR,@,CHO,W (+20),1,30.016666666666666,8.0,12.0,.667,0.0,0.0,,0,0,,4,5,9,3,1,4,1,3,16,18.8,+16,12.0,8.0,0.6666666666666666,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
80,78,69,2023-04-04,27-171,TOR,@,CHO,W (+20),1,21.766666666666666,5.0,9.0,.556,0.0,0.0,,0,0,,4,5,9,3,0,0,1,1,10,10.7,+3,9.0,5.0,0.5555555555555556,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
81,79,70,2023-04-05,27-172,TOR,@,BOS,L (-4),1,22.65,5.0,8.0,.625,0.0,0.0,,0,2,.000,3,4,7,2,1,0,2,2,10,8.5,+10,8.0,5.0,0.625,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
82,80,71,2023-04-07,27-174,TOR,@,BOS,L (-19),1,21.383333333333333,1.0,3.0,.333,0.0,0.0,,1,2,.500,2,5,7,0,1,0,0,3,3,3.6,-12,3.0,1.0,0.3333333333333333,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
83,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
84,81,72,2023-04-09,27-176,TOR,,MIL,W (+16),1,11.25,3.0,6.0,.500,0.0,0.0,,0,0,,1,3,4,1,0,0,0,1,6,4.9,+4,6.0,3.0,0.5,0,11,17,22,4,42,18,30,41,0,36,0,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873
