Date,MP_team,FG_team,FGA_team,FG%_team,3P_team,3PA_team,3P%_team,FT_team,FTA_team,FT%_team,ORB_team,DRB_team,TRB_team,AST_team,STL_team,BLK_team,TOV_team,PF_team,PTS_team,GmSc_team,+/-_team,2PA_team,2P_team,2P%_team,CO_EFF_team,EFF_team,avg_EFF_team,CO_HGS_team,HGS_team,avg_HGS_team,PER_team,WS_team,BPM_team,OBPM_team,DBPM_team,TS%_team,3PAr_team,FTr_team,VORP_team,OWS_team,Player_Played_team,avg_MP_team,avg_FG_team,avg_FGA_team,avg_FG%_team,avg_3P_team,avg_3PA_team,avg_3P%_team,avg_FT_team,avg_FTA_team,avg_FT%_team,avg_ORB_team,avg_DRB_team,avg_TRB_team,avg_AST_team,avg_STL_team,avg_BLK_team,avg_TOV_team,avg_PF_team,avg_PTS_team,avg_GmSc_team,avg_+/-_team,avg_2PA_team,avg_2P_team,avg_2P%_team,avg_CO_EFF_team,avg_avg_EFF_team,avg_CO_HGS_team,avg_avg_HGS_team,avg_PER_team,avg_WS_team,avg_BPM_team,avg_OBPM_team,avg_DBPM_team,avg_TS%_team,avg_3PAr_team,avg_FTr_team,avg_VORP_team,avg_OWS_team,WIN_team,home_team,team_opp_team,Team,MP_opp,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,DRB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,PTS_opp,GmSc_opp,+/-_opp,2PA_opp,2P_opp,2P%_opp,CO_EFF_opp,EFF_opp,avg_EFF_opp,CO_HGS_opp,HGS_opp,avg_HGS_opp,PER_opp,WS_opp,BPM_opp,OBPM_opp,DBPM_opp,TS%_opp,3PAr_opp,FTr_opp,VORP_opp,OWS_opp,Player_Played_opp,avg_MP_opp,avg_FG_opp,avg_FGA_opp,avg_FG%_opp,avg_3P_opp,avg_3PA_opp,avg_3P%_opp,avg_FT_opp,avg_FTA_opp,avg_FT%_opp,avg_ORB_opp,avg_DRB_opp,avg_TRB_opp,avg_AST_opp,avg_STL_opp,avg_BLK_opp,avg_TOV_opp,avg_PF_opp,avg_PTS_opp,avg_GmSc_opp,avg_+/-_opp,avg_2PA_opp,avg_2P_opp,avg_2P%_opp,avg_CO_EFF_opp,avg_avg_EFF_opp,avg_CO_HGS_opp,avg_avg_HGS_opp,avg_PER_opp,avg_WS_opp,avg_BPM_opp,avg_OBPM_opp,avg_DBPM_opp,avg_TS%_opp,avg_3PAr_opp,avg_FTr_opp,avg_VORP_opp,avg_OWS_opp,WIN_opp,home_opp,team_opp_opp,WON,target,WON_results,scoring_margin_WON,target_results,scoring_margin_target
2023/4/4,239.95,39,78,3.445,11,29,2.611,14,16,1.923,6,31,37,21,3,7,10,21,103,80.9,10,49,28,3.041666667,67,1162,116.2,75.3,1149.9,114.99,231.3,44.8,5.4,3,2.6,8.416,5.389,3.732,13.4,25.5,10,23.995,3.9,7.8,0.3445,1.1,2.9,0.2611,1.4,1.6,0.1923,0.6,3.1,3.7,2.1,0.3,0.7,1,2.1,10.3,8.09,1,4.9,2.8,0.304166667,6.7,11.62,7.53,11.499,23.13,4.48,0.54,0.3,0.26,0.8416,0.5389,0.3732,1.34,2.55,W (+2),1,BOS,PHI,239.95,38,91,2.659,15,45,2.236,10,16,2.433,13,30,43,28,4,4,8,17,101,79.8,-10,46,23,3.250000001,65,1097,109.7,75.8,1282.4,128.24,186.3,50.5,-0.5,-5.2,4.8,7.5,6.525,2.544,16.8,26.6,10,23.995,3.8,9.1,0.2659,1.5,4.5,0.2236,1,1.6,0.2433,1.3,3,4.3,2.8,0.4,0.4,0.8,1.7,10.1,7.98,-1,4.6,2.3,0.325,6.5,10.97,7.58,12.824,18.63,5.05,-0.05,-0.52,0.48,0.75,0.6525,0.2544,1.68,2.66,L (-2),0,PHI,W (+2),L (-28),1,2,0,-28
2023/4/6,240,39,76,6.709,10,36,2.516,13,15,4.5,3,29,32,23,7,4,15,18,101,77.1,-140,40,29,8.660606061,61,1057,88.08333333,71.9,1174.5,97.875,231.3,44.8,5.4,3,2.6,8.416,5.389,3.732,13.4,25.5,12,20,3.25,6.333333333,0.559083333,0.833333333,3,0.209666667,1.083333333,1.25,0.375,0.25,2.416666667,2.666666667,1.916666667,0.583333333,0.333333333,1.25,1.5,8.416666667,6.425,-11.66666667,3.333333333,2.416666667,0.721717172,5.083333333,7.340277778,5.991666667,8.15625,19.275,3.733333333,0.45,0.25,0.216666667,0.701333333,0.449083333,0.311,1.116666667,2.125,L (-28),1,MIA,PHI,240,49,88,7.643,18,39,3.624,13,15,3.333,10,32,42,39,3,0,10,13,129,117.9,140,49,31,8.664141414,100,1504,125.3333333,112.7,1769.2,147.4333333,215.8,39.4,-26.7,-25.8,-0.7,9.095,6.317,4.391,10.3,17.3,12,20,4.083333333,7.333333333,0.636916667,1.5,3.25,0.302,1.083333333,1.25,0.27775,0.833333333,2.666666667,3.5,3.25,0.25,0,0.833333333,1.083333333,10.75,9.825,11.66666667,4.083333333,2.583333333,0.722011785,8.333333333,10.44444444,9.391666667,12.28611111,17.98333333,3.283333333,-2.225,-2.15,-0.058333333,0.757916667,0.526416667,0.365916667,0.858333333,1.441666667,W (+28),0,PHI,L (-28),W (+5),0,-28,1,5
2023/4/7,265,51,102,5.022,11,22,2.881,23,29,6.733,13,39,52,33,10,2,20,22,136,109.1,25,80,40,4.769611529,82,1165,116.5,99.9,1269,126.9,231.3,44.8,5.4,3,2.6,8.416,5.389,3.732,13.4,25.5,10,26.5,5.1,10.2,0.5022,1.1,2.2,0.2881,2.3,2.9,0.6733,1.3,3.9,5.2,3.3,1,0.2,2,2.2,13.6,10.91,2.5,8,4,0.476961153,8.2,11.65,9.99,12.69,23.13,4.48,0.54,0.3,0.26,0.8416,0.5389,0.3732,1.34,2.55,W (+5),0,ATL,PHI,265,51,92,5.069,10,33,1.775,19,28,4.857,4,34,38,32,11,7,20,19,131,107.1,-25,59,41,6.204761904,75,1540,154,99.5,2029.4,202.94,195,41,-16.4,-12.1,-4.3,7.729,4.239,3.017,10.3,25.8,10,26.5,5.1,9.2,0.5069,1,3.3,0.1775,1.9,2.8,0.4857,0.4,3.4,3.8,3.2,1.1,0.7,2,1.9,13.1,10.71,-2.5,5.9,4.1,0.62047619,7.5,15.4,9.95,20.294,19.5,4.1,-1.64,-1.21,-0.43,0.7729,0.4239,0.3017,1.03,2.58,L (-5),1,PHI,W (+5),W (+29),1,5,1,29
2023/4/9,240,53,101,4.757,14,32,3.75,14,19,5.047,13,37,50,31,10,5,13,23,134,115.7,145,69,39,4.849175824,97,861,86.1,110.1,1000,100,231.3,44.8,5.4,3,2.6,8.416,5.389,3.732,13.4,25.5,10,24,5.3,10.1,0.4757,1.4,3.2,0.375,1.4,1.9,0.5047,1.3,3.7,5,3.1,1,0.5,1.3,2.3,13.4,11.57,14.5,6.9,3.9,0.484917582,9.7,8.61,11.01,10,23.13,4.48,0.54,0.3,0.26,0.8416,0.5389,0.3732,1.34,2.55,W (+29),0,BRK,PHI,240,35,83,2.418,12,32,1.705,23,28,5.904,10,32,42,22,6,6,18,22,105,74.3,-145,51,23,2.936507936,52,1077,134.625,65.1,1370.7,171.3375,155.4,31.2,-7.2,-9.1,1.8,6.446,4.715,2.502,6.8,16.5,8,30,4.375,10.375,0.30225,1.5,4,0.213125,2.875,3.5,0.738,1.25,4,5.25,2.75,0.75,0.75,2.25,2.75,13.125,9.2875,-18.125,6.375,2.875,0.367063492,6.5,16.828125,8.1375,21.4171875,19.425,3.9,-0.9,-1.1375,0.225,0.80575,0.589375,0.31275,0.85,2.0625,L (-29),1,PHI,W (+29),,1,29,2,
2022/10/19,239.9833333,40,85,4.685,8,22,2.6,19,22,4.167,8,32,40,25,4,5,12,29,107,78.9,10,63,32,4.904528367,46,834,69.5,53.5,920,76.66666667,159.3,36.4,4.44E-16,-4.4,4.3,6.198,4.324,2.685,9.2,17.6,12,19.99861111,3.333333333,7.083333333,0.390416667,0.666666667,1.833333333,0.216666667,1.583333333,1.833333333,0.34725,0.666666667,2.666666667,3.333333333,2.083333333,0.333333333,0.416666667,1,2.416666667,8.916666667,6.575,0.833333333,5.25,2.666666667,0.408710697,3.833333333,5.791666667,4.458333333,6.388888889,13.275,3.033333333,3.70E-17,-0.366666667,0.358333333,0.5165,0.360333333,0.22375,0.766666667,1.466666667,W (+2),1,DAL,PHO,239.9833333,35,75,3.546,14,35,2.671,21,34,4.05,5,35,40,17,6,4,12,22,105,75.2,-10,40,21,3.473717949,37,638,70.88888889,52.2,930.3,103.3666667,205.2,29.1,-6.66E-16,-0.4,0.2,7.775,5.966,3.331,6.9,17.7,9,26.66481481,3.888888889,8.333333333,0.394,1.555555556,3.888888889,0.296777778,2.333333333,3.777777778,0.45,0.555555556,3.888888889,4.444444444,1.888888889,0.666666667,0.444444444,1.333333333,2.444444444,11.66666667,8.355555556,-1.111111111,4.444444444,2.333333333,0.385968661,4.111111111,7.87654321,5.8,11.48518519,22.8,3.233333333,-7.40E-17,-0.044444444,0.022222222,0.863888889,0.662888889,0.370111111,0.766666667,1.966666667,L (-2),0,PHO,W (+2),L (-2),1,2,0,-2
2022/10/21,265,43,94,4.199,10,27,3.262,15,21,3.889,9,32,41,31,14,1,16,29,111,84.7,-10,67,33,3.29047619,54,991,90.09090909,65.8,1005.6,91.41818182,159.3,36.4,6.66E-16,-4.4,4.3,6.198,4.324,2.685,9.2,17.6,11,24.09090909,3.909090909,8.545454545,0.381727273,0.909090909,2.454545455,0.296545455,1.363636364,1.909090909,0.353545455,0.818181818,2.909090909,3.727272727,2.818181818,1.272727273,0.090909091,1.454545455,2.636363636,10.09090909,7.7,-0.909090909,6.090909091,3,0.299134199,4.909090909,8.190082645,5.981818182,8.310743802,14.48181818,3.309090909,6.06E-17,-0.4,0.390909091,0.563454545,0.393090909,0.244090909,0.836363636,1.6,L (-2),0,POR,PHO,265,36,82,3.853,10,29,2.667,31,36,5.889,13,35,48,14,8,5,18,19,113,83.3,10,53,26,4.140842491,44,1004,111.5555556,62.4,1030.7,114.5222222,134.7,19.8,-30.1,-20.4,-9.6,5.864,4.207,2.945,4.2,13.3,9,29.44444444,4,9.111111111,0.428111111,1.111111111,3.222222222,0.296333333,3.444444444,4,0.654333333,1.444444444,3.888888889,5.333333333,1.555555556,0.888888889,0.555555556,2,2.111111111,12.55555556,9.255555556,1.111111111,5.888888889,2.888888889,0.46009361,4.888888889,12.39506173,6.933333333,12.72469136,14.96666667,2.2,-3.344444444,-2.266666667,-1.066666667,0.651555556,0.467444444,0.327222222,0.466666667,1.477777778,W (+2),1,PHO,L (-2),W (+17),0,-2,1,17
2022/10/23,240,43,93,4.463,15,42,2.897,11,12,5.5,13,36,49,29,5,3,12,18,112,91.8,85,51,28,5.308333334,63,1070,89.16666667,72.2,1300.6,108.3833333,159.3,36.4,5.00E-16,-4.4,4.3,6.198,4.324,2.685,9.2,17.6,12,20,3.583333333,7.75,0.371916667,1.25,3.5,0.241416667,0.916666667,1,0.458333333,1.083333333,3,4.083333333,2.416666667,0.416666667,0.25,1,1.5,9.333333333,7.65,7.083333333,4.25,2.333333333,0.442361111,5.25,7.430555556,6.016666667,9.031944444,13.275,3.033333333,4.16E-17,-0.366666667,0.358333333,0.5165,0.360333333,0.22375,0.766666667,1.466666667,W (+17),0,LAC,PHO,240,36,82,5.271,9,32,2.483,14,20,2.2,9,34,43,16,10,0,14,18,95,66.1,-85,50,27,5.568650794,44,556,37.06666667,50.6,672.3,44.82,130.7,25.9,0.8,-1.5,1.9,5.153,3.677,2.352,8.7,14.8,15,16,2.4,5.466666667,0.3514,0.6,2.133333333,0.165533333,0.933333333,1.333333333,0.146666667,0.6,2.266666667,2.866666667,1.066666667,0.666666667,0,0.933333333,1.2,6.333333333,4.406666667,-5.666666667,3.333333333,1.8,0.371243386,2.933333333,2.471111111,3.373333333,2.988,8.713333333,1.726666667,0.053333333,-0.1,0.126666667,0.343533333,0.245133333,0.1568,0.58,0.986666667,L (-17),1,PHO,W (+17),W (+29),1,17,1,29
2022/10/25,240,47,92,6.253,12,29,2.759,28,34,6.086,14,34,48,31,8,4,13,19,134,117.9,145,63,35,6.531235431,69,855,77.72727273,84.1,1103.9,100.3545455,159.3,36.4,6.66E-16,-4.4,4.3,6.198,4.324,2.685,9.2,17.6,11,21.81818182,4.272727273,8.363636364,0.568454545,1.090909091,2.636363636,0.250818182,2.545454545,3.090909091,0.553272727,1.272727273,3.090909091,4.363636364,2.818181818,0.727272727,0.363636364,1.181818182,1.727272727,12.18181818,10.71818182,13.18181818,5.727272727,3.181818182,0.593748676,6.272727273,7.066115702,7.645454545,9.123140496,14.48181818,3.309090909,6.06E-17,-0.4,0.390909091,0.563454545,0.393090909,0.244090909,0.836363636,1.6,W (+29),1,GSW,PHO,240,41,91,4.468,10,35,1.63,13,17,4.1,10,30,40,28,7,7,13,28,105,79.4,-145,56,31,4.915873016,59,886,80.54545455,63.9,900.8,81.89090909,166.3,42.2,-0.3,-3.7,3.4,7.204,5.56,2.778,11.6,23.3,11,21.81818182,3.727272727,8.272727273,0.406181818,0.909090909,3.181818182,0.148181818,1.181818182,1.545454545,0.372727273,0.909090909,2.727272727,3.636363636,2.545454545,0.636363636,0.636363636,1.181818182,2.545454545,9.545454545,7.218181818,-13.18181818,5.090909091,2.818181818,0.446897547,5.363636364,7.32231405,5.809090909,7.444628099,15.11818182,3.836363636,-0.027272727,-0.336363636,0.309090909,0.654909091,0.505454545,0.252545455,1.054545455,2.118181818,L (-29),0,PHO,W (+29),W (+13),1,29,1,13
2022/10/28,240,48,92,6.032,10,33,3.183,18,20,4.333,14,33,47,33,7,7,12,18,124,113.5,65,59,38,7.83452381,67,1033,79.46153846,67.3,1129.5,86.88461538,159.3,36.4,8.88E-16,-4.4,4.3,6.198,4.324,2.685,9.2,17.6,13,18.46153846,3.692307692,7.076923077,0.464,0.769230769,2.538461538,0.244846154,1.384615385,1.538461538,0.333307692,1.076923077,2.538461538,3.615384615,2.538461538,0.538461538,0.538461538,0.923076923,1.384615385,9.538461538,8.730769231,5,4.538461538,2.923076923,0.602655678,5.153846154,6.112426036,5.176923077,6.683431953,12.25384615,2.8,6.83E-17,-0.338461538,0.330769231,0.476769231,0.332615385,0.206538462,0.707692308,1.353846154,W (+13),1,NOP,PHO,240,38,86,3.615,15,37,2.596,20,22,6.633,9,24,33,25,10,1,13,21,111,85.5,-65,49,23,2.532738095,51,1164,105.8181818,68.5,1194.2,108.5636364,134.2,25.2,-5,-3.3,-1.6,5.034,2.792,2.444,8.2,11.9,11,21.81818182,3.454545455,7.818181818,0.328636364,1.363636364,3.363636364,0.236,1.818181818,2,0.603,0.818181818,2.181818182,3,2.272727273,0.909090909,0.090909091,1.181818182,1.909090909,10.09090909,7.772727273,-5.909090909,4.454545455,2.090909091,0.230248918,4.636363636,9.619834711,6.227272727,9.869421488,12.2,2.290909091,-0.454545455,-0.3,-0.145454545,0.457636364,0.253818182,0.222181818,0.745454545,1.081818182,L (-13),0,PHO,W (+13),W (+15),1,13,1,15
2022/10/30,239.9666667,45,84,5.777,12,40,1.951,22,30,4.983,10,26,36,29,9,8,11,22,124,109.9,75,44,33,7.364705882,58,910,75.83333333,75.6,1092.6,91.05,159.3,36.4,8.88E-16,-4.4,4.3,6.198,4.324,2.685,9.2,17.6,12,19.99722222,3.75,7,0.481416667,1,3.333333333,0.162583333,1.833333333,2.5,0.41525,0.833333333,2.166666667,3,2.416666667,0.75,0.666666667,0.916666667,1.833333333,10.33333333,9.158333333,6.25,3.666666667,2.75,0.61372549,4.833333333,6.319444444,6.3,7.5875,13.275,3.033333333,7.40E-17,-0.366666667,0.358333333,0.5165,0.360333333,0.22375,0.766666667,1.466666667,W (+15),1,HOU,PHO,240,38,87,5.493,11,34,4.488,22,26,4.536,17,32,49,18,7,1,15,25,109,78.5,-75,53,27,4.284265734,56,728,66.18181818,67.5,878.6,79.87272727,114.7,11.5,-16.5,-9.5,-7.1,4.457,2.153,2.272,0.6,5.6,11,21.81818182,3.454545455,7.909090909,0.499363636,1,3.090909091,0.408,2,2.363636364,0.412363636,1.545454545,2.909090909,4.454545455,1.636363636,0.636363636,0.090909091,1.363636364,2.272727273,9.909090909,7.136363636,-6.818181818,4.818181818,2.454545455,0.389478703,5.090909091,6.016528926,6.136363636,7.261157025,10.42727273,1.045454545,-1.5,-0.863636364,-0.645454545,0.405181818,0.195727273,0.206545455,0.054545455,0.509090909,L (-15),0,PHO,W (+15),W (+9),1,15,1,9
2022/11/1,239.9666667,41,89,5.296,17,43,3.922,17,22,4.634,7,27,34,31,9,8,9,20,116,100.4,45,46,24,4.318398268,40,818,74.36363636,44.4,860.9,78.26363636,159.3,36.4,8.88E-16,-4.4,4.3,6.198,4.324,2.685,9.2,17.6,11,21.81515151,3.727272727,8.090909091,0.481454545,1.545454545,3.909090909,0.356545455,1.545454545,2,0.421272727,0.636363636,2.454545455,3.090909091,2.818181818,0.818181818,0.727272727,0.818181818,1.818181818,10.54545455,9.127272727,4.090909091,4.181818182,2.181818182,0.392581661,3.636363636,6.760330579,4.036363636,7.114876033,14.48181818,3.309090909,8.07E-17,-0.4,0.390909091,0.563454545,0.393090909,0.244090909,0.836363636,1.6,W (+9),1,MIN,PHO,239.9666667,37,87,4.505,13,34,2.345,20,24,5.767,10,32,42,24,5,4,16,24,107,74.9,-45,53,24,4.601515152,54,1011,101.1,67.9,1190.6,119.06,143.1,21.8,-7.5,-7,-0.2,5.414,2.789,2.977,4.2,10.3,10,23.99666667,3.7,8.7,0.4505,1.3,3.4,0.2345,2,2.4,0.5767,1,3.2,4.2,2.4,0.5,0.4,1.6,2.4,10.7,7.49,-4.5,5.3,2.4,0.460151515,5.4,10.11,6.79,11.906,14.31,2.18,-0.75,-0.7,-0.02,0.5414,0.2789,0.2977,0.42,1.03,L (-9),0,PHO,W (+9),L (-17),1,9,0,-17
2022/11/11,240,38,95,4.121,13,42,1.983,8,9,4.5,11,27,38,22,7,4,11,14,97,69.7,-85,53,25,5.242857143,49,1018,92.54545455,61.3,919.9,83.62727273,159.3,36.4,6.66E-16,-4.4,4.3,6.198,4.324,2.685,9.2,17.6,11,21.81818182,3.454545455,8.636363636,0.374636364,1.181818182,3.818181818,0.180272727,0.727272727,0.818181818,0.409090909,1,2.454545455,3.454545455,2,0.636363636,0.363636364,1,1.272727273,8.818181818,6.336363636,-7.727272727,4.818181818,2.272727273,0.476623377,4.454545455,8.41322314,5.572727273,7.602479339,14.48181818,3.309090909,6.06E-17,-0.4,0.390909091,0.563454545,0.393090909,0.244090909,0.836363636,1.6,L (-17),0,ORL,PHO,240,43,82,5.931,15,33,5.316,13,15,5.417,9,41,50,23,2,4,13,11,114,95.1,85,49,28,4.9,61,835,83.5,62.8,805.1,80.51,120.6,23.1,-8.6,-8.8,0.3,5.068,3.749,2.4,4.8,9.3,10,24,4.3,8.2,0.5931,1.5,3.3,0.5316,1.3,1.5,0.5417,0.9,4.1,5,2.3,0.2,0.4,1.3,1.1,11.4,9.51,8.5,4.9,2.8,0.49,6.1,8.35,6.28,8.051,12.06,2.31,-0.86,-0.88,0.03,0.5068,0.3749,0.24,0.48,0.93,W (+17),1,PHO,L (-17),L (-1),0,-17,0,-1
2022/11/14,240,48,99,3.895,14,36,2.315,2,4,1,20,25,45,22,9,4,11,22,112,90,-5,63,34,4.235642136,59,854,85.4,61.4,963.8,96.38,159.3,36.4,4.44E-16,-4.4,4.3,6.198,4.324,2.685,9.2,17.6,10,24,4.8,9.9,0.3895,1.4,3.6,0.2315,0.2,0.4,0.1,2,2.5,4.5,2.2,0.9,0.4,1.1,2.2,11.2,9,-0.5,6.3,3.4,0.423564214,5.9,8.54,6.14,9.638,15.93,3.64,4.44E-17,-0.44,0.43,0.6198,0.4324,0.2685,0.92,1.76,L (-1),0,MIA,PHO,240,38,83,3.736,15,33,3.333,22,25,3.607,17,25,42,23,6,4,14,10,113,95.2,5,50,23,3.846078431,56,921,115.125,74.2,1079.2,134.9,186.3,36.1,-24.5,-24,-0.4,7.888,5.585,3.583,9.5,16.3,8,30,4.75,10.375,0.467,1.875,4.125,0.416625,2.75,3.125,0.450875,2.125,3.125,5.25,2.875,0.75,0.5,1.75,1.25,14.125,11.9,0.625,6.25,2.875,0.480759804,7,14.390625,9.275,16.8625,23.2875,4.5125,-3.0625,-3,-0.05,0.986,0.698125,0.447875,1.1875,2.0375,W (+1),1,PHO,L (-1),W (+11),0,-1,1,11
2022/11/16,240,44,86,4.853,21,40,3.875,21,25,3.333,8,39,47,33,5,8,15,22,130,113,55,46,23,4.011904762,73,983,98.3,78.9,1016.7,101.67,159.3,36.4,7.22E-16,-4.4,4.3,6.198,4.324,2.685,9.2,17.6,10,24,4.4,8.6,0.4853,2.1,4,0.3875,2.1,2.5,0.3333,0.8,3.9,4.7,3.3,0.5,0.8,1.5,2.2,13,11.3,5.5,4.6,2.3,0.401190476,7.3,9.83,7.89,10.167,15.93,3.64,7.22E-17,-0.44,0.43,0.6198,0.4324,0.2685,0.92,1.76,W (+11),1,GSW,PHO,240,42,92,4.106,18,42,3.286,17,17,4,6,34,40,30,5,3,17,23,119,87.7,-55,50,24,3.863235294,71,994,99.4,80.9,1139.4,113.94,166.3,42.2,-0.3,-3.7,3.4,7.204,5.56,2.778,11.6,23.3,10,24,4.2,9.2,0.4106,1.8,4.2,0.3286,1.7,1.7,0.4,0.6,3.4,4,3,0.5,0.3,1.7,2.3,11.9,8.77,-5.5,5,2.4,0.386323529,7.1,9.94,8.09,11.394,16.63,4.22,-0.03,-0.37,0.34,0.7204,0.556,0.2778,1.16,2.33,L (-11),0,PHO,W (+11),L (-1),1,11,0,-1
2022/11/18,240,49,94,4.615,9,30,1.722,26,28,6.25,12,30,42,29,7,6,14,25,133,110.9,-5,64,40,5.472727272,65,837,83.7,85.3,1059.8,105.98,159.3,36.4,2.22E-16,-4.4,4.3,6.198,4.324,2.685,9.2,17.6,10,24,4.9,9.4,0.4615,0.9,3,0.1722,2.6,2.8,0.625,1.2,3,4.2,2.9,0.7,0.6,1.4,2.5,13.3,11.09,-0.5,6.4,4,0.547272727,6.5,8.37,8.53,10.598,15.93,3.64,2.22E-17,-0.44,0.43,0.6198,0.4324,0.2685,0.92,1.76,L (-1),0,UTA,PHO,240,51,91,5.265,16,31,3.338,16,24,5.333,11,25,36,32,6,3,16,28,134,106,5,60,35,4.372222222,34,733,73.3,56.9,825.9,82.59,165,26.8,-27.7,-17.9,-9.7,7.333,4.843,2.893,5.7,16.1,10,24,5.1,9.1,0.5265,1.6,3.1,0.3338,1.6,2.4,0.5333,1.1,2.5,3.6,3.2,0.6,0.3,1.6,2.8,13.4,10.6,0.5,6,3.5,0.437222222,3.4,7.33,5.69,8.259,16.5,2.68,-2.77,-1.79,-0.97,0.7333,0.4843,0.2893,0.57,1.61,W (+1),1,PHO,L (-1),W (+21),0,-1,1,21
2022/11/20,240,43,101,4.171,17,39,3.358,13,18,4.7,22,38,60,35,3,8,13,22,116,98.6,105,62,26,3.562301587,79,1153,115.3,80.7,1140.3,114.03,159.3,36.4,0,-4.4,4.3,6.198,4.324,2.685,9.2,17.6,10,24,4.3,10.1,0.4171,1.7,3.9,0.3358,1.3,1.8,0.47,2.2,3.8,6,3.5,0.3,0.8,1.3,2.2,11.6,9.86,10.5,6.2,2.6,0.356230159,7.9,11.53,8.07,11.403,15.93,3.64,0,-0.44,0.43,0.6198,0.4324,0.2685,0.92,1.76,W (+21),1,NYK,PHO,240,34,85,4.395,7,25,2.283,20,25,5.333,10,29,39,20,4,7,10,15,95,69.7,-105,60,27,4.87464986,47,919,70.69230769,62.6,954,73.38461538,142.8,39.7,-2.2,-1.6,-0.5,5.48,3.938,2.459,11.2,23.5,13,18.46153846,2.615384615,6.538461538,0.338076923,0.538461538,1.923076923,0.175615385,1.538461538,1.923076923,0.410230769,0.769230769,2.230769231,3,1.538461538,0.307692308,0.538461538,0.769230769,1.153846154,7.307692308,5.361538462,-8.076923077,4.615384615,2.076923077,0.374973066,3.615384615,5.437869822,4.815384615,5.644970414,10.98461538,3.053846154,-0.169230769,-0.123076923,-0.038461538,0.421538462,0.302923077,0.189153846,0.861538462,1.807692308,L (-21),0,PHO,W (+21),W (+10),1,21,1,10
2022/11/22,239.9833333,48,102,4.703,16,34,3.68,3,5,1,8,41,49,23,8,7,15,22,115,85.1,50,68,32,3.244444443,59,821,82.1,54.8,920.9,92.09,159.3,36.4,4.44E-16,-4.4,4.3,6.198,4.324,2.685,9.2,17.6,10,23.99833333,4.8,10.2,0.4703,1.6,3.4,0.368,0.3,0.5,0.1,0.8,4.1,4.9,2.3,0.8,0.7,1.5,2.2,11.5,8.51,5,6.8,3.2,0.324444444,5.9,8.21,5.48,9.209,15.93,3.64,4.44E-17,-0.44,0.43,0.6198,0.4324,0.2685,0.92,1.76,W (+10),1,LAL,PHO,239.95,36,85,3.391,4,22,0.666,29,35,3.224,7,38,45,19,8,7,17,12,105,78.2,-50,63,32,3.792296919,31,794,79.4,48.3,862.2,86.22,64,8.3,-16.5,-13.7,-2.9,3.337,2.926,1.154,-0.8,3.1,10,23.995,3.6,8.5,0.3391,0.4,2.2,0.0666,2.9,3.5,0.3224,0.7,3.8,4.5,1.9,0.8,0.7,1.7,1.2,10.5,7.82,-5,6.3,3.2,0.379229692,3.1,7.94,4.83,8.622,6.4,0.83,-1.65,-1.37,-0.29,0.3337,0.2926,0.1154,-0.08,0.31,L (-10),0,PHO,W (+10),W (+6),1,10,1,6
2022/11/25,240,42,87,4.296,7,29,1.319,17,26,4.036,11,32,43,25,7,7,13,18,108,86.8,30,58,35,5.418881119,61,1039,115.4444444,72.2,1032.2,114.6888889,159.3,36.4,6.11E-16,-4.4,4.3,6.198,4.324,2.685,9.2,17.6,9,26.66666667,4.666666667,9.666666667,0.477333333,0.777777778,3.222222222,0.146555556,1.888888889,2.888888889,0.448444444,1.222222222,3.555555556,4.777777778,2.777777778,0.777777778,0.777777778,1.444444444,2,12,9.644444444,3.333333333,6.444444444,3.888888889,0.602097902,6.777777778,12.82716049,8.022222222,12.74320988,17.7,4.044444444,6.78E-17,-0.488888889,0.477777778,0.688666667,0.480444444,0.298333333,1.022222222,1.955555556,W (+6),1,DET,PHO,240,39,92,3.605,9,26,2.916,15,16,3.875,19,30,49,21,6,3,18,22,102,71.1,-30,66,30,4.437038452,47,611,55.54545455,57.9,751.3,68.3,148.7,15.5,-18,-8.7,-9.3,6.517,3.804,4.732,1.8,9.3,11,21.81818182,3.545454545,8.363636364,0.327727273,0.818181818,2.363636364,0.265090909,1.363636364,1.454545455,0.352272727,1.727272727,2.727272727,4.454545455,1.909090909,0.545454545,0.272727273,1.636363636,2,9.272727273,6.463636364,-2.727272727,6,2.727272727,0.403367132,4.272727273,5.049586777,5.263636364,6.209090909,13.51818182,1.409090909,-1.636363636,-0.790909091,-0.845454545,0.592454545,0.345818182,0.430181818,0.163636364,0.845454545,L (-6),0,PHO,W (+6),W (+1),1,6,1,1
