Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jay Scrubb,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Wendell Carter Jr.
71,69,52,2023-03-19,32-042,PHO,@,OKC,L (-4),0,16.0,4.0,8.0,.500,2.0,5.0,.400,2,3,.667,0,4,4,1,1,0,1,2,12,8.7,-7,3.0,2.0,0.6666666666666666,24,37,26,17,27,41,15,20,0,0,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701
72,70,53,2023-03-22,32-045,PHO,@,LAL,L (-11),0,12.433333333333334,1.0,6.0,.167,1.0,2.0,.500,0,0,,1,1,2,1,0,0,0,1,3,0.5,-12,4.0,0.0,0.0,24,37,26,17,27,41,15,20,0,0,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701
73,71,54,2023-03-24,32-047,PHO,@,SAC,L (-8),0,26.783333333333335,11.0,16.0,.688,6.0,10.0,.600,2,2,1.000,0,5,5,1,0,0,0,3,30,24.2,+8,6.0,5.0,0.8333333333333334,24,37,26,17,27,41,15,20,0,0,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701
74,72,55,2023-03-25,32-048,PHO,,PHI,W (+20),0,22.95,6.0,12.0,.500,3.0,8.0,.375,0,0,,0,7,7,4,0,0,0,3,15,12.7,+11,4.0,3.0,0.75,24,37,26,17,27,41,15,20,0,0,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701
75,73,56,2023-03-27,32-050,PHO,@,UTA,W (+14),0,15.383333333333333,5.0,14.0,.357,2.0,9.0,.222,1,1,1.000,2,3,5,1,0,0,1,2,13,6.4,+5,5.0,3.0,0.6,24,37,26,17,27,41,15,20,0,0,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701
76,74,57,2023-03-29,32-052,PHO,,MIN,W (+7),0,12.85,0.0,3.0,.000,0.0,1.0,.000,0,0,,0,4,4,2,0,0,0,1,0,0.1,-4,2.0,0.0,0.0,24,37,26,17,27,41,15,20,0,0,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701
77,75,58,2023-03-31,32-054,PHO,,DEN,W (+7),0,15.15,0.0,3.0,.000,0.0,3.0,.000,0,0,,0,2,2,2,1,0,0,0,0,0.9,,0.0,0.0,,24,37,26,17,27,41,15,20,0,0,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701
78,76,59,2023-04-02,32-056,PHO,@,OKC,W (+10),0,11.316666666666666,0.0,2.0,.000,0.0,2.0,.000,0,0,,2,0,2,1,0,0,0,1,0,0.3,+5,0.0,0.0,,24,37,26,17,27,41,15,20,0,0,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701
79,77,60,2023-04-04,32-058,PHO,,SAS,W (+21),0,12.183333333333334,0.0,3.0,.000,0.0,3.0,.000,0,0,,1,5,6,3,0,1,0,0,0,2.9,+14,0.0,0.0,,24,37,26,17,27,41,15,20,0,0,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701
80,78,61,2023-04-06,32-060,PHO,,DEN,W (+4),0,15.033333333333333,3.0,4.0,.750,2.0,3.0,.667,0,0,,0,3,3,0,0,0,0,0,8,7.3,-2,1.0,1.0,1.0,24,37,26,17,27,41,15,20,0,0,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701
81,79,62,2023-04-07,32-061,PHO,@,LAL,L (-14),0,28.566666666666666,5.0,11.0,.455,0.0,3.0,.000,0,0,,1,2,3,6,1,1,1,1,10,10.1,-18,8.0,5.0,0.625,24,37,26,17,27,41,15,20,0,0,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701
82,80,63,2023-04-09,32-063,PHO,,LAC,L (-5),0,31.2,5.0,15.0,.333,1.0,5.0,.200,2,2,1.000,0,4,4,4,0,0,0,4,13,6.9,-9,10.0,4.0,0.4,24,37,26,17,27,41,15,20,0,0,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701
