Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with AJ Griffin,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,CO_EFF,EFF,CO_HGS,HGS,Total Shared Players,avg_EFF,avg_HGS
59,58,54,2023-02-13,19-172,ATL,@,CHO,L (-6),0,17:23,2.0,7.0,.286,0.0,1.0,.000,2,2.0,1.000,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,6.0,3.8,-13,6.0,2.0,0.3333333333333333,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,2.0,74.0,3.0000000000000004,111.6,20,3.7,5.58
60,59,55,2023-02-15,19-174,ATL,,NYK,L (-21),0,15:25,6.0,12.0,.500,0.0,2.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,-3,10.0,6.0,0.6,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,2.0,44.0,7.000000000000002,67.3,20,2.2,3.3649999999999998
61,60,56,2023-02-24,19-183,ATL,,CLE,W (+17),0,17:38,4.0,7.0,.571,1.0,2.0,.500,0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,7.0,+3,5.0,3.0,0.6,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,5.0,91.0,7.0,112.1,20,4.55,5.6049999999999995
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,,0.0,0.0,0.0,20,0.0,0.0
63,61,57,2023-02-26,19-185,ATL,,BRK,W (+2),0,12:36,0.0,3.0,.000,0.0,2.0,.000,2,2.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.1,+9,1.0,0.0,0.0,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,-1.0,53.0,-0.6999999999999996,92.0,20,2.65,4.6
64,62,58,2023-02-28,19-187,ATL,,WAS,L (-3),0,16:27,1.0,4.0,.250,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.4,0,1.0,1.0,1.0,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,2.0,62.0,0.4000000000000003,86.10000000000001,20,3.1,4.305000000000001
65,63,59,2023-03-03,19-190,ATL,,POR,W (+18),0,2:17,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-2,0.0,0.0,,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,0.0,90.0,0.0,106.5,20,4.5,5.325
66,64,,2023-03-04,19-191,ATL,@,MIA,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,,54.0,0.0,74.5,20,2.7,3.725
67,65,,2023-03-06,19-193,ATL,@,MIA,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,,67.0,0.0,95.29999999999998,20,3.35,4.764999999999999
68,66,,2023-03-08,19-195,ATL,@,WAS,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,,58.0,0.0,99.0,20,2.9,4.95
69,67,,2023-03-10,19-197,ATL,@,WAS,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,,64.0,0.0,84.2,20,3.2,4.21
70,68,60,2023-03-11,19-198,ATL,,BOS,L (-9),0,8:42,0.0,4.0,.000,0.0,2.0,.000,2,2.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.1,-5,2.0,0.0,0.0,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,-1.0,77.0,-0.6999999999999996,95.1,20,3.85,4.755
71,69,61,2023-03-13,19-200,ATL,,MIN,L (-21),0,1:48,1.0,1.0,1.000,1.0,1.0,1.000,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,+2,0.0,0.0,,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,3.0,59.0,4.2,74.0,20,2.95,3.7
72,70,62,2023-03-17,19-204,ATL,,GSW,W (+8),0,20:50,4.0,11.0,.364,2.0,7.0,.286,2,2.0,1.000,2.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,12.0,6.8,+7,4.0,2.0,0.5,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,2.0,72.0,6.000000000000002,100.0,20,3.6,5.0
73,71,63,2023-03-19,19-206,ATL,@,SAS,L (-8),0,19:57,6.0,10.0,.600,1.0,3.0,.333,2,2.0,1.000,2.0,5.0,7.0,0.0,0.0,2.0,0.0,1.0,15.0,14.3,+21,7.0,5.0,0.7142857142857143,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,12.0,63.0,13.499999999999996,85.8,20,3.15,4.29
74,72,64,2023-03-21,19-208,ATL,,DET,W (+22),0,17:52,4.0,8.0,.500,1.0,2.0,.500,2,2.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,11.0,6.9,+10,6.0,3.0,0.5,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,3.0,84.0,6.099999999999999,104.59999999999998,20,4.2,5.229999999999999
75,73,65,2023-03-22,19-209,ATL,@,MIN,L (-1),0,18:13,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,4.3,+5,3.0,2.0,0.6666666666666666,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,5.0,80.0,4.299999999999999,102.4,20,4.0,5.12
76,74,66,2023-03-25,19-212,ATL,,IND,W (+13),0,23:20,4.0,9.0,.444,3.0,6.0,.500,0,0.0,,2.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0,11.0,9.8,+25,3.0,1.0,0.3333333333333333,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,8.0,89.0,9.8,116.0,20,4.45,5.8
77,75,67,2023-03-26,19-213,ATL,,MEM,L (-4),0,13:05,1.0,5.0,.200,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,-0.5,-5,4.0,1.0,0.25,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,-1.0,63.0,-0.5000000000000006,88.39999999999999,20,3.15,4.42
78,76,,2023-03-28,19-215,ATL,,CLE,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,,62.0,0.0,88.8,20,3.1,4.4399999999999995
79,77,68,2023-03-31,19-218,ATL,@,BRK,L (-17),0,16:33,4.0,8.0,.500,3.0,4.0,.750,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,11.0,7.3,+6,4.0,1.0,0.25,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,5.0,49.0,7.299999999999999,76.69999999999997,20,2.45,3.8349999999999986
80,78,69,2023-04-02,19-220,ATL,,DAL,W (+2),0,13:05,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,2.3,-2,0.0,0.0,,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,3.0,82.0,2.3000000000000003,105.59999999999998,20,4.1,5.279999999999999
81,79,70,2023-04-04,19-222,ATL,@,CHI,W (+18),0,24:48,2.0,7.0,.286,1.0,2.0,.500,2,2.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,3.0,5.0,7.0,-0.8,+1,5.0,1.0,0.2,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,-2.0,70.0,-1.5999999999999996,93.6,20,3.5,4.68
82,80,71,2023-04-05,19-223,ATL,,WAS,W (+18),0,22:38,6.0,9.0,.667,4.0,6.0,.667,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,16.0,14.1,+5,3.0,2.0,0.6666666666666666,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,11.0,88.0,14.099999999999998,106.8,20,4.4,5.34
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,,0.0,0.0,0.0,20,0.0,0.0
84,81,,2023-04-07,19-225,ATL,,PHI,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,,95.0,0.0,126.6,20,4.75,6.33
85,82,72,2023-04-09,19-227,ATL,@,BOS,L (-6),1,29:20,5.0,13.0,.385,1.0,5.0,.200,2,3.0,.667,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,13.0,10.2,-3,8.0,4.0,0.5,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,4.0,61.0,9.4,67.69999999999999,20,3.05,3.3849999999999993
