Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-25,25-145,ORL,,IND,L (-13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,51.0,3.642857142857143,0.0,59.7,4.264285714285714
64,62,,2023-02-27,25-147,ORL,@,NOP,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,63.0,4.5,0.0,71.0,5.071428571428571
65,63,,2023-03-01,25-149,ORL,@,MIL,L (-22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,66.0,4.714285714285714,0.0,73.4,5.242857142857143
66,64,,2023-03-03,25-151,ORL,@,CHO,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,81.0,5.785714285714286,0.0,88.3,6.307142857142857
67,65,,2023-03-05,25-153,ORL,,POR,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,90.0,6.428571428571429,0.0,99.79999999999998,7.128571428571427
68,66,,2023-03-07,25-155,ORL,,MIL,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,52.0,3.7142857142857135,0.0,70.2,5.014285714285714
69,67,,2023-03-09,25-157,ORL,,UTA,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,70.0,5.0,0.0,85.30000000000001,6.092857142857143
70,68,,2023-03-11,25-159,ORL,,MIA,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,116.0,8.285714285714286,0.0,107.0,7.642857142857143
71,69,,2023-03-14,25-162,ORL,@,SAS,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,76.0,5.428571428571429,0.0,85.8,6.128571428571428
72,70,,2023-03-16,25-164,ORL,@,PHO,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,78.0,5.571428571428571,0.0,79.09999999999998,5.649999999999999
73,71,,2023-03-18,25-166,ORL,@,LAC,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,81.0,5.785714285714286,0.0,90.00000000000001,6.42857142857143
74,72,,2023-03-19,25-167,ORL,@,LAL,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,64.0,4.571428571428571,0.0,64.10000000000001,4.578571428571429
75,73,,2023-03-21,25-169,ORL,,WAS,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,115.0,8.214285714285714,0.0,98.1,7.007142857142857
76,74,,2023-03-23,25-171,ORL,,NYK,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,81.0,5.785714285714286,0.0,78.39999999999999,5.6
77,75,,2023-03-26,25-174,ORL,,BRK,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,116.0,8.285714285714286,0.0,110.39999999999998,7.885714285714284
78,76,,2023-03-28,25-176,ORL,@,MEM,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,61.0,4.357142857142857,0.0,63.0,4.5
79,77,,2023-03-31,25-179,ORL,@,WAS,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,91.0,6.5,0.0,99.7,7.121428571428572
80,78,,2023-04-02,25-181,ORL,,DET,W (+26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,88.0,6.285714285714286,0.0,99.09999999999997,7.0785714285714265
81,79,,2023-04-04,25-183,ORL,,CLE,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,86.0,6.142857142857143,0.0,79.60000000000002,5.685714285714288
82,80,,2023-04-06,25-185,ORL,,CLE,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,50.0,3.571428571428572,0.0,49.6,3.542857142857143
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,25-186,ORL,@,BRK,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,44.0,3.142857142857143,0.0,33.400000000000006,2.385714285714286
85,82,,2023-04-09,25-188,ORL,@,MIA,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,11,3,10,11,10,10,1,11,3,11,11,10,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.027027027027027,0.1571428571428571,0.0588235294117647,0.0,0.1666666666666666,0.1375,0.2083333333333333,0.1886792452830188,0.0,0.0294117647058823,0.1833333333333333,0.0,0.0612244897959183,0.1929824561403508,0.1527777777777778,0.0,0.0,0.175438596491228,1,82.0,38.0,0.0263157894736842,0.0,14,,60.0,4.285714285714286,0.0,61.7,4.4071428571428575
