Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
58,57,28,2023-02-11,28-150,ORL,,MIA,L (-4),1,28:01,2.0,9.0,.222,2.0,6.0,.333,0,0.0,,0.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,6.0,1.9,-14,3.0,0.0,0.0,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,1.0,66.0,3.6666666666666665,1.8999999999999984,67.09999999999998,3.7277777777777765
59,58,29,2023-02-13,28-152,ORL,@,CHI,W (+9),1,27:46,3.0,5.0,.600,1.0,3.0,.333,1,1.0,1.000,0.0,4.0,4.0,4.0,3.0,0.0,2.0,1.0,8.0,10.3,+12,2.0,2.0,1.0,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,11.0,65.0,3.611111111111111,9.9,60.79999999999998,3.377777777777777
60,59,30,2023-02-14,28-153,ORL,@,TOR,L (-10),1,22:44,2.0,3.0,.667,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,5.7,-11,0.0,0.0,,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,5.0,60.0,3.333333333333333,5.7,71.6,3.9777777777777774
61,60,31,2023-02-23,28-162,ORL,,DET,W (+2),1,27:57,4.0,8.0,.500,4.0,8.0,.500,0,0.0,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,12.0,10.2,+6,0.0,0.0,,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,8.0,71.0,3.9444444444444446,10.2,73.59999999999998,4.088888888888888
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,32,2023-02-25,28-164,ORL,,IND,L (-13),1,26:09,1.0,8.0,.125,1.0,7.0,.143,2,2.0,1.000,3.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,3.5,-9,1.0,0.0,0.0,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,2.0,49.0,2.7222222222222223,2.7,56.99999999999999,3.166666666666666
64,62,33,2023-02-27,28-166,ORL,@,NOP,W (+8),1,27:48,2.0,5.0,.400,2.0,5.0,.400,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,3.6,+12,0.0,0.0,,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,2.0,61.0,3.388888888888889,3.6,67.39999999999998,3.744444444444443
65,63,34,2023-03-01,28-168,ORL,@,MIL,L (-22),1,22:08,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,2.9,-16,1.0,0.0,0.0,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,4.0,62.0,3.4444444444444446,2.9,72.80000000000001,4.044444444444445
66,64,35,2023-03-03,28-170,ORL,@,CHO,W (+11),1,27:21,4.0,8.0,.500,1.0,5.0,.200,0,0.0,,0.0,4.0,4.0,0.0,2.0,0.0,0.0,2.0,9.0,7.4,+11,3.0,3.0,1.0,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,7.0,74.0,4.111111111111111,7.399999999999999,80.9,4.4944444444444445
67,65,,2023-03-05,28-172,ORL,,POR,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,,90.0,5.0,0.0,99.79999999999998,5.544444444444443
68,66,,2023-03-07,28-174,ORL,,MIL,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,,52.0,2.888888888888889,0.0,72.89999999999999,4.05
69,67,36,2023-03-09,28-176,ORL,,UTA,L (-7),1,29:48,4.0,9.0,.444,4.0,8.0,.500,0,0.0,,1.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,12.0,8.8,-11,1.0,0.0,0.0,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,8.0,62.0,3.4444444444444446,8.799999999999997,76.50000000000001,4.250000000000001
70,68,37,2023-03-11,28-178,ORL,,MIA,W (+12),1,26:52,4.0,13.0,.308,3.0,10.0,.300,0,0.0,,0.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,11.0,9.2,-4,3.0,1.0,0.3333333333333333,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,6.0,110.0,6.111111111111111,9.2,95.7,5.316666666666666
71,69,38,2023-03-14,28-181,ORL,@,SAS,L (-18),1,24:23,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,3.6,-7,1.0,0.0,0.0,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,4.0,72.0,4.0,3.6000000000000005,82.19999999999999,4.566666666666666
72,70,39,2023-03-16,28-183,ORL,@,PHO,L (-3),1,26:29,2.0,7.0,.286,2.0,7.0,.286,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,6.0,0.0,+5,0.0,0.0,,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,-1.0,79.0,4.388888888888889,4.440892098500626e-16,79.09999999999998,4.394444444444443
73,71,40,2023-03-18,28-185,ORL,@,LAC,W (+5),1,29:58,2.0,5.0,.400,2.0,4.0,.500,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,4.0,+6,1.0,0.0,0.0,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,3.0,78.0,4.333333333333333,4.0,86.00000000000001,4.777777777777779
74,72,41,2023-03-19,28-186,ORL,@,LAL,L (-6),1,22:05,3.0,7.0,.429,3.0,6.0,.500,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,9.0,6.2,+3,1.0,0.0,0.0,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,4.0,60.0,3.333333333333333,6.2,57.900000000000006,3.216666666666667
75,73,42,2023-03-21,28-188,ORL,,WAS,W (+10),1,24:10,7.0,10.0,.700,6.0,9.0,.667,2,2.0,1.000,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,22.0,21.8,+11,1.0,1.0,1.0,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,16.0,99.0,5.5,21.0,77.1,4.283333333333333
76,74,43,2023-03-23,28-190,ORL,,NYK,W (+5),1,27:11,3.0,7.0,.429,3.0,7.0,.429,0,0.0,,1.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,9.0,7.4,-10,0.0,0.0,,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,7.0,74.0,4.111111111111111,7.4,70.99999999999999,3.9444444444444438
77,75,44,2023-03-26,28-193,ORL,,BRK,W (+13),1,18:20,4.0,5.0,.800,2.0,3.0,.667,0,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,10.0,9.6,+4,2.0,2.0,1.0,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,9.0,107.0,5.944444444444445,9.6,101.09999999999998,5.616666666666665
78,76,45,2023-03-28,28-195,ORL,@,MEM,L (-5),1,25:48,1.0,5.0,.200,1.0,4.0,.250,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,0.8,-10,1.0,0.0,0.0,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,2.0,59.0,3.2777777777777777,0.7999999999999994,62.2,3.4555555555555557
79,77,46,2023-03-31,28-198,ORL,@,WAS,W (+7),1,20:13,0.0,6.0,.000,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,-1.5,,3.0,0.0,0.0,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,-1.0,92.0,5.111111111111111,-1.4999999999999996,101.2,5.622222222222223
80,78,47,2023-04-02,28-200,ORL,,DET,W (+26),1,18:32,3.0,4.0,.750,2.0,3.0,.667,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,8.0,6.5,+3,1.0,1.0,1.0,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,7.0,81.0,4.5,6.499999999999998,94.89999999999998,5.272222222222221
81,79,48,2023-04-04,28-202,ORL,,CLE,L (-4),1,23:56,1.0,6.0,.167,1.0,5.0,.200,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.8,-12,1.0,0.0,0.0,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,1.0,85.0,4.722222222222222,0.800000000000001,78.80000000000001,4.377777777777778
82,80,,2023-04-06,28-204,ORL,,CLE,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,,50.0,2.7777777777777777,0.0,54.0,3.0
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,28-205,ORL,@,BRK,L (-17),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,,44.0,2.4444444444444446,0.0,35.2,1.9555555555555557
85,82,,2023-04-09,28-207,ORL,@,MIA,L (-13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,36,28,7,41,47,36,10,8,43,3,17,42,46,7,15,41,37.0,70.0,51.0,27.0,60.0,80.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.5142857142857142,0.5490196078431373,0.2592592592592592,0.6833333333333333,0.5875,0.6792452830188679,0.0,0.9090909090909092,0.2352941176470588,0.7166666666666667,0.75,0.3469387755102041,0.7368421052631579,0.6388888888888888,0.1489361702127659,0.238095238095238,0.7192982456140351,13,82.0,38.0,0.3421052631578947,0.0,18,,60.0,3.333333333333333,0.0,75.7,4.205555555555556
