Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
55.0,42.0,2023-02-05,20-163,CHO,ORL,0,7.15,0.0,1.0,.000,0.0,1.0,.000,1,4.0,.250,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,-3,0.0,0.0,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,-2.0,50.0,2.7777777777777777,-0.3,64.3,3.572222222222222,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-16),L (-16)
56.0,43.0,2023-02-08,20-166,CHO,WAS,0,6.95,0.0,3.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.8,-14,3.0,0.0,0.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,-2.0,56.0,3.111111111111111,-1.7999999999999998,72.2,4.011111111111111,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-6),L (-6)
57.0,44.0,2023-02-10,20-168,CHO,BOS,0,9.75,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,2.1,+10,2.0,2.0,1.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,1.0,81.0,4.5,2.1000000000000005,104.4,5.800000000000001,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-6),L (-6)
58.0,45.0,2023-02-11,20-169,CHO,DEN,0,16.433333333333334,0.0,1.0,.000,0.0,0.0,,0,2.0,.000,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,-5,1.0,0.0,0.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,0.0,64.0,3.555555555555556,0.1,86.89999999999998,4.827777777777777,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-14),L (-14)
59.0,46.0,2023-02-13,20-171,CHO,ATL,0,6.9,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.7,0,0.0,0.0,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,0.0,114.0,6.333333333333333,-0.7000000000000001,134.9,7.4944444444444445,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-11),L (-11)
60.0,47.0,2023-02-15,20-173,CHO,SAS,0,8.516666666666667,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.3,+7,0.0,0.0,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,6.0,81.0,4.5,4.3,94.4,5.2444444444444445,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-14),L (-14)
61.0,48.0,2023-02-24,20-182,CHO,MIN,0,8.383333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-5,0.0,0.0,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,2.0,86.0,4.777777777777778,0.6,101.4,5.633333333333334,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+6),W (+6)
62.0,49.0,2023-02-25,20-183,CHO,MIA,1,25.55,0.0,4.0,.000,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,-1.2,-11,3.0,0.0,0.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,-1.0,67.0,3.7222222222222223,-1.2,82.19999999999999,4.566666666666666,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+10),W (+10)
63.0,50.0,2023-02-27,20-185,CHO,DET,1,22.216666666666665,3.0,4.0,.750,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,6.0,+8,3.0,2.0,0.6666666666666666,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,4.0,77.0,4.277777777777778,5.999999999999999,87.9,4.883333333333334,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,,
64.0,51.0,2023-03-01,20-187,CHO,PHO,1,28.53333333333333,1.0,8.0,.125,0.0,2.0,.000,0,0.0,,2.0,6.0,8.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,-10,6.0,1.0,0.1666666666666666,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,3.0,45.0,2.5,4.440892098500626e-16,65.00000000000001,3.611111111111112,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+8),W (+8)
65.0,52.0,2023-03-03,20-189,CHO,ORL,1,15.25,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,2.0,3.0,0.0,0.0,4.0,2.0,3.8,-10,2.0,1.0,0.5,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,5.0,56.0,3.111111111111111,3.8,76.2,4.233333333333333,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+5),W (+5)
66.0,53.0,2023-03-05,20-191,CHO,BRK,0,6.116666666666666,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.1,-12,0.0,0.0,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,-2.0,46.0,2.555555555555556,-2.1,55.2,3.066666666666667,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+11),W (+11)
67.0,54.0,2023-03-07,20-193,CHO,NYK,0,9.933333333333334,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,4.7,-2,1.0,1.0,1.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,4.0,74.0,4.111111111111111,4.7,88.6,4.922222222222222,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-14),L (-14)
68.0,55.0,2023-03-09,20-195,CHO,DET,0,9.783333333333331,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.2,+1,2.0,1.0,0.5,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,3.0,77.0,4.277777777777778,2.2,99.9,5.550000000000001,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-11),L (-11)
69.0,56.0,2023-03-11,20-197,CHO,UTA,0,10.666666666666666,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,4.7,+3,0.0,0.0,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,6.0,71.0,3.9444444444444446,4.699999999999999,89.39999999999999,4.966666666666666,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-16),L (-16)
70.0,57.0,2023-03-12,20-198,CHO,CLE,0,18.9,2.0,2.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,5.3,+10,1.0,1.0,1.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,6.0,64.0,3.555555555555556,5.299999999999999,75.69999999999999,4.205555555555555,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+7),W (+7)
71.0,58.0,2023-03-14,20-200,CHO,CLE,0,15.483333333333333,4.0,7.0,.571,1.0,3.0,.333,2,2.0,1.000,1.0,5.0,6.0,1.0,0.0,1.0,0.0,2.0,11.0,10.5,0,4.0,3.0,0.75,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,10.0,66.0,3.6666666666666665,9.7,75.2,4.177777777777778,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+10),W (+10)
72.0,59.0,2023-03-17,20-203,CHO,PHI,0,24.866666666666667,4.0,8.0,.500,1.0,5.0,.200,0,0.0,,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,9.0,5.5,-18,3.0,3.0,1.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,4.0,32.0,1.7777777777777777,5.499999999999999,48.1,2.6722222222222225,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-8),L (-8)
73.0,60.0,2023-03-20,20-206,CHO,IND,0,11.783333333333331,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,3.9,-5,1.0,1.0,1.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,4.0,66.0,3.6666666666666665,3.9,90.5,5.027777777777778,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-6),L (-6)
74.0,61.0,2023-03-23,20-209,CHO,NOP,0,27.183333333333334,3.0,5.0,.600,2.0,3.0,.667,1,2.0,.500,0.0,3.0,3.0,0.0,1.0,2.0,4.0,3.0,9.0,4.4,-21,2.0,1.0,0.5,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,4.0,50.0,2.7777777777777777,3.999999999999999,59.49999999999999,3.305555555555556,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-16),L (-16)
75.0,62.0,2023-03-24,20-210,CHO,DAL,0,18.416666666666668,4.0,8.0,.500,2.0,5.0,.400,2,2.0,1.000,0.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,12.0,12.2,-2,3.0,2.0,0.6666666666666666,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,10.0,74.0,4.111111111111111,11.399999999999997,91.7,5.094444444444445,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-39),L (-39)
76.0,63.0,2023-03-26,20-212,CHO,DAL,0,17.016666666666666,3.0,4.0,.750,3.0,3.0,1.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,9.0,7.5,0,1.0,0.0,0.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,8.0,69.0,3.8333333333333335,7.500000000000001,75.0,4.166666666666667,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+6),W (+6)
77.0,64.0,2023-03-28,20-214,CHO,OKC,0,36.41666666666666,6.0,11.0,.545,1.0,5.0,.200,1,2.0,.500,2.0,4.0,6.0,4.0,0.0,1.0,3.0,2.0,14.0,10.6,+3,6.0,5.0,0.8333333333333334,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,9.0,85.0,4.722222222222222,10.199999999999996,98.5,5.472222222222222,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-19),L (-19)
78.0,65.0,2023-03-31,20-217,CHO,CHI,0,28.416666666666668,3.0,10.0,.300,2.0,6.0,.333,2,2.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,4.0,1.0,10.0,1.1,-12,4.0,1.0,0.25,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,-3.0,56.0,3.111111111111111,0.299999999999998,54.1,3.0055555555555555,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+8),W (+8)
79.0,66.0,2023-04-02,20-219,CHO,TOR,1,33.93333333333333,3.0,7.0,.429,1.0,2.0,.500,1,2.0,.500,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,8.0,1.7,-7,5.0,2.0,0.4,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,-1.0,55.0,3.055555555555556,1.2999999999999998,67.4,3.744444444444445,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+6),W (+6)
80.0,67.0,2023-04-04,20-221,CHO,TOR,1,34.38333333333333,4.0,9.0,.444,3.0,6.0,.500,2,2.0,1.000,0.0,7.0,7.0,1.0,0.0,2.0,2.0,2.0,13.0,9.7,-12,3.0,1.0,0.3333333333333333,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,10.0,52.0,2.888888888888889,8.899999999999995,55.8,3.1,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+3),W (+3)
81.0,68.0,2023-04-07,20-224,CHO,HOU,1,28.0,2.0,6.0,.333,2.0,4.0,.500,4,4.0,1.000,0.0,5.0,5.0,1.0,0.0,1.0,1.0,0.0,10.0,8.5,-4,2.0,0.0,0.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,6.0,58.0,3.2222222222222223,6.9,75.19999999999999,4.177777777777777,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-30),L (-30)
82.0,69.0,2023-04-09,20-226,CHO,CLE,1,31.25,2.0,11.0,.182,1.0,6.0,.167,0,0.0,,0.0,6.0,6.0,3.0,0.0,0.0,2.0,0.0,5.0,0.0,+3,5.0,1.0,0.2,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,1.0,61.0,3.388888888888889,0.0,80.1,4.449999999999999,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-20),L (-20)
