Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
68,66,66,2023-03-08,21-194,CHI,@,DEN,W (+21),0,30:22,8.0,9.0,.889,1.0,2.0,.500,1,1.0,1.000,2.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,18.0,17.5,+23,7.0,7.0,1.0,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,13.0,83.0,4.882352941176471,17.1,86.49999999999999,5.088235294117646
69,67,67,2023-03-11,21-197,CHI,@,HOU,W (+8),0,22:41,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,4.1,+2,0.0,0.0,,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,70.0,4.117647058823529,4.1,79.1,4.652941176470588
70,68,68,2023-03-15,21-201,CHI,,SAC,L (-3),0,24:50,5.0,12.0,.417,3.0,5.0,.600,0,0.0,,2.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,13.0,12.9,+13,7.0,2.0,0.2857142857142857,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,11.0,65.0,3.823529411764706,12.9,78.6,4.623529411764705
71,69,69,2023-03-17,21-203,CHI,,MIN,W (+8),0,25:23,2.0,3.0,.667,0.0,0.0,,2,2.0,1.000,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,6.0,5.3,+9,3.0,2.0,0.6666666666666666,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,91.0,5.352941176470588,4.499999999999999,110.5,6.5
72,70,70,2023-03-18,21-204,CHI,,MIA,W (+14),0,33:09,4.0,11.0,.364,2.0,4.0,.500,0,0.0,,0.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,10.0,5.9,+14,7.0,2.0,0.2857142857142857,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,105.0,6.176470588235294,5.9,101.0,5.9411764705882355
73,71,71,2023-03-20,21-206,CHI,@,PHI,W (+4),1,31:38,1.0,6.0,.167,0.0,2.0,.000,4,4.0,1.000,0.0,4.0,4.0,2.0,0.0,1.0,1.0,2.0,6.0,3.7,-7,4.0,1.0,0.25,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,82.0,4.823529411764706,2.1,98.6,5.8
74,72,72,2023-03-22,21-208,CHI,,PHI,L (-25),1,20:40,2.0,6.0,.333,1.0,2.0,.500,2,3.0,.667,2.0,3.0,5.0,1.0,2.0,0.0,4.0,2.0,7.0,3.4,-31,4.0,1.0,0.25,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,65.0,3.823529411764706,2.6,63.79999999999998,3.7529411764705873
75,73,73,2023-03-24,21-210,CHI,@,POR,W (+28),1,26:56,3.0,12.0,.250,2.0,4.0,.500,2,2.0,1.000,1.0,2.0,3.0,0.0,1.0,3.0,2.0,1.0,10.0,4.8,+13,8.0,1.0,0.125,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,1.0,115.0,6.764705882352941,3.999999999999999,113.7,6.688235294117647
76,74,74,2023-03-26,21-212,CHI,@,LAL,W (+10),0,25:01,3.0,6.0,.500,1.0,3.0,.333,0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,7.0,4.2,+12,3.0,2.0,0.6666666666666666,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,125.0,7.352941176470588,4.199999999999998,109.90000000000002,6.464705882352942
77,75,75,2023-03-27,21-213,CHI,@,LAC,L (-12),1,29:35,7.0,8.0,.875,2.0,2.0,1.000,0,0.0,,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,16.0,14.4,-4,6.0,5.0,0.8333333333333334,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,12.0,88.0,5.176470588235294,14.400000000000002,91.1,5.358823529411764
78,76,76,2023-03-29,21-215,CHI,,LAL,L (-11),0,24:10,1.0,7.0,.143,0.0,5.0,.000,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,-1.6,-3,2.0,1.0,0.5,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-2.0,99.0,5.823529411764706,-1.6,108.5,6.382352941176471
79,77,77,2023-03-31,21-217,CHI,@,CHO,W (+30),0,24:26,5.0,10.0,.500,3.0,6.0,.500,2,2.0,1.000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,11.0,+13,4.0,2.0,0.5,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,112.0,6.588235294117647,10.2,108.7,6.394117647058824
80,78,78,2023-04-02,21-219,CHI,,MEM,W (+21),0,26:07,5.0,10.0,.500,2.0,5.0,.400,0,0.0,,1.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,12.0,11.3,-2,5.0,3.0,0.6,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,10.0,96.0,5.647058823529412,11.299999999999994,112.8,6.635294117647058
81,79,79,2023-04-04,21-221,CHI,,ATL,L (-18),0,26:41,6.0,9.0,.667,2.0,5.0,.400,1,2.0,.500,1.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,15.0,14.6,-6,4.0,4.0,1.0,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,11.0,62.0,3.647058823529412,14.199999999999996,70.8,4.164705882352941
82,80,80,2023-04-05,21-222,CHI,@,MIL,L (-13),1,28:50,2.0,8.0,.250,2.0,5.0,.400,0,0.0,,3.0,3.0,6.0,1.0,0.0,0.0,2.0,0.0,6.0,2.9,-8,3.0,0.0,0.0,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,67.0,3.941176470588236,2.8999999999999986,72.49999999999999,4.26470588235294
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,,0.0,0.0,0.0,0.0,0.0
84,81,81,2023-04-07,21-224,CHI,@,DAL,W (+3),1,36:41,9.0,18.0,.500,3.0,5.0,.600,2,3.0,.667,1.0,7.0,8.0,2.0,2.0,2.0,2.0,2.0,23.0,18.4,+11,13.0,6.0,0.4615384615384615,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,14.0,80.0,4.705882352941177,17.6,81.9,4.81764705882353
85,82,82,2023-04-09,21-226,CHI,,DET,W (+22),0,21:52,1.0,5.0,.200,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.9,-3,4.0,1.0,0.25,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,52.0,3.0588235294117645,1.9,57.7,3.394117647058824
