Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
60,59,,2023-02-16,28-353,CHI,,MIL,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,,80.0,4.705882352941177,0.0,83.49999999999999,4.911764705882352
61,60,50,2023-02-24,28-361,CHI,,BRK,W (+44),1,19:27,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,4.0,3.5,+27,2.0,2.0,1.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,5.0,124.0,7.294117647058823,3.5,118.2,6.952941176470588
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,,0.0,0.0,0.0,0.0,0.0
63,61,51,2023-02-26,28-363,CHI,,WAS,W (+20),1,25:53,2.0,6.0,.333,2.0,6.0,.333,0,0.0,,1.0,3.0,4.0,3.0,2.0,0.0,0.0,3.0,6.0,7.1,+11,0.0,0.0,,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,9.0,84.0,4.941176470588236,7.1000000000000005,96.90000000000002,5.700000000000001
64,62,52,2023-02-28,29-000,CHI,@,TOR,L (-6),1,26:16,2.0,5.0,.400,1.0,4.0,.250,1,1.0,1.000,1.0,3.0,4.0,6.0,1.0,1.0,3.0,3.0,6.0,6.6,+1,1.0,1.0,1.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,9.0,91.0,5.352941176470588,6.199999999999999,86.10000000000001,5.064705882352942
65,63,53,2023-03-01,29-001,CHI,@,DET,W (+2),1,20:08,2.0,5.0,.400,2.0,4.0,.500,2,2.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,3.0,4.0,8.0,2.4,+6,1.0,0.0,0.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,1.0,92.0,5.411764705882353,1.6000000000000014,106.79999999999995,6.282352941176468
66,64,54,2023-03-03,29-003,CHI,,PHO,L (-21),0,19:26,1.0,4.0,.250,1.0,4.0,.250,2,2.0,1.000,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,5.5,+5,0.0,0.0,,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,6.0,93.0,5.470588235294118,4.700000000000001,107.79999999999998,6.341176470588234
67,65,55,2023-03-05,29-005,CHI,,IND,L (-3),1,26:45,3.0,4.0,.750,0.0,1.0,.000,4,4.0,1.000,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,10.0,10.6,+1,3.0,3.0,1.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,6.0,79.0,4.647058823529412,8.999999999999998,86.4,5.082352941176471
68,66,56,2023-03-08,29-008,CHI,@,DEN,W (+21),1,17:38,3.0,8.0,.375,0.0,2.0,.000,0,0.0,,1.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,6.0,2.5,-2,6.0,3.0,0.5,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,2.0,94.0,5.529411764705882,2.500000000000001,101.09999999999998,5.94705882352941
69,67,57,2023-03-11,29-011,CHI,@,HOU,W (+8),1,28:37,2.0,5.0,.400,0.0,2.0,.000,1,2.0,.500,2.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,5.0,5.9,+10,3.0,2.0,0.6666666666666666,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,4.0,70.0,4.117647058823529,5.5,77.7,4.570588235294117
70,68,,2023-03-15,29-015,CHI,,SAC,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,,76.0,4.470588235294118,0.0,91.5,5.382352941176471
71,69,58,2023-03-17,29-017,CHI,,MIN,W (+8),1,32:17,3.0,5.0,.600,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,7.0,6.3,-2,3.0,2.0,0.6666666666666666,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,6.0,89.0,5.235294117647059,6.299999999999998,108.7,6.394117647058824
72,70,59,2023-03-18,29-018,CHI,,MIA,W (+14),1,9:59,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,6.8,-1,1.0,1.0,1.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,6.0,102.0,6.0,6.799999999999999,100.1,5.888235294117647
73,71,,2023-03-20,29-020,CHI,@,PHI,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,,84.0,4.941176470588236,0.0,100.70000000000002,5.923529411764707
74,72,,2023-03-22,29-022,CHI,,PHI,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,,67.0,3.941176470588236,0.0,66.39999999999999,3.905882352941176
75,73,60,2023-03-24,29-024,CHI,@,POR,W (+28),1,16:24,2.0,2.0,1.000,1.0,1.0,1.000,1,2.0,.500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,5.7,+2,1.0,1.0,1.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,3.0,113.0,6.647058823529412,5.3,112.4,6.611764705882353
76,74,61,2023-03-26,29-026,CHI,@,LAL,W (+10),1,25:52,2.0,5.0,.400,1.0,3.0,.333,2,2.0,1.000,2.0,3.0,5.0,1.0,1.0,0.0,1.0,3.0,7.0,6.1,-4,2.0,1.0,0.5,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,6.0,123.0,7.235294117647059,5.299999999999999,108.80000000000004,6.400000000000002
77,75,,2023-03-27,29-027,CHI,@,LAC,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,,100.0,5.882352941176471,0.0,105.50000000000004,6.205882352941179
78,76,62,2023-03-29,29-029,CHI,,LAL,L (-11),1,18:52,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,5.0,6.7,-5,1.0,1.0,1.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,7.0,90.0,5.294117647058823,6.699999999999998,100.2,5.894117647058824
79,77,63,2023-03-31,29-031,CHI,@,CHO,W (+30),1,20:37,4.0,7.0,.571,2.0,5.0,.400,0,0.0,,1.0,3.0,4.0,3.0,1.0,2.0,0.0,3.0,10.0,11.6,+16,2.0,2.0,1.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,13.0,103.0,6.0588235294117645,11.599999999999998,107.3,6.311764705882353
80,78,64,2023-04-02,29-033,CHI,,MEM,W (+21),1,24:05,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,5.0,9.0,+20,1.0,1.0,1.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,10.0,96.0,5.647058823529412,9.0,115.1,6.770588235294118
81,79,65,2023-04-04,29-035,CHI,,ATL,L (-18),1,19:13,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,4.0,5.0,1.0,0.0,1.0,1.0,3.0,0.0,-0.3,-12,1.0,0.0,0.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,4.0,69.0,4.0588235294117645,-0.3000000000000002,85.29999999999998,5.0176470588235285
82,80,,2023-04-05,29-036,CHI,@,MIL,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,,70.0,4.117647058823529,0.0,75.39999999999999,4.435294117647058
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,,0.0,0.0,0.0,0.0,0.0
84,81,66,2023-04-07,29-038,CHI,@,DAL,W (+3),1,17:53,3.0,4.0,.750,1.0,1.0,1.000,0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,7.0,4.7,-2,3.0,2.0,0.6666666666666666,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,4.0,90.0,5.294117647058823,4.6999999999999975,94.8,5.576470588235294
85,82,67,2023-04-09,29-040,CHI,,DET,W (+22),1,15:12,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,3.0,+10,1.0,1.0,1.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,4.0,50.0,2.9411764705882355,3.0000000000000004,56.6,3.3294117647058825
