Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
58,57,,2023-02-15,25-206,PHI,,CLE,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,79.0,4.647058823529412,0.0,86.80000000000001,5.105882352941177
59,58,,2023-02-23,25-214,PHI,,MEM,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,73.0,4.294117647058823,0.0,76.1,4.476470588235294
60,59,,2023-02-25,25-216,PHI,,BOS,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,73.0,4.294117647058823,0.0,82.39999999999999,4.847058823529411
61,60,,2023-02-27,25-218,PHI,,MIA,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,53.0,3.117647058823529,0.0,61.0,3.588235294117647
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-03-01,25-220,PHI,@,MIA,W (+23),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,90.0,5.294117647058823,0.0,95.8,5.635294117647058
64,62,,2023-03-02,25-221,PHI,@,DAL,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,80.0,4.705882352941177,0.0,98.3,5.7823529411764705
65,63,,2023-03-04,25-223,PHI,@,MIL,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,68.0,4.0,0.0,95.3,5.605882352941176
66,64,,2023-03-06,25-225,PHI,@,IND,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,90.0,5.294117647058823,0.0,109.7,6.452941176470588
67,65,26,2023-03-07,25-226,PHI,@,MIN,W (+23),0,4:41,2.0,2.0,1.000,1.0,1.0,1.000,1,1.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,3.7,+4,1.0,1.0,1.0,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,2.0,89.0,5.235294117647059,3.299999999999999,86.5,5.088235294117647
68,66,,2023-03-10,25-229,PHI,,POR,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,90.0,5.294117647058823,0.0,100.8,5.929411764705883
69,67,27,2023-03-12,25-231,PHI,,WAS,W (+19),0,4:48,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,-1.0,-3,2.0,1.0,0.5,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,-2.0,99.0,5.823529411764706,-1.0,102.60000000000002,6.0352941176470605
70,68,,2023-03-15,25-234,PHI,@,CLE,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,90.0,5.294117647058823,0.0,97.5,5.735294117647059
71,69,28,2023-03-17,25-236,PHI,@,CHO,W (+39),0,7:03,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,+1,2.0,0.0,0.0,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,-2.0,99.0,5.823529411764706,-1.4,101.7,5.982352941176471
72,70,29,2023-03-18,25-237,PHI,@,IND,W (+20),0,1:36,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,0.0,105.0,6.176470588235294,0.0,127.1,7.476470588235294
73,71,,2023-03-20,25-239,PHI,,CHI,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,75.0,4.411764705882353,0.0,74.19999999999999,4.364705882352941
74,72,30,2023-03-22,25-241,PHI,@,CHI,W (+25),0,3:15,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,-3,2.0,1.0,0.5,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,-1.0,90.0,5.294117647058823,0.0,88.39999999999999,5.199999999999999
75,73,31,2023-03-24,25-243,PHI,@,GSW,L (-8),0,5:27,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.6,+6,1.0,1.0,1.0,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,2.0,71.0,4.176470588235294,1.5999999999999996,79.90000000000002,4.700000000000001
76,74,32,2023-03-25,25-244,PHI,@,PHO,L (-20),0,4:06,1.0,1.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,-2,1.0,1.0,1.0,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,2.0,63.0,3.7058823529411766,3.2,72.30000000000001,4.252941176470589
77,75,33,2023-03-27,25-246,PHI,@,DEN,L (-5),0,7:08,2.0,2.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,7.0,+10,2.0,2.0,1.0,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,5.0,50.0,2.9411764705882355,6.199999999999998,60.8,3.576470588235294
78,76,,2023-03-29,25-248,PHI,,DAL,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,81.0,4.764705882352941,0.0,91.4,5.376470588235295
79,77,,2023-03-31,25-250,PHI,,TOR,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,76.0,4.470588235294118,0.0,82.9,4.876470588235295
80,78,34,2023-04-02,25-252,PHI,@,MIL,L (-13),0,4:03,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,+7,1.0,1.0,1.0,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,1.0,75.0,4.411764705882353,1.7,79.39999999999999,4.670588235294117
81,79,,2023-04-04,25-254,PHI,,BOS,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,71.0,4.176470588235294,0.0,69.79999999999998,4.105882352941175
82,80,35,2023-04-06,25-256,PHI,,MIA,L (-28),0,10:00,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,8.0,4.1,-7,2.0,1.0,0.5,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,4.0,63.0,3.7058823529411766,4.1000000000000005,72.5,4.264705882352941
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,0.0,0.0,0.0,0.0,0.0
84,81,36,2023-04-07,25-257,PHI,@,ATL,W (+5),0,16:47,1.0,6.0,.167,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.8,-4,5.0,1.0,0.2,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,1.0,75.0,4.411764705882353,0.800000000000001,85.00000000000003,5.000000000000002
85,82,37,2023-04-09,25-259,PHI,@,BRK,W (+29),0,29:53,3.0,7.0,.429,3.0,4.0,.750,2,2.0,1.000,0.0,4.0,4.0,0.0,2.0,0.0,3.0,3.0,11.0,6.3,+21,3.0,0.0,0.0,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,5.0,47.0,2.764705882352941,5.5,56.89999999999999,3.3470588235294114
