Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Louis King,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
58,57,38,2023-02-15,22-103,PHI,,CLE,W (+6),0,27:46,6.0,12.0,.500,2.0,4.0,.500,2,2.0,1.000,1.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,16.0,9.2,-10,8.0,4.0,0.5,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,4.0,75.0,4.411764705882353,8.399999999999999,78.4,4.611764705882353
59,58,39,2023-02-23,22-111,PHI,,MEM,W (+5),0,37:01,6.0,18.0,.333,0.0,6.0,.000,4,4.0,1.000,0.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,16.0,8.4,+8,12.0,6.0,0.5,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,0.0,73.0,4.294117647058823,6.800000000000002,69.3,4.076470588235294
60,59,40,2023-02-25,22-113,PHI,,BOS,L (-3),0,25:06,4.0,10.0,.400,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,8.0,4.8,-11,8.0,4.0,0.5,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,3.0,70.0,4.117647058823529,4.8,77.6,4.564705882352941
61,60,41,2023-02-27,22-115,PHI,,MIA,L (-2),0,27:27,8.0,16.0,.500,4.0,7.0,.571,3,4.0,.750,0.0,1.0,1.0,2.0,0.0,0.0,2.0,6.0,23.0,11.9,0,9.0,4.0,0.4444444444444444,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,4.0,49.0,2.8823529411764706,10.7,50.3,2.9588235294117644
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,0.0,0.0,0.0,0.0,0.0
63,61,42,2023-03-01,22-117,PHI,@,MIA,W (+23),1,37:30,10.0,17.0,.588,4.0,7.0,.571,3,3.0,1.000,0.0,4.0,4.0,7.0,1.0,0.0,0.0,3.0,27.0,25.0,+11,10.0,6.0,0.6,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,19.0,71.0,4.176470588235294,23.800000000000004,72.0,4.235294117647059
64,62,43,2023-03-02,22-118,PHI,@,DAL,L (-7),1,34:30,12.0,21.0,.571,3.0,5.0,.600,2,2.0,1.000,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,29.0,21.3,+3,16.0,9.0,0.5625,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,11.0,69.0,4.0588235294117645,20.5,77.8,4.576470588235294
65,63,44,2023-03-04,22-120,PHI,@,MIL,W (+3),1,40:40,8.0,12.0,.667,2.0,5.0,.400,8,8.0,1.000,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,26.0,21.7,-1,7.0,6.0,0.8571428571428571,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,9.0,59.0,3.4705882352941178,18.500000000000004,76.8,4.517647058823529
66,64,45,2023-03-06,22-122,PHI,@,IND,W (+4),1,36:59,8.0,13.0,.615,6.0,9.0,.667,2,2.0,1.000,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,24.0,19.7,-1,4.0,2.0,0.5,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,12.0,78.0,4.588235294117647,18.9,90.8,5.341176470588235
67,65,46,2023-03-07,22-123,PHI,@,MIN,W (+23),1,30:50,9.0,16.0,.563,4.0,7.0,.571,5,5.0,1.000,0.0,4.0,4.0,5.0,1.0,1.0,3.0,3.0,27.0,21.6,+26,9.0,5.0,0.5555555555555556,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,14.0,77.0,4.529411764705882,19.6,70.2,4.129411764705883
68,66,47,2023-03-10,22-126,PHI,,POR,W (+1),1,35:45,5.0,8.0,.625,1.0,3.0,.333,2,2.0,1.000,1.0,3.0,4.0,2.0,1.0,0.0,0.0,2.0,13.0,12.6,-1,5.0,4.0,0.8,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,10.0,80.0,4.705882352941177,11.799999999999995,89.00000000000001,5.23529411764706
69,67,48,2023-03-12,22-128,PHI,,WAS,W (+19),1,28:29,3.0,9.0,.333,2.0,5.0,.400,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,8.0,1.7,+7,4.0,1.0,0.25,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,0.0,97.0,5.705882352941177,1.6999999999999993,99.9,5.876470588235295
70,68,49,2023-03-15,22-131,PHI,@,CLE,W (+9),1,34:57,8.0,14.0,.571,5.0,7.0,.714,2,2.0,1.000,1.0,3.0,4.0,3.0,0.0,0.0,3.0,1.0,23.0,16.7,+8,7.0,3.0,0.4285714285714285,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,11.0,79.0,4.647058823529412,15.900000000000002,81.60000000000001,4.800000000000001
71,69,50,2023-03-17,22-133,PHI,@,CHO,W (+39),1,28:55,4.0,10.0,.400,3.0,7.0,.429,2,2.0,1.000,1.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,13.0,6.8,+21,3.0,1.0,0.3333333333333333,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,3.0,94.0,5.529411764705882,5.999999999999999,94.3,5.547058823529412
72,70,51,2023-03-18,22-134,PHI,@,IND,W (+20),1,35:19,12.0,18.0,.667,5.0,9.0,.556,2,2.0,1.000,1.0,1.0,2.0,7.0,1.0,0.0,0.0,2.0,31.0,29.3,+15,9.0,7.0,0.7777777777777778,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,21.0,84.0,4.941176470588236,28.5,98.6,5.8
73,71,52,2023-03-20,22-136,PHI,,CHI,L (-4),1,46:10,9.0,19.0,.474,2.0,7.0,.286,2,2.0,1.000,0.0,5.0,5.0,6.0,0.0,1.0,2.0,1.0,22.0,16.3,+9,12.0,7.0,0.5833333333333334,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,11.0,64.0,3.764705882352941,15.500000000000004,58.69999999999999,3.4529411764705875
74,72,53,2023-03-22,22-138,PHI,@,CHI,W (+25),1,37:31,8.0,19.0,.421,4.0,8.0,.500,1,1.0,1.000,0.0,5.0,5.0,4.0,1.0,0.0,0.0,1.0,21.0,15.8,+35,11.0,4.0,0.3636363636363636,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,11.0,78.0,4.588235294117647,15.400000000000002,72.99999999999999,4.2941176470588225
75,73,54,2023-03-24,22-140,PHI,@,GSW,L (-8),1,38:59,7.0,16.0,.438,4.0,8.0,.500,3,3.0,1.000,0.0,4.0,4.0,5.0,1.0,0.0,1.0,4.0,21.0,15.7,-17,8.0,3.0,0.375,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,11.0,62.0,3.647058823529412,14.500000000000002,67.00000000000001,3.941176470588236
76,74,55,2023-03-25,22-141,PHI,@,PHO,L (-20),1,35:47,14.0,19.0,.737,7.0,11.0,.636,2,3.0,.667,0.0,7.0,7.0,3.0,1.0,0.0,3.0,1.0,37.0,30.7,-9,8.0,7.0,0.875,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,23.0,42.0,2.4705882352941178,29.90000000000001,45.6,2.682352941176471
77,75,56,2023-03-27,22-143,PHI,@,DEN,L (-5),1,33:38,12.0,21.0,.571,2.0,6.0,.333,3,5.0,.600,1.0,3.0,4.0,5.0,3.0,0.0,0.0,1.0,29.0,26.0,-10,15.0,10.0,0.6666666666666666,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,15.0,40.0,2.3529411764705883,24.8,42.19999999999999,2.4823529411764698
78,76,57,2023-03-29,22-145,PHI,,DAL,W (+8),1,34:26,6.0,13.0,.462,4.0,9.0,.444,6,6.0,1.000,0.0,4.0,4.0,4.0,2.0,0.0,1.0,3.0,22.0,19.1,+8,4.0,2.0,0.5,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,12.0,69.0,4.0588235294117645,16.7,74.7,4.394117647058824
79,77,58,2023-03-31,22-147,PHI,,TOR,W (+7),1,36:31,5.0,8.0,.625,2.0,4.0,.500,1,1.0,1.000,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,13.0,12.8,,4.0,3.0,0.75,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,10.0,66.0,3.882352941176471,12.4,70.5,4.147058823529412
80,78,59,2023-04-02,22-149,PHI,@,MIL,L (-13),1,34:53,9.0,15.0,.600,6.0,7.0,.857,5,5.0,1.000,0.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,29.0,24.3,-13,8.0,3.0,0.375,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,15.0,61.0,3.588235294117647,22.300000000000004,58.79999999999998,3.4588235294117635
81,79,60,2023-04-04,22-151,PHI,,BOS,W (+2),1,39:38,2.0,8.0,.250,1.0,4.0,.250,0,0.0,,0.0,4.0,4.0,1.0,0.0,1.0,4.0,5.0,5.0,-3.2,+17,4.0,1.0,0.25,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,-1.0,72.0,4.235294117647059,-3.2,72.99999999999999,4.2941176470588225
82,80,,2023-04-06,22-153,PHI,,MIA,L (-28),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,67.0,3.941176470588236,0.0,76.60000000000001,4.505882352941177
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,22-154,PHI,@,ATL,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,76.0,4.470588235294118,0.0,85.80000000000001,5.0470588235294125
85,82,,2023-04-09,22-156,PHI,@,BRK,W (+29),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,52.0,3.0588235294117645,0.0,62.39999999999999,3.670588235294117
