Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Josh Hart,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Josh Hart,Justin Minaya,Justise Winslow,Jusuf Nurkić,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
48.0,,2023-01-25,20-321,POR,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,,104.0,4.9523809523809526,0.0,111.7,5.319047619047619,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,L (-9),L (-9)
49.0,25.0,2023-01-28,20-324,POR,TOR,0,1.5333333333333332,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,-1,0.0,0.0,,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,2.0,69.0,3.2857142857142856,2.7,78.0,3.7142857142857135,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,W (+20),W (+20)
50.0,,2023-01-30,20-326,POR,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,,75.0,3.571428571428572,0.0,83.9,3.995238095238096,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,W (+10),W (+10)
51.0,,2023-02-01,20-328,POR,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,,80.0,3.809523809523809,0.0,92.7,4.414285714285715,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,L (-18),L (-18)
52.0,,2023-02-03,20-330,POR,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,,95.0,4.523809523809524,0.0,81.20000000000003,3.866666666666668,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,W (+4),W (+4)
53.0,,2023-02-04,20-331,POR,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,,53.0,2.523809523809524,0.0,72.19999999999999,3.438095238095237,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,W (+10),W (+10)
54.0,,2023-02-06,20-333,POR,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,,41.0,1.9523809523809523,0.0,49.2,2.342857142857143,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,W (+8),W (+8)
55.0,,2023-02-08,20-335,POR,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,,95.0,4.523809523809524,0.0,100.8,4.8,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,L (-8),L (-8)
56.0,26.0,2023-02-10,20-337,POR,OKC,0,1.6833333333333331,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.3,+4,1.0,1.0,1.0,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,1.0,83.0,3.952380952380953,1.2999999999999998,83.99999999999999,3.999999999999999,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,L (-19),L (-19)
57.0,27.0,2023-02-13,20-340,POR,LAL,0,6.7,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,-0.5,-14,3.0,1.0,0.3333333333333333,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,-1.0,87.0,4.142857142857143,-0.5000000000000002,99.6,4.742857142857143,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,W (+3),W (+3)
58.0,28.0,2023-02-14,20-341,POR,WAS,0,2.75,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7,-8,1.0,0.0,0.0,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,-1.0,54.0,2.571428571428572,-0.7,68.99999999999999,3.285714285714285,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,L (-9),L (-9)
59.0,29.0,2023-02-23,20-350,POR,SAC,0,18.716666666666665,5.0,10.0,.500,3.0,3.0,1.000,3,4.0,.750,1.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,16.0,14.0,-8,7.0,2.0,0.2857142857142857,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,7.0,85.0,4.047619047619048,12.799999999999995,76.4,3.63809523809524,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,W (+12),W (+12)
60.0,30.0,2023-02-26,20-353,POR,HOU,0,8.816666666666666,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,-0.3,-4,1.0,0.0,0.0,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,0.0,104.0,4.9523809523809526,-0.3000000000000002,116.9,5.566666666666667,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,L (-25),L (-25)
61.0,31.0,2023-02-28,20-355,POR,GSW,0,12.833333333333334,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,4.0,-0.5,-18,3.0,2.0,0.6666666666666666,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,0.0,80.0,3.809523809523809,-0.5000000000000004,77.60000000000001,3.695238095238096,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,L (-17),L (-17)
62.0,32.0,2023-03-01,20-356,POR,NOP,0,0.7333333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,0.0,46.0,2.1904761904761907,0.0,55.2,2.628571428571429,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,W (+17),W (+17)
63.0,33.0,2023-03-03,20-358,POR,ATL,0,2.283333333333333,1.0,1.0,1.000,0.0,0.0,,0,1.0,.000,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.3,+2,1.0,1.0,1.0,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,0.0,72.0,3.4285714285714284,1.3000000000000005,61.8,2.9428571428571426,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,,
64.0,,2023-03-05,20-360,POR,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,,82.0,3.9047619047619047,0.0,90.8,4.323809523809524,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,L (-18),L (-18)
65.0,,2023-03-06,20-361,POR,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,,88.0,4.190476190476191,0.0,90.3,4.3,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,L (-11),L (-11)
66.0,34.0,2023-03-08,20-363,POR,BOS,0,5.783333333333333,0.0,2.0,.000,0.0,1.0,.000,4,4.0,1.000,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,4.0,4.6,-1,1.0,0.0,0.0,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,2.0,51.0,2.4285714285714284,3.0,60.79999999999999,2.8952380952380947,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,L (-18),L (-18)
67.0,,2023-03-10,21-000,POR,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,,99.0,4.714285714285714,0.0,97.9,4.661904761904762,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,W (+3),W (+3)
68.0,35.0,2023-03-12,21-002,POR,NOP,0,12.0,0.0,6.0,.000,0.0,4.0,.000,1,2.0,.500,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,-1.2,+19,2.0,0.0,0.0,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,-2.0,75.0,3.571428571428572,-1.5999999999999996,67.29999999999998,3.204761904761904,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,W (+6),W (+6)
69.0,36.0,2023-03-14,21-004,POR,NYK,0,1.8333333333333333,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.1,-1,1.0,1.0,1.0,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,3.0,65.0,3.095238095238096,3.1,77.3,3.6809523809523808,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,L (-22),L (-22)
70.0,37.0,2023-03-17,21-007,POR,BOS,0,0.7166666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,0.0,54.0,2.571428571428572,0.0,61.5,2.9285714285714284,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,L (-1),L (-1)
71.0,,2023-03-19,21-009,POR,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,31,40,7,12,34,2,31,5,24,1,12,27,24,40,3,31,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,54.0,9.0,80.0,5.0,6,62.0,0.4838709677419355,0.0,0.5344827586206896,0.5128205128205128,0.3181818181818182,0.75,0.6071428571428571,0.4,0.492063492063492,0.2631578947368421,0.3157894736842105,0.25,0.4137931034482758,0.5192307692307693,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,10,14,15,7,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.35,0.0,0.2112676056338028,0.35,21,,77.0,3.6666666666666665,0.0,86.0,4.095238095238095,9.0,-0.5,-5.4,-3.8,-1.6,0.0203247661038821,0.482,0.455,0.23,-0.4,-0.7,L (-17),L (-17)
