Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with DaQuan Jeffries,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Feron Hunt,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels
73,71,35,2023-03-17,23-197,POR,,BOS,L (-14),0,29.433333333333334,4.0,8.0,.500,1.0,3.0,.333,1,3,.333,1,3,4,0,3,0,3,5,10,4.8,-8,5.0,3.0,0.6,0,20,13,0,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333
74,72,36,2023-03-19,23-199,POR,,LAC,L (-15),1,18.916666666666668,0.0,2.0,.000,0.0,1.0,.000,0,0,,0,2,2,0,0,2,0,2,0,-0.2,-10,1.0,0.0,0.0,0,20,13,0,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333
75,73,37,2023-03-22,23-202,POR,@,UTA,W (+12),0,21.2,4.0,8.0,.500,1.0,4.0,.250,2,2,1.000,0,2,2,0,1,1,2,1,11,6.9,-9,4.0,3.0,0.75,0,20,13,0,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333
76,74,38,2023-03-24,23-204,POR,,CHI,L (-28),0,22.133333333333333,1.0,6.0,.167,0.0,3.0,.000,2,2,1.000,2,2,4,2,0,0,0,2,4,2.8,-6,3.0,1.0,0.3333333333333333,0,20,13,0,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333
77,75,39,2023-03-26,23-206,POR,,OKC,L (-6),0,19.083333333333332,1.0,4.0,.250,0.0,0.0,,2,2,1.000,0,0,0,0,1,0,1,1,4,1.2,-22,4.0,1.0,0.25,0,20,13,0,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333
78,76,40,2023-03-27,23-207,POR,,NOP,L (-34),0,25.8,5.0,9.0,.556,0.0,2.0,.000,1,1,1.000,0,1,1,0,0,0,1,1,11,5.6,-24,7.0,5.0,0.7142857142857143,0,20,13,0,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333
79,77,,2023-03-29,23-209,POR,,SAC,L (-40),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,0,20,13,0,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333
80,78,,2023-03-31,23-211,POR,,SAC,L (-24),Did Not Dress,0.0,,,Did Not Dress,,,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,,,0,20,13,0,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333
81,79,,2023-04-02,23-213,POR,@,MIN,W (+2),Did Not Dress,0.0,,,Did Not Dress,,,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,,,0,20,13,0,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333
82,80,,2023-04-04,23-215,POR,@,MEM,L (-10),Did Not Dress,0.0,,,Did Not Dress,,,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,,,0,20,13,0,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333
83,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,0,20,13,0,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333
84,81,,2023-04-06,23-217,POR,@,SAS,L (-2),Did Not Dress,0.0,,,Did Not Dress,,,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,,,0,20,13,0,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333
85,82,,2023-04-08,23-219,POR,@,LAC,L (-11),Did Not Dress,0.0,,,Did Not Dress,,,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,,,0,20,13,0,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333
86,83,,2023-04-09,23-220,POR,,GSW,L (-56),Did Not Dress,0.0,,,Did Not Dress,,,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,,,0,20,13,0,20,20,20,13,20,8,12,20,10,20,14,6,1,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,,0.7407407407407407,0.4814814814814814,,0.2469135802469135,0.2439024390243902,0.2941176470588235,0.25,0.2597402597402597,0.125,0.2033898305084746,0.2985074626865671,0.1408450704225352,0.273972602739726,0.7,0.1875,0.3333333333333333
