Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
61.0,61,2023-02-24,24-295,NYK,WAS,0,19.933333333333334,2.0,2.0,1.0,0.0,0.0,,0,0.0,,3.0,7.0,10.0,0.0,2.0,0.0,0.0,3.0,4.0,8.4,-9,2.0,2.0,1.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,14.0,62.0,3.647058823529412,8.399999999999999,87.5,5.147058823529412,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+18),W (+18)
62.0,62,2023-02-25,24-296,NYK,NOP,0,19.08333333333333,2.0,3.0,0.667,0.0,0.0,,0,0.0,,5.0,5.0,10.0,2.0,0.0,0.0,1.0,3.0,4.0,6.9,6,3.0,2.0,0.6666666666666666,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,12.0,75.0,4.411764705882353,6.900000000000001,85.49999999999999,5.029411764705881,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+21),W (+21)
63.0,63,2023-02-27,24-298,NYK,BOS,0,16.266666666666666,0.0,1.0,0.0,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,-2.6,8,1.0,0.0,0.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,-1.0,57.0,3.3529411764705883,-2.6,73.6,4.329411764705882,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,,
64.0,64,2023-03-01,24-300,NYK,BRK,0,19.45,3.0,6.0,0.5,0.0,0.0,,2,2.0,1.0,3.0,5.0,8.0,3.0,0.0,1.0,1.0,2.0,8.0,9.6,17,6.0,3.0,0.5,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,11.0,84.0,4.941176470588236,8.799999999999997,100.29999999999998,5.899999999999999,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+6),W (+6)
65.0,65,2023-03-03,24-302,NYK,MIA,0,15.25,2.0,2.0,1.0,0.0,0.0,,0,1.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,4.0,4.5,22,2.0,2.0,1.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,6.0,75.0,4.411764705882353,4.500000000000001,92.8,5.458823529411765,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+22),W (+22)
66.0,66,2023-03-05,24-304,NYK,BOS,0,9.55,0.0,2.0,0.0,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,2.0,4.0,0.0,-4.1,11,2.0,0.0,0.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,-1.0,76.0,4.470588235294118,-4.1,90.8,5.341176470588235,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+15),W (+15)
67.0,67,2023-03-07,24-306,NYK,CHO,0,15.35,1.0,2.0,0.5,0.0,0.0,,0,0.0,,1.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,2.0,2.9,3,2.0,1.0,0.5,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,5.0,68.0,4.0,2.8999999999999995,74.60000000000001,4.388235294117648,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+24),W (+24)
68.0,68,2023-03-09,24-308,NYK,SAC,0,24.8,2.0,2.0,1.0,0.0,0.0,,1,2.0,0.5,4.0,5.0,9.0,0.0,1.0,0.0,0.0,5.0,5.0,7.3,11,2.0,2.0,1.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,11.0,49.0,2.8823529411764706,6.899999999999999,64.8,3.8117647058823527,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+2),W (+2)
69.0,69,2023-03-11,24-310,NYK,LAC,0,19.316666666666663,2.0,5.0,0.4,0.0,1.0,0.0,0,0.0,,3.0,2.0,5.0,3.0,1.0,0.0,0.0,2.0,4.0,6.3,-1,4.0,2.0,0.5,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,8.0,50.0,2.9411764705882355,6.3,56.3,3.3117647058823527,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+2),W (+2)
70.0,70,2023-03-12,24-311,NYK,LAL,0,23.73333333333333,0.0,2.0,0.0,0.0,0.0,,0,0.0,,3.0,8.0,11.0,2.0,2.0,1.0,0.0,1.0,0.0,6.8,19,2.0,0.0,0.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,14.0,67.0,3.941176470588236,6.799999999999999,86.3,5.076470588235294,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-7),L (-7)
71.0,71,2023-03-14,24-313,NYK,POR,0,26.55,0.0,2.0,0.0,0.0,1.0,0.0,0,0.0,,3.0,8.0,11.0,4.0,1.0,1.0,2.0,4.0,0.0,4.0,20,1.0,0.0,0.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,13.0,83.0,4.882352941176471,4.0,97.0,5.705882352941177,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-5),L (-5)
72.0,72,2023-03-18,24-317,NYK,DEN,0,21.55,3.0,5.0,0.6,0.0,0.0,,0,0.0,,3.0,6.0,9.0,1.0,2.0,1.0,1.0,2.0,6.0,9.2,-5,5.0,3.0,0.6,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,13.0,56.0,3.294117647058824,9.2,77.09999999999998,4.535294117647058,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-11),L (-11)
73.0,73,2023-03-20,24-319,NYK,MIN,0,20.15,2.0,3.0,0.667,0.0,0.0,,1,1.0,1.0,1.0,7.0,8.0,3.0,0.0,0.0,1.0,2.0,5.0,6.8,-6,3.0,2.0,0.6666666666666666,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,11.0,62.0,3.647058823529412,6.4,91.2,5.364705882352942,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+4),W (+4)
74.0,74,2023-03-22,24-321,NYK,MIA,0,19.35,1.0,3.0,0.333,0.0,1.0,0.0,0,0.0,,0.0,2.0,2.0,0.0,1.0,1.0,3.0,5.0,2.0,-2.4,-12,2.0,1.0,0.5,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,0.0,75.0,4.411764705882353,-2.3999999999999995,84.7,4.982352941176471,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+16),W (+16)
75.0,75,2023-03-23,24-322,NYK,ORL,0,15.933333333333334,3.0,3.0,1.0,0.0,0.0,,0,0.0,,2.0,2.0,4.0,3.0,0.0,2.0,0.0,2.0,6.0,9.8,-4,3.0,3.0,1.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,12.0,64.0,3.764705882352941,9.8,77.9,4.582352941176471,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+6),W (+6)
76.0,76,2023-03-27,24-326,NYK,HOU,0,24.1,3.0,3.0,1.0,0.0,0.0,,2,3.0,0.667,3.0,3.0,6.0,6.0,2.0,0.0,1.0,4.0,8.0,13.3,32,3.0,3.0,1.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,15.0,93.0,5.470588235294118,12.499999999999998,112.7,6.629411764705883,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-6),L (-6)
77.0,77,2023-03-29,24-328,NYK,MIA,0,28.95,3.0,5.0,0.6,0.0,0.0,,0,2.0,0.0,1.0,8.0,9.0,2.0,2.0,1.0,1.0,3.0,6.0,7.9,12,5.0,3.0,0.6,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,12.0,52.0,3.0588235294117645,7.899999999999999,65.5,3.852941176470588,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-7),L (-7)
78.0,78,2023-03-31,24-330,NYK,CLE,0,25.75,2.0,2.0,1.0,0.0,0.0,,1,4.0,0.25,1.0,7.0,8.0,4.0,2.0,3.0,0.0,1.0,5.0,12.5,15,2.0,2.0,1.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,16.0,81.0,4.764705882352941,12.099999999999998,90.3,5.311764705882353,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-5),L (-5)
79.0,79,2023-04-02,24-332,NYK,WAS,0,22.08333333333333,4.0,5.0,0.8,0.0,0.0,,1,3.0,0.333,2.0,6.0,8.0,2.0,2.0,1.0,1.0,1.0,9.0,12.2,-7,5.0,4.0,0.8,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,13.0,94.0,5.529411764705882,11.8,99.7,5.864705882352942,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+22),W (+22)
80.0,80,2023-04-05,24-335,NYK,IND,0,17.55,4.0,6.0,0.667,0.0,0.0,,0,0.0,,2.0,5.0,7.0,2.0,0.0,0.0,1.0,2.0,8.0,7.9,-18,6.0,4.0,0.6666666666666666,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,10.0,84.0,4.941176470588236,7.9,101.6,5.976470588235294,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+9),W (+9)
81.0,81,2023-04-07,24-337,NYK,NOP,1,19.016666666666666,0.0,1.0,0.0,0.0,0.0,,0,0.0,,0.0,3.0,3.0,5.0,0.0,1.0,1.0,5.0,0.0,1.4,-11,1.0,0.0,0.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,7.0,71.0,4.176470588235294,1.4000000000000004,77.9,4.582352941176471,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+14),W (+14)
82.0,82,2023-04-09,24-339,NYK,IND,0,20.816666666666663,4.0,7.0,0.571,0.0,0.0,,0,0.0,,0.0,2.0,2.0,5.0,1.0,0.0,0.0,2.0,8.0,9.0,-23,7.0,4.0,0.5714285714285714,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,9.0,66.0,3.882352941176471,9.0,84.3,4.958823529411765,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+9),W (+9)
