Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Eric Gordon,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with Jarrett Culver,co_inf with John Wall,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-28,23-131,HOU,,DEN,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,74.0,4.933333333333334,0.0,87.59999999999998,5.839999999999999
64,62,,2023-03-01,23-132,HOU,,MEM,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,48.0,3.2,0.0,59.39999999999999,3.9599999999999995
65,63,,2023-03-04,23-135,HOU,@,SAS,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,85.0,5.666666666666667,0.0,89.9,5.993333333333334
66,64,,2023-03-05,23-136,HOU,,SAS,W (+32),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,102.0,6.8,0.0,99.1,6.6066666666666665
67,65,,2023-03-07,23-138,HOU,,BRK,L (-22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,37.0,2.466666666666667,0.0,44.29999999999998,2.9533333333333323
68,66,,2023-03-09,23-140,HOU,@,IND,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,63.0,4.2,0.0,83.80000000000001,5.586666666666668
69,67,,2023-03-11,23-142,HOU,,CHI,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,67.0,4.466666666666667,0.0,71.39999999999999,4.76
70,68,,2023-03-13,23-144,HOU,,BOS,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,70.0,4.666666666666667,0.0,66.3,4.42
71,69,,2023-03-15,23-146,HOU,,LAL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,70.0,4.666666666666667,0.0,55.0,3.6666666666666665
72,70,,2023-03-17,23-148,HOU,,NOP,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,74.0,4.933333333333334,0.0,72.5,4.833333333333333
73,71,,2023-03-19,23-150,HOU,,NOP,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,38.0,2.533333333333333,0.0,44.1,2.94
74,72,,2023-03-20,23-151,HOU,,GSW,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,45.0,3.0,0.0,60.3,4.02
75,73,,2023-03-22,23-153,HOU,@,MEM,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,77.0,5.133333333333334,0.0,77.9,5.193333333333333
76,74,,2023-03-24,23-155,HOU,@,MEM,L (-37),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,64.0,4.266666666666667,0.0,68.0,4.533333333333333
77,75,,2023-03-26,23-157,HOU,@,CLE,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,40.0,2.6666666666666665,0.0,52.2,3.48
78,76,,2023-03-27,23-158,HOU,@,NYK,L (-22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,59.0,3.933333333333333,0.0,64.39999999999999,4.293333333333333
79,77,,2023-03-29,23-160,HOU,@,BRK,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,69.0,4.6,0.0,60.4,4.026666666666666
80,78,,2023-03-31,23-162,HOU,,DET,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,59.0,3.933333333333333,0.0,58.99999999999999,3.9333333333333327
81,79,,2023-04-02,23-164,HOU,,LAL,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,61.0,4.066666666666666,0.0,63.3,4.22
82,80,,2023-04-04,23-166,HOU,,DEN,W (+21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,81.0,5.4,0.0,83.69999999999999,5.579999999999999
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,23-169,HOU,@,CHO,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,66.0,4.4,0.0,63.8,4.253333333333333
85,82,,2023-04-09,23-171,HOU,@,WAS,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,60.0,4.0,0.0,77.2,5.1466666666666665
