Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with Jarrett Culver,co_inf with John Wall,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
61,60,,2023-02-26,23-340,HOU,@,POR,L (-17),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,57.0,3.5625,0.0,76.89999999999999,4.8062499999999995
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-28,23-342,HOU,,DEN,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,74.0,4.625,0.0,87.59999999999998,5.474999999999999
64,62,,2023-03-01,23-343,HOU,,MEM,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,48.0,3.0,0.0,62.79999999999999,3.9249999999999994
65,63,,2023-03-04,23-346,HOU,@,SAS,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,85.0,5.3125,0.0,98.0,6.125
66,64,,2023-03-05,23-347,HOU,,SAS,W (+32),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,102.0,6.375,0.0,119.7,7.48125
67,65,,2023-03-07,23-349,HOU,,BRK,L (-22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,37.0,2.3125,0.0,49.49999999999999,3.0937499999999996
68,66,,2023-03-09,23-351,HOU,@,IND,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,63.0,3.9375,0.0,83.80000000000001,5.237500000000001
69,67,,2023-03-11,23-353,HOU,,CHI,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,67.0,4.1875,0.0,81.5,5.09375
70,68,,2023-03-13,23-355,HOU,,BOS,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,70.0,4.375,0.0,84.50000000000001,5.281250000000001
71,69,,2023-03-15,23-357,HOU,,LAL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,70.0,4.375,0.0,78.5,4.90625
72,70,,2023-03-17,23-359,HOU,,NOP,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,74.0,4.625,0.0,87.1,5.44375
73,71,,2023-03-19,23-361,HOU,,NOP,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,38.0,2.375,0.0,60.1,3.75625
74,72,,2023-03-20,23-362,HOU,,GSW,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,45.0,2.8125,0.0,69.0,4.3125
75,73,,2023-03-22,23-364,HOU,@,MEM,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,77.0,4.8125,0.0,93.3,5.83125
76,74,,2023-03-24,24-001,HOU,@,MEM,L (-37),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,64.0,4.0,0.0,84.9,5.30625
77,75,,2023-03-26,24-003,HOU,@,CLE,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,40.0,2.5,0.0,53.3,3.33125
78,76,,2023-03-27,24-004,HOU,@,NYK,L (-22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,59.0,3.6875,0.0,80.89999999999999,5.0562499999999995
79,77,,2023-03-29,24-006,HOU,@,BRK,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,69.0,4.3125,0.0,86.9,5.43125
80,78,,2023-03-31,24-008,HOU,,DET,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,59.0,3.6875,0.0,83.0,5.1875
81,79,,2023-04-02,24-010,HOU,,LAL,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,61.0,3.8125,0.0,75.39999999999999,4.7124999999999995
82,80,,2023-04-04,24-012,HOU,,DEN,W (+21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,81.0,5.0625,0.0,100.2,6.2625
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,24-015,HOU,@,CHO,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,66.0,4.125,0.0,80.1,5.00625
85,82,,2023-04-09,24-017,HOU,@,WAS,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,60.0,3.75,0.0,77.2,4.825
